parent_id,eligible,decision_valid,split,child_infeasibility_trigger,strict_bound_trigger,normalized_disjunction_gain,parent_native_bound_target,target_phase_required,reason,b_plus,eta_proof,eta_anchor,normalization_source,normalization_upper_bound
L2,true,1,1,0,0,0.043843239878909195,,0,"round37_pilot_weakest_midpoint_prefinement",0.59521651627960104,0.043843239878909195,0.043843239878909195,"proof",0.71850407075497091
L2.0,true,1,1,1,0,,,0,"current_complete_child_infeasibility",0.62598346543560446,,,"proof",0.71850407075497091
L2.1,true,1,0,0,0,0,,0,"current_child_gain_not_strict",0.65720345116560386,0,0,"proof",0.71850407075497091
L2.0.1,true,1,0,0,0,0,,0,"current_child_gain_not_strict",0.63382281055275735,0,0,"proof",0.71850407075497091
