anchor_cell_index,anchor_lower,anchor_upper,active,active_lower,active_upper,truncated_by_proof_range,U_proof_launch,U_anchor_launch,proof_range_lower,proof_range_upper,normalization_source
0,0,0.17962601768874273,1,0,0.17962601768874273,0,0.71850407075497091,0.71850407075497091,0,0.71850407075497091,"proof"
1,0.17962601768874273,0.35925203537748546,1,0.17962601768874273,0.35925203537748546,0,0.71850407075497091,0.71850407075497091,0,0.71850407075497091,"proof"
2,0.35925203537748546,0.53887805306622816,1,0.35925203537748546,0.53887805306622816,0,0.71850407075497091,0.71850407075497091,0,0.71850407075497091,"proof"
3,0.53887805306622816,0.71850407075497091,1,0.53887805306622816,0.71850407075497091,0,0.71850407075497091,0.71850407075497091,0,0.71850407075497091,"proof"
