instance,arm,budget_seconds,lifecycle,warm_start,execution_status,exclusion_reason,optimize_calls,distinct_models,fresh_restarts,same_leaf_resume_calls,presolve_executions,final_global_lb,common_ub_gap,auc,work,start_submitted,start_accepted,structural_gate
V12_M2,T-GRB-EXT-FRESH-COLD,120,fresh-per-attempt,false,not_run,excluded_by_stage0_gurobi_license_gate,unavailable,unavailable,unavailable,0,unavailable,unavailable,unavailable,unavailable,unavailable,0,0,not_run
V12_M2,T-GRB-EXT-COLD,120,retained-per-leaf,false,not_run,excluded_by_stage0_gurobi_license_gate,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,0,0,not_run
V12_M2,T-GRB-EXT-WARM,120,retained-per-leaf,true,not_run,excluded_by_stage0_gurobi_license_gate,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,unavailable,not_run
