instance,interval,canonical_artifact,sha256,rows,columns,matrix_nonzeros,binaries,general_integers,continuous,f0_columns,cplex_consumes_exact_artifact,gurobi_adapter_consumes_exact_artifact,gurobi_runtime_load,interval_factory_shared,cutoff_shared,scope,result
V12_M1,"[0,0.493696053862549]",stage0/external_cplex_f0_smoke_final/models/L0.lp.gz,f2bdf1e59e14844295406a85b8fdb3e7691cc0f8e40578221c11d3b8f18102a2,5865,645,56154,253,48,344,156,true,true,blocked_license,true,true,static_fixed_interval_complete_compact_F0,source_contract_pass_runtime_gurobi_blocked
