relative_path,authoritative_present,regenerated_present,authoritative_sha256,regenerated_sha256,byte_equal,validation_status
instances/V08/cb443_V08_compact_r1_surplus_M01_Q20.txt,True,True,261452a4cd1d74f18746f1672f5280c94626e4b167f5c3016b90e26f44b4e8d6,261452a4cd1d74f18746f1672f5280c94626e4b167f5c3016b90e26f44b4e8d6,True,PASS
instances/V08/cb443_V08_compact_r1_surplus_M01_Q30.txt,True,True,0e68da6dce341f113a631d07ef37f470650227d97e0f9581c809e730aeb4adc0,0e68da6dce341f113a631d07ef37f470650227d97e0f9581c809e730aeb4adc0,True,PASS
instances/V08/cb443_V08_compact_r1_surplus_M02_Q20.txt,True,True,dfbae835ea245b63e475e38d5bdd579809d60985e4265a490f84c95d73d7dbe3,dfbae835ea245b63e475e38d5bdd579809d60985e4265a490f84c95d73d7dbe3,True,PASS
instances/V08/cb443_V08_compact_r1_surplus_M02_Q30.txt,True,True,1338d6803576f2c713f562d97fbf1bf1acf1b3c54f149e5f8e11fa77433a9b6c,1338d6803576f2c713f562d97fbf1bf1acf1b3c54f149e5f8e11fa77433a9b6c,True,PASS
instances/V08/cb443_V08_compact_r2_balanced_M01_Q20.txt,True,True,c8c5fee8d307dedfb95c1c1699df790d8c8ea6987e2ba940b63350c20e9a69f8,c8c5fee8d307dedfb95c1c1699df790d8c8ea6987e2ba940b63350c20e9a69f8,True,PASS
instances/V08/cb443_V08_compact_r2_balanced_M01_Q30.txt,True,True,2642c9f49cb236087b34f73af233ac376afa038d896a25c683ac770cd4b96efe,2642c9f49cb236087b34f73af233ac376afa038d896a25c683ac770cd4b96efe,True,PASS
instances/V08/cb443_V08_compact_r2_balanced_M02_Q20.txt,True,True,9af8da79275740e904d430b84d2619becbaf868a31089b50cb84cf2a0a914e5c,9af8da79275740e904d430b84d2619becbaf868a31089b50cb84cf2a0a914e5c,True,PASS
instances/V08/cb443_V08_compact_r2_balanced_M02_Q30.txt,True,True,28725d5c84ca0fb31bfbc002bffddaabd3b8f14aa2602b8e3d4c48f417ac11b7,28725d5c84ca0fb31bfbc002bffddaabd3b8f14aa2602b8e3d4c48f417ac11b7,True,PASS
instances/V08/cb443_V08_compact_r2_shortage_M01_Q20.txt,True,True,f8795147feee6348395a55b9e74487b27146e66e1e087bcbaf6275f11e56a265,f8795147feee6348395a55b9e74487b27146e66e1e087bcbaf6275f11e56a265,True,PASS
instances/V08/cb443_V08_compact_r2_shortage_M01_Q30.txt,True,True,e8e4b368d26b9b7a87e8ff00524ffb96af6d56664f7005f30f456c144f756530,e8e4b368d26b9b7a87e8ff00524ffb96af6d56664f7005f30f456c144f756530,True,PASS
instances/V08/cb443_V08_compact_r2_shortage_M02_Q20.txt,True,True,1e2cd9c040ebc173f244855bf4b662bf389d7e484f970f730f7b82e46a13ee37,1e2cd9c040ebc173f244855bf4b662bf389d7e484f970f730f7b82e46a13ee37,True,PASS
instances/V08/cb443_V08_compact_r2_shortage_M02_Q30.txt,True,True,686bf7091fbe32e449e4d7c9957ac62ef9d3c535d26395c71d2a8f4596b37c09,686bf7091fbe32e449e4d7c9957ac62ef9d3c535d26395c71d2a8f4596b37c09,True,PASS
instances/V08/cb443_V08_compact_r2_surplus_M01_Q20.txt,True,True,ada1d1779d28c723ef8d0268455bf595bd5655c6793453a68b825a6cb1263f4b,ada1d1779d28c723ef8d0268455bf595bd5655c6793453a68b825a6cb1263f4b,True,PASS
instances/V08/cb443_V08_compact_r2_surplus_M01_Q30.txt,True,True,c5cf3c406a0936ebb79529a1ed0d0057f9b42b3290ffe538855ce4a385077701,c5cf3c406a0936ebb79529a1ed0d0057f9b42b3290ffe538855ce4a385077701,True,PASS
instances/V08/cb443_V08_compact_r2_surplus_M02_Q20.txt,True,True,3aa858d0fd1133d0caaf9b41c2e4b77597815f18ee4733cbdd0daafeef396d3d,3aa858d0fd1133d0caaf9b41c2e4b77597815f18ee4733cbdd0daafeef396d3d,True,PASS
instances/V08/cb443_V08_compact_r2_surplus_M02_Q30.txt,True,True,469360b1b15d0c4663cce6471177e4617aabc6f36f933a01be9aaf6a7d3f7a75,469360b1b15d0c4663cce6471177e4617aabc6f36f933a01be9aaf6a7d3f7a75,True,PASS
instances/V08/cb443_V08_regional_r1_balanced_M01_Q20.txt,True,True,a1f9d8ebf4c16c2ed03b0becc49e31019be2e8015669ac510c9fa1acff98a929,a1f9d8ebf4c16c2ed03b0becc49e31019be2e8015669ac510c9fa1acff98a929,True,PASS
instances/V08/cb443_V08_regional_r1_balanced_M01_Q30.txt,True,True,edb24ef45779bd7c1cd60f49c6b2398815c5aafe4691ac7fdc965d8f9f2dea52,edb24ef45779bd7c1cd60f49c6b2398815c5aafe4691ac7fdc965d8f9f2dea52,True,PASS
instances/V08/cb443_V08_regional_r1_balanced_M02_Q20.txt,True,True,73e68c6686a433053621cc3e49f99cf4470c8c0fead714056bb75211d03709ab,73e68c6686a433053621cc3e49f99cf4470c8c0fead714056bb75211d03709ab,True,PASS
instances/V08/cb443_V08_regional_r1_balanced_M02_Q30.txt,True,True,1528a5d82972e56538c8488e7b9763d37f588c3fa96060c6be723cdcd4314b09,1528a5d82972e56538c8488e7b9763d37f588c3fa96060c6be723cdcd4314b09,True,PASS
instances/V08/cb443_V08_regional_r1_shortage_M01_Q20.txt,True,True,735f97faefb861052309b831b92e5d4027c04b9b4677a1a8079424ec7195d161,735f97faefb861052309b831b92e5d4027c04b9b4677a1a8079424ec7195d161,True,PASS
instances/V08/cb443_V08_regional_r1_shortage_M01_Q30.txt,True,True,b2242273b837ee40bfd9829fc0a0e3fb6a0e62eab6d601e4061a16af60ef5984,b2242273b837ee40bfd9829fc0a0e3fb6a0e62eab6d601e4061a16af60ef5984,True,PASS
instances/V08/cb443_V08_regional_r1_shortage_M02_Q20.txt,True,True,eb8f831adb4b6c8b08da217a853767362a5cc416156a51f2f8a29330a86fca5d,eb8f831adb4b6c8b08da217a853767362a5cc416156a51f2f8a29330a86fca5d,True,PASS
instances/V08/cb443_V08_regional_r1_shortage_M02_Q30.txt,True,True,ab96905bb210c76ebe05bc3ee8a6201c586cb6e5fce6bc7042822c7de8436516,ab96905bb210c76ebe05bc3ee8a6201c586cb6e5fce6bc7042822c7de8436516,True,PASS
instances/V08/cb443_V08_regional_r1_surplus_M01_Q20.txt,True,True,4909e581caa2ecc42b4a41e36cd96227720e6f0b8ef975d17c46073261196d8e,4909e581caa2ecc42b4a41e36cd96227720e6f0b8ef975d17c46073261196d8e,True,PASS
instances/V08/cb443_V08_regional_r1_surplus_M01_Q30.txt,True,True,085f124e3ef4f20e62e451ed4bf185314a19ac7f0d8adf135b7fd6a9a1683b40,085f124e3ef4f20e62e451ed4bf185314a19ac7f0d8adf135b7fd6a9a1683b40,True,PASS
instances/V08/cb443_V08_regional_r1_surplus_M02_Q20.txt,True,True,c1261b55874f37dcce86a51970bc0bd9e117ba32954d15b8c1a4cd06cc83e8b4,c1261b55874f37dcce86a51970bc0bd9e117ba32954d15b8c1a4cd06cc83e8b4,True,PASS
instances/V08/cb443_V08_regional_r1_surplus_M02_Q30.txt,True,True,4e442ca998ef060ecdcdde06a4583166a1006c7d6cb743eee2b42ca06258ac47,4e442ca998ef060ecdcdde06a4583166a1006c7d6cb743eee2b42ca06258ac47,True,PASS
instances/V08/cb443_V08_regional_r2_balanced_M01_Q20.txt,True,True,7bdc58c84ff194aa7827bcf7b2df575c9d36508b769fc586c13dc8dc9d045501,7bdc58c84ff194aa7827bcf7b2df575c9d36508b769fc586c13dc8dc9d045501,True,PASS
instances/V08/cb443_V08_regional_r2_balanced_M01_Q30.txt,True,True,0c0c5cf705df5582467b09c6af1a0de64a47d8045aa4b53ed9b7853f88d0179f,0c0c5cf705df5582467b09c6af1a0de64a47d8045aa4b53ed9b7853f88d0179f,True,PASS
instances/V08/cb443_V08_regional_r2_balanced_M02_Q20.txt,True,True,eb5104cad40877f10352c9d5cf29110422230e218d8008c84f14a236a125711d,eb5104cad40877f10352c9d5cf29110422230e218d8008c84f14a236a125711d,True,PASS
instances/V08/cb443_V08_regional_r2_balanced_M02_Q30.txt,True,True,d890466a3f6ac481c292b5a66992f5ab5f27ce199fa57aa3ee5dc3d53e1c9dee,d890466a3f6ac481c292b5a66992f5ab5f27ce199fa57aa3ee5dc3d53e1c9dee,True,PASS
instances/V08/cb443_V08_regional_r2_shortage_M01_Q20.txt,True,True,41285b4579a0617ba80a9aa175bb4de9cb25b6701f5a4f60d97441abf1a30c9f,41285b4579a0617ba80a9aa175bb4de9cb25b6701f5a4f60d97441abf1a30c9f,True,PASS
instances/V08/cb443_V08_regional_r2_shortage_M01_Q30.txt,True,True,3fbfa221590ea4e955e3b5eac4dd1d084d6b25c27cb58cab0a232ce458e612de,3fbfa221590ea4e955e3b5eac4dd1d084d6b25c27cb58cab0a232ce458e612de,True,PASS
instances/V08/cb443_V08_regional_r2_shortage_M02_Q20.txt,True,True,e7cba7e22f7fc1b28aad444943def0e1a71f72326a5aa7a5aa02393714c574a7,e7cba7e22f7fc1b28aad444943def0e1a71f72326a5aa7a5aa02393714c574a7,True,PASS
instances/V08/cb443_V08_regional_r2_shortage_M02_Q30.txt,True,True,e121f1d5e82aff834d2ec76debf1fb0b0b86ebf42dc40dbbea911dcfbbd34b2e,e121f1d5e82aff834d2ec76debf1fb0b0b86ebf42dc40dbbea911dcfbbd34b2e,True,PASS
instances/V08/cb443_V08_regional_r2_surplus_M01_Q20.txt,True,True,f5c9f310a0faf7f3acc18146bd9bf72d122583060902843088389e5df371be9f,f5c9f310a0faf7f3acc18146bd9bf72d122583060902843088389e5df371be9f,True,PASS
instances/V08/cb443_V08_regional_r2_surplus_M01_Q30.txt,True,True,69b16d3b9f6a37c26ba578fc82e86410b0255d292cb58e0b69ac61d2777cb4e5,69b16d3b9f6a37c26ba578fc82e86410b0255d292cb58e0b69ac61d2777cb4e5,True,PASS
instances/V08/cb443_V08_regional_r2_surplus_M02_Q20.txt,True,True,59eba951384f65dc977df717ccff3bce5b1e7201273010ef148cb1ae4a3a7435,59eba951384f65dc977df717ccff3bce5b1e7201273010ef148cb1ae4a3a7435,True,PASS
instances/V08/cb443_V08_regional_r2_surplus_M02_Q30.txt,True,True,dff91e4f00674f32f7173d45a0b260c3ffe0df08f49ae7ef225f2955401824a7,dff91e4f00674f32f7173d45a0b260c3ffe0df08f49ae7ef225f2955401824a7,True,PASS
instances/V12/cb443_V12_compact_r1_balanced_M01_Q20.txt,True,True,f588be88b9cacba20b8e3cf539b55dfe4a084a500ca79f3aa5e9dc07f7151fb9,f588be88b9cacba20b8e3cf539b55dfe4a084a500ca79f3aa5e9dc07f7151fb9,True,PASS
instances/V12/cb443_V12_compact_r1_balanced_M01_Q30.txt,True,True,801fa798a5a185d85446cfbf9a546c206637d11045a5aef9d7537185016f1c52,801fa798a5a185d85446cfbf9a546c206637d11045a5aef9d7537185016f1c52,True,PASS
instances/V12/cb443_V12_compact_r1_balanced_M02_Q20.txt,True,True,c59c912293bdb9b33d2c45222ed6ecc7a2f9b0601fd0c1d7b0ce83a91654a9ef,c59c912293bdb9b33d2c45222ed6ecc7a2f9b0601fd0c1d7b0ce83a91654a9ef,True,PASS
instances/V12/cb443_V12_compact_r1_balanced_M02_Q30.txt,True,True,d14a80ea5e6570266ead08876a19bcd6f4396df3872c38cf553535a13f48c71b,d14a80ea5e6570266ead08876a19bcd6f4396df3872c38cf553535a13f48c71b,True,PASS
instances/V12/cb443_V12_compact_r1_shortage_M01_Q20.txt,True,True,9bf1080abe580bcd2eedaa0ce594187fa00e4dac312e7726b69af6df32bafad4,9bf1080abe580bcd2eedaa0ce594187fa00e4dac312e7726b69af6df32bafad4,True,PASS
instances/V12/cb443_V12_compact_r1_shortage_M01_Q30.txt,True,True,2952a89991630c083c5c83160b7741286fb88e0035893a9a4da3d36b99e397ca,2952a89991630c083c5c83160b7741286fb88e0035893a9a4da3d36b99e397ca,True,PASS
instances/V12/cb443_V12_compact_r1_shortage_M02_Q20.txt,True,True,49ce5231a2962d6f4c2d17123957eaf7fd962a5554522f5718201e1f47cb802f,49ce5231a2962d6f4c2d17123957eaf7fd962a5554522f5718201e1f47cb802f,True,PASS
instances/V12/cb443_V12_compact_r1_shortage_M02_Q30.txt,True,True,6f0139b621a8771740f9de974623b1be0c5ee1f591994465f06e9fd79d0ccb79,6f0139b621a8771740f9de974623b1be0c5ee1f591994465f06e9fd79d0ccb79,True,PASS
instances/V12/cb443_V12_compact_r1_surplus_M01_Q20.txt,True,True,6891199549da938ddf4f415cd8f97fbb86c29ea6e36b7bcad0cd78df08f8150c,6891199549da938ddf4f415cd8f97fbb86c29ea6e36b7bcad0cd78df08f8150c,True,PASS
instances/V12/cb443_V12_compact_r1_surplus_M01_Q30.txt,True,True,bed953e398f296082633efa67fd15e6873fcf802f1da848ca9ffd140e4c12a0d,bed953e398f296082633efa67fd15e6873fcf802f1da848ca9ffd140e4c12a0d,True,PASS
instances/V12/cb443_V12_compact_r1_surplus_M02_Q20.txt,True,True,f7aba7b5de1238f52b36f5ba0d0dc90d8ce7024fc651d422f72179e12e672ed8,f7aba7b5de1238f52b36f5ba0d0dc90d8ce7024fc651d422f72179e12e672ed8,True,PASS
instances/V12/cb443_V12_compact_r1_surplus_M02_Q30.txt,True,True,965fb8f4289f28841a66c9f84e534da78daf7d0f7bb9f599ebddf0d4d1ff9dfd,965fb8f4289f28841a66c9f84e534da78daf7d0f7bb9f599ebddf0d4d1ff9dfd,True,PASS
instances/V12/cb443_V12_compact_r2_balanced_M01_Q20.txt,True,True,e5ec228d7e683ca7131cb4bacc9c11bcbc90ca33e62188df7326017027fcee34,e5ec228d7e683ca7131cb4bacc9c11bcbc90ca33e62188df7326017027fcee34,True,PASS
instances/V12/cb443_V12_compact_r2_balanced_M01_Q30.txt,True,True,42a78423113e4fb9045bb3f91b8d296e2f8abd5153c6042c47968aaed39629df,42a78423113e4fb9045bb3f91b8d296e2f8abd5153c6042c47968aaed39629df,True,PASS
instances/V12/cb443_V12_compact_r2_balanced_M02_Q20.txt,True,True,2d11b3d04a56757e0a2c687d7b76e3e0f5112814c7339e4482b493b966aa500c,2d11b3d04a56757e0a2c687d7b76e3e0f5112814c7339e4482b493b966aa500c,True,PASS
instances/V12/cb443_V12_compact_r2_balanced_M02_Q30.txt,True,True,de136b206aa503ea9ed95ed167ae9e1855c3441b81bec3a6e522b1688f267f42,de136b206aa503ea9ed95ed167ae9e1855c3441b81bec3a6e522b1688f267f42,True,PASS
instances/V12/cb443_V12_compact_r2_shortage_M01_Q20.txt,True,True,3d15fcd5a446a4b6bdcc7c7379bc572ce9c7d081a41574f2ce19f863bd420f85,3d15fcd5a446a4b6bdcc7c7379bc572ce9c7d081a41574f2ce19f863bd420f85,True,PASS
instances/V12/cb443_V12_compact_r2_shortage_M01_Q30.txt,True,True,ea99eb61db1e6ea757b65d15fdc1ef54e9586e73be900ed704f37cdf01d5fa1d,ea99eb61db1e6ea757b65d15fdc1ef54e9586e73be900ed704f37cdf01d5fa1d,True,PASS
instances/V12/cb443_V12_compact_r2_shortage_M02_Q20.txt,True,True,99c0f6d3e8404b2b7e260ee56ac23f092a119a6871054c15c2660e4e5ff72c17,99c0f6d3e8404b2b7e260ee56ac23f092a119a6871054c15c2660e4e5ff72c17,True,PASS
instances/V12/cb443_V12_compact_r2_shortage_M02_Q30.txt,True,True,7523da8a394f2165a0e58f4fbbe7d354c9e8542bff731194ae33f0b9fbd2076d,7523da8a394f2165a0e58f4fbbe7d354c9e8542bff731194ae33f0b9fbd2076d,True,PASS
instances/V12/cb443_V12_compact_r2_surplus_M01_Q20.txt,True,True,9c9e01cda1d43af4d954c64ea999c80ee6bc2ac7ce798ab5e43e0a9b64e6468d,9c9e01cda1d43af4d954c64ea999c80ee6bc2ac7ce798ab5e43e0a9b64e6468d,True,PASS
instances/V12/cb443_V12_compact_r2_surplus_M01_Q30.txt,True,True,c05d01c9807c49abbf6ccba401ecbbccfc446a808911de37c30583e06493761d,c05d01c9807c49abbf6ccba401ecbbccfc446a808911de37c30583e06493761d,True,PASS
instances/V12/cb443_V12_compact_r2_surplus_M02_Q20.txt,True,True,19f62249b14ac9ad32a31d7c2cb57965f5d6a8b1e1c7af2c592b35408993fcaa,19f62249b14ac9ad32a31d7c2cb57965f5d6a8b1e1c7af2c592b35408993fcaa,True,PASS
instances/V12/cb443_V12_compact_r2_surplus_M02_Q30.txt,True,True,9d3cc475755f864eb9387a9e7bfcd5cf0a5acddeb29e116823c77a513c28f963,9d3cc475755f864eb9387a9e7bfcd5cf0a5acddeb29e116823c77a513c28f963,True,PASS
instances/V12/cb443_V12_regional_r1_balanced_M01_Q20.txt,True,True,247f87705ed47b775e6fd5f0d117e58a6899b51083b1558da8d6e4c78d56f1ea,247f87705ed47b775e6fd5f0d117e58a6899b51083b1558da8d6e4c78d56f1ea,True,PASS
instances/V12/cb443_V12_regional_r1_balanced_M01_Q30.txt,True,True,825c39382dfe611ed9d0b744afc0d593a361e883c087e8563e6ce4fcc1aed23f,825c39382dfe611ed9d0b744afc0d593a361e883c087e8563e6ce4fcc1aed23f,True,PASS
instances/V12/cb443_V12_regional_r1_balanced_M02_Q20.txt,True,True,8743ec4627b273983a151a381ea36aaed822b7efc1c6c60c191115e2ce286c05,8743ec4627b273983a151a381ea36aaed822b7efc1c6c60c191115e2ce286c05,True,PASS
instances/V12/cb443_V12_regional_r1_balanced_M02_Q30.txt,True,True,75554e40ed20f85ce8638df04e904cb3b3d3d6a356bcb269a1cd3da5226bc666,75554e40ed20f85ce8638df04e904cb3b3d3d6a356bcb269a1cd3da5226bc666,True,PASS
instances/V12/cb443_V12_regional_r1_shortage_M01_Q20.txt,True,True,898bab0b2fe17cb84c1f2abf63b160a32e419e6518d896eac63bffff90b56b26,898bab0b2fe17cb84c1f2abf63b160a32e419e6518d896eac63bffff90b56b26,True,PASS
instances/V12/cb443_V12_regional_r1_shortage_M01_Q30.txt,True,True,50fb97b70d19f61fce9417276e9bd5277fc899c87eac3c9af8d6b0de3c5d2cd9,50fb97b70d19f61fce9417276e9bd5277fc899c87eac3c9af8d6b0de3c5d2cd9,True,PASS
instances/V12/cb443_V12_regional_r1_shortage_M02_Q20.txt,True,True,34e07fedff255316a8b45ad707db2e4a47dd1d426a8c8e636a40be79863a51fc,34e07fedff255316a8b45ad707db2e4a47dd1d426a8c8e636a40be79863a51fc,True,PASS
instances/V12/cb443_V12_regional_r1_shortage_M02_Q30.txt,True,True,32cdc66e2cdee636a8d313dafeb0d3dc45271a7bf3e05941c6495c64327491de,32cdc66e2cdee636a8d313dafeb0d3dc45271a7bf3e05941c6495c64327491de,True,PASS
instances/V12/cb443_V12_regional_r1_surplus_M01_Q20.txt,True,True,b46e224dfd2a2d527f6b64d5937d39b42ce50af53b25747cb4c4ac592c7cae0d,b46e224dfd2a2d527f6b64d5937d39b42ce50af53b25747cb4c4ac592c7cae0d,True,PASS
instances/V12/cb443_V12_regional_r1_surplus_M01_Q30.txt,True,True,060ee6366b2277c8427675e1a1484de7db10d2ef82a64d4e2ffa6e4695b7b626,060ee6366b2277c8427675e1a1484de7db10d2ef82a64d4e2ffa6e4695b7b626,True,PASS
instances/V12/cb443_V12_regional_r1_surplus_M02_Q20.txt,True,True,cce0576c421d8a79b54c390579fb9ff61355f2f4dec0a9b78827b2e3e5abb07f,cce0576c421d8a79b54c390579fb9ff61355f2f4dec0a9b78827b2e3e5abb07f,True,PASS
instances/V12/cb443_V12_regional_r1_surplus_M02_Q30.txt,True,True,af68324190a6a401d5467ae5e42393c2fd265754a31423a2b1294327496b47cc,af68324190a6a401d5467ae5e42393c2fd265754a31423a2b1294327496b47cc,True,PASS
instances/V12/cb443_V12_regional_r2_balanced_M01_Q20.txt,True,True,9ef693047c6c034a1dba2553cae48b6224f785de9b05acfd66d7212fb80506a0,9ef693047c6c034a1dba2553cae48b6224f785de9b05acfd66d7212fb80506a0,True,PASS
instances/V12/cb443_V12_regional_r2_balanced_M01_Q30.txt,True,True,c734a904ab0088158f897035d570c32f041c3abb7db451d5fff73bfd40be62b5,c734a904ab0088158f897035d570c32f041c3abb7db451d5fff73bfd40be62b5,True,PASS
instances/V12/cb443_V12_regional_r2_balanced_M02_Q20.txt,True,True,5ec12277e72fb18a81d8227bf907ecf47fde80be040a111eafb642dc9186c08f,5ec12277e72fb18a81d8227bf907ecf47fde80be040a111eafb642dc9186c08f,True,PASS
instances/V12/cb443_V12_regional_r2_balanced_M02_Q30.txt,True,True,04efe9466f95c3d5ce766c6bc34454ee4a01a461d388bf388d9e8998118c1d5b,04efe9466f95c3d5ce766c6bc34454ee4a01a461d388bf388d9e8998118c1d5b,True,PASS
instances/V12/cb443_V12_regional_r2_shortage_M01_Q20.txt,True,True,0c71dbd06d10e34c751d7084d0f6a1e3b2a40aba6b73328943ce0831772ea50f,0c71dbd06d10e34c751d7084d0f6a1e3b2a40aba6b73328943ce0831772ea50f,True,PASS
instances/V12/cb443_V12_regional_r2_shortage_M01_Q30.txt,True,True,cc7bcb904e235fa3f505bef78089d3fc2fa5ce056a453830c01fcaf259cab331,cc7bcb904e235fa3f505bef78089d3fc2fa5ce056a453830c01fcaf259cab331,True,PASS
instances/V12/cb443_V12_regional_r2_shortage_M02_Q20.txt,True,True,d5b600eeb6ce45e9ceb710443c308380589a5cde3630cb99c2e1e337e8adf1db,d5b600eeb6ce45e9ceb710443c308380589a5cde3630cb99c2e1e337e8adf1db,True,PASS
instances/V12/cb443_V12_regional_r2_shortage_M02_Q30.txt,True,True,8c8f6dcf312807df7948422ba3fba6dafb9aa6cc7e28baf48edef1e8568f4349,8c8f6dcf312807df7948422ba3fba6dafb9aa6cc7e28baf48edef1e8568f4349,True,PASS
instances/V12/cb443_V12_regional_r2_surplus_M01_Q20.txt,True,True,088f4a9574c0a5c05517b21c3765b6fa52ef63a18a042299e819c0d0ae081cb1,088f4a9574c0a5c05517b21c3765b6fa52ef63a18a042299e819c0d0ae081cb1,True,PASS
instances/V12/cb443_V12_regional_r2_surplus_M01_Q30.txt,True,True,9c65b87505db49381cd643436ddcaecca6b6b3313ac6d65474b754100f886d67,9c65b87505db49381cd643436ddcaecca6b6b3313ac6d65474b754100f886d67,True,PASS
instances/V12/cb443_V12_regional_r2_surplus_M02_Q20.txt,True,True,7e6576603329550322885548c22d815aba6f62534198846006a54b0d6298813e,7e6576603329550322885548c22d815aba6f62534198846006a54b0d6298813e,True,PASS
instances/V12/cb443_V12_regional_r2_surplus_M02_Q30.txt,True,True,ded55d2af56770aed69946b7bb619ef7a32c21a2b426877f2716d9e5339b36f4,ded55d2af56770aed69946b7bb619ef7a32c21a2b426877f2716d9e5339b36f4,True,PASS
instances/V20/cb443_V20_compact_r1_balanced_M02_Q20.txt,True,True,28e54f8e8c81482657eff2723653fc787ae1d9bab4246fa6b00f4e77d97efcfd,28e54f8e8c81482657eff2723653fc787ae1d9bab4246fa6b00f4e77d97efcfd,True,PASS
instances/V20/cb443_V20_compact_r1_balanced_M02_Q30.txt,True,True,6b2dc376daae6ec2a518f210a4fe7819b2c8f305fdaa258cdfb63e324aea5ba4,6b2dc376daae6ec2a518f210a4fe7819b2c8f305fdaa258cdfb63e324aea5ba4,True,PASS
instances/V20/cb443_V20_compact_r1_balanced_M03_Q20.txt,True,True,60f248aa0d1f1db45bf170d645eb46de1d61f9523e91bbbcbaaf6cdd4af6cdc8,60f248aa0d1f1db45bf170d645eb46de1d61f9523e91bbbcbaaf6cdd4af6cdc8,True,PASS
instances/V20/cb443_V20_compact_r1_balanced_M03_Q30.txt,True,True,3a234c754cca055c70fd27fffb938731f3bfc322a1f82182df4b962bf5c11ad5,3a234c754cca055c70fd27fffb938731f3bfc322a1f82182df4b962bf5c11ad5,True,PASS
instances/V20/cb443_V20_compact_r1_shortage_M02_Q20.txt,True,True,8f17235abc39521cb091ad0b843f914c447fbb9d002c4a99bb6689c1161b62db,8f17235abc39521cb091ad0b843f914c447fbb9d002c4a99bb6689c1161b62db,True,PASS
instances/V20/cb443_V20_compact_r1_shortage_M02_Q30.txt,True,True,b788614bd72f0e4dd6fb8950c5ac7d1aa3e9e379893ee660f8e4c77fdd643d0f,b788614bd72f0e4dd6fb8950c5ac7d1aa3e9e379893ee660f8e4c77fdd643d0f,True,PASS
instances/V20/cb443_V20_compact_r1_shortage_M03_Q20.txt,True,True,00768171377f2b03a23ee8e5465b0b8cb1a3293873f1592e81908f24f8d2557c,00768171377f2b03a23ee8e5465b0b8cb1a3293873f1592e81908f24f8d2557c,True,PASS
instances/V20/cb443_V20_compact_r1_shortage_M03_Q30.txt,True,True,bc1bf6b1d67d319857fc9c5ea6bc17f0387ca72ea22983083696a4e2748fa435,bc1bf6b1d67d319857fc9c5ea6bc17f0387ca72ea22983083696a4e2748fa435,True,PASS
instances/V20/cb443_V20_compact_r1_surplus_M02_Q20.txt,True,True,1cef06f273ee368df82cfc90a2a16709d7322c9c935597207569b4369ef1fb88,1cef06f273ee368df82cfc90a2a16709d7322c9c935597207569b4369ef1fb88,True,PASS
