source_station_row_index,legacy_internal_index,capacity,utm18n_easting_m,utm18n_northing_m,companion_full_row_index,companion_capacity,companion_match_status,station_id,station_name,latitude,longitude,eligible_for_generation
309,310,18,588716.440,4506287.919,1156,18,exact_coordinate_and_capacity,1875672501601550456,Lorimer St & Harrison Ave,40.702726,-73.94984,True
310,311,19,592805.057,4506289.515,2191,19,exact_coordinate_and_capacity,941ea42c-47fe-4d63-a6f5-e0e200f01633,Catalpa Ave & Woodward Ave,40.70229,-73.90145,True
311,312,27,591157.116,4506314.610,1194,27,exact_coordinate_and_capacity,d5d589e6-457f-4cd4-bf78-59165dce28b2,Irving Ave & DeKalb Ave,40.7027,-73.92095,True
312,313,21,590113.605,4506316.410,305,21,exact_coordinate_and_capacity,3a89411a-0bc6-4ba3-bc56-fab950c8eba1,Central Ave & Flushing Ave,40.702831,-73.9333,True
313,314,19,590394.700,4506338.258,630,19,exact_coordinate_and_capacity,f3b359e2-7983-4aaf-b6b0-e3b7d30816a4,George St & Wilson Ave,40.702997,-73.92997,True
314,315,21,593787.927,4506340.729,1921,21,exact_coordinate_and_capacity,1a92d2d3-ddf1-4f34-b28c-ce7a064b9a3e,65 Pl & Central Ave,40.70264,-73.88981,True
315,316,28,593309.110,4506386.875,809,28,exact_coordinate_and_capacity,b1e496f1-43cf-48d0-be49-ab0d760c00bf,Fresh Pond Rd & 69 Ave,40.70311,-73.89547,True
316,317,19,588340.930,4506389.466,848,19,exact_coordinate_and_capacity,1908785111291682996,Marcy Ave & Rutledge St,40.703681,-73.95427,True
317,318,22,591424.186,4506411.710,2103,22,exact_coordinate_and_capacity,f6cf3ecc-b3ad-4291-8c24-277f28f64ba1,Wyckoff Ave & Stanhope St,40.703545,-73.917775,True
318,319,29,588854.325,4506444.102,892,29,exact_coordinate_and_capacity,66dce4fc-0aca-11e7-82f6-3863bb44ef7c,Lorimer St & Broadway,40.70411791,-73.94818595,True
319,320,21,593672.127,4506478.047,1708,21,exact_coordinate_and_capacity,b636a06c-c10e-417a-ac22-14cadb8f8993,65 St & Otto Rd,40.70389,-73.89116,True
320,321,20,592580.393,4506485.442,2204,20,exact_coordinate_and_capacity,16836c76-c412-4ec3-bac8-3c6a5a3d9745,Madison St & Woodward Ave,40.70408,-73.90408,True
321,322,19,592302.388,4506487.530,986,19,exact_coordinate_and_capacity,1057229c-f8f8-4014-80cd-f40421c61cf0,Onderdonk Ave & Gates Ave,40.70413,-73.90737,True
322,323,23,590528.779,4506498.433,1885,23,exact_coordinate_and_capacity,7af717b9-99ce-4cce-94b4-b445a40537a1,Knickerbocker Ave & George St,40.704425,-73.92836,True
323,324,21,589959.284,4506500.723,1258,21,exact_coordinate_and_capacity,9a52fbc1-d87a-4a65-941d-12fd55dbcdde,White St & Moore St,40.704508,-73.9351,True
324,325,42,589472.126,4506506.491,773,42,exact_coordinate_and_capacity,2104278402820534724,Seigel St & Humboldt St,40.704613,-73.940865,True
325,326,16,592033.930,4506537.487,48,16,exact_coordinate_and_capacity,e9b3a725-6963-4151-8f7f-9beeb51fa20f,Menahan St & Seneca Ave,40.70461,-73.91054,True
326,327,24,591241.922,4506557.239,57,24,exact_coordinate_and_capacity,c4e9905f-457b-4be0-a878-2aa53fa0b09b,Hart St & Wyckoff Ave,40.704876,-73.919911,True
327,328,23,589200.476,4506558.308,964,23,exact_coordinate_and_capacity,66dce567-0aca-11e7-82f6-3863bb44ef7c,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,True
328,329,19,588719.237,4506582.691,1153,19,exact_coordinate_and_capacity,66dce5c9-0aca-11e7-82f6-3863bb44ef7c,Boerum St & Broadway,40.70538077,-73.94976519,True
329,330,15,592953.397,4506588.916,1521,15,exact_coordinate_and_capacity,968d40e0-2a5b-4f6c-a161-fad1631b609b,60 Pl & 67 Ave,40.70497,-73.89965,True
330,331,20,590409.205,4506604.113,650,20,exact_coordinate_and_capacity,29223935-a682-411c-9f25-577bbb9804fc,Knickerbocker Ave & Thames St,40.70539,-73.92976,True
331,332,19,590781.762,4506607.551,588,19,exact_coordinate_and_capacity,2868db5b-df51-4c36-8515-ef77a5b092c2,Irving Ave & Jefferson St,40.70538,-73.92535,True
332,333,21,589598.054,4506608.375,1607,21,exact_coordinate_and_capacity,56e18295-f760-4bf3-8aa3-5a1e4ebf606f,Bushwick Ave & McKibbin St,40.705517,-73.93936,True
333,334,23,587579.396,4506612.808,143,23,exact_coordinate_and_capacity,1871698348432996504,Taylor St & Bedford Ave,40.705774,-73.963252,True
334,335,24,588999.048,4506636.293,2066,24,exact_coordinate_and_capacity,66dce660-0aca-11e7-82f6-3863bb44ef7c,Leonard St & Boerum St,40.70583339,-73.94644578,True
335,336,23,591104.146,4506637.482,1267,23,exact_coordinate_and_capacity,e612122d-e0fd-4ebf-8d51-0f48f9d1b580,Willoughby Ave & Wyckoff Ave,40.705614,-73.92153,True
336,337,20,592112.071,4506640.599,2059,20,exact_coordinate_and_capacity,8f3a6711-fd05-4ce1-acf8-9d72b4a1bf97,Menahan St & Onderdonk Ave,40.70553,-73.9096,True
337,338,25,592716.055,4506650.341,1853,25,exact_coordinate_and_capacity,272c0389-5e4a-41a9-ad6c-2dccdfa55af9,Madison St & Forest Ave,40.70555,-73.90245,True
338,339,19,591831.278,4506663.764,956,19,exact_coordinate_and_capacity,a3e2b360-f050-48ea-b8c8-57d897b8f7fc,Harman St & Seneca Ave,40.70577,-73.91292,True
339,340,30,593196.450,4506678.564,1547,30,exact_coordinate_and_capacity,ed1199e4-d9a6-4d9e-8c81-62bcd7510a11,67 Ave & Fresh Pond Rd,40.70575,-73.89676,True
340,341,30,590060.778,4506693.913,815,30,exact_coordinate_and_capacity,b03adb87-2bd9-43a5-a822-7d06a9ee2d81,McKibbin St & Bogart St,40.706237,-73.933871,True
341,342,25,587748.021,4506721.160,202,25,exact_coordinate_and_capacity,1871698223344654662,Lee Ave & Taylor St,40.706732,-73.961241,True
342,343,17,591278.840,4506722.452,0,17,exact_coordinate_and_capacity,498d7e8e-5164-4f26-9ce6-399947d73b1a,Suydam St & St Nicholas Ave,40.70636,-73.91945,True
343,344,61,588322.781,4506740.195,1130,61,exact_coordinate_and_capacity,e58234a3-5b23-427e-948f-c1e4571b2bfa,Division Ave & Hooper St,40.706842031,-73.9544353965,True
344,345,33,588024.055,4506763.843,475,33,exact_coordinate_and_capacity,66dce9b5-0aca-11e7-82f6-3863bb44ef7c,Division Ave & Marcy Ave,40.70708701,-73.95796783,True
345,346,20,590512.811,4506768.580,1211,20,exact_coordinate_and_capacity,cac843c2-8b21-47bb-a3b9-712f95d7f7aa,Harrison Pl & Porter Ave,40.70686,-73.92851,True
346,347,23,589895.719,4506795.940,1115,23,exact_coordinate_and_capacity,de6f4206-3aa9-4cb9-aae0-8547d2cd6854,White St & Johnson Ave,40.707174,-73.93581,True
347,348,19,592387.207,4506800.563,2178,19,exact_coordinate_and_capacity,1abd4668-ed6b-4930-8177-17239ae75a9e,Fairview Ave & Linden St,40.70694,-73.90632,True
348,349,27,590917.793,4506807.394,533,27,exact_coordinate_and_capacity,9b721468-3b28-429d-9e13-580cdf00a6a4,Wyckoff Ave & Jefferson St,40.707165,-73.923711,True
349,350,42,589527.434,4506847.429,276,42,exact_coordinate_and_capacity,66dce8db-0aca-11e7-82f6-3863bb44ef7c,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,True
350,351,19,591997.259,4506905.632,158,19,exact_coordinate_and_capacity,55a4dc76-d839-4e06-9bf4-2f343391343c,Woodward Ave & Harman St,40.70793,-73.91092,True
351,352,27,588802.609,4506910.342,764,27,exact_coordinate_and_capacity,1786696564295760054,Scholes St & Lorimer St,40.708323,-73.948732,True
352,353,23,587505.027,4506917.990,1177,23,exact_coordinate_and_capacity,66dc192f-0aca-11e7-82f6-3863bb44ef7c,Bedford Ave & S 9 St,40.70853074,-73.96408963,True
353,354,19,593300.470,4506939.668,857,19,exact_coordinate_and_capacity,6908ae75-b9a1-4f20-b192-95dc43e858a8,64 St & Woodbine St,40.70809,-73.89549,True
354,355,36,589128.971,4506956.520,1487,36,exact_coordinate_and_capacity,66dcec6b-0aca-11e7-82f6-3863bb44ef7c,Scholes St & Manhattan Ave,40.70870368,-73.9448625,True
355,356,33,588614.435,4506957.813,2010,33,exact_coordinate_and_capacity,66dcecfa-0aca-11e7-82f6-3863bb44ef7c,Stagg St & Union Ave,40.70877084,-73.95095259,True
356,357,17,590733.341,4506974.446,1587,17,exact_coordinate_and_capacity,cd4b8e12-b2c7-479b-900d-59cf7d8c4276,Stewart Ave & Johnson Ave,40.70869,-73.92587,True
357,358,27,587796.204,4507001.091,290,27,exact_coordinate_and_capacity,66dced76-0aca-11e7-82f6-3863bb44ef7c,Broadway & Roebling St,40.7092482628,-73.9606314898,True
358,359,21,588180.557,4507015.833,729,21,exact_coordinate_and_capacity,66dcf023-0aca-11e7-82f6-3863bb44ef7c,S 4 St & Rodney St,40.70934,-73.95608,True
359,360,21,592764.681,4507018.439,640,21,exact_coordinate_and_capacity,d11db4cd-f9bf-430b-ac19-104fef323b24,60 Pl & Linden St,40.70886,-73.90182,True
360,361,25,591096.057,4507021.080,1909,25,exact_coordinate_and_capacity,5ffde991-1125-443e-bc97-6827b2b9c97b,Jefferson St & Cypress Ave,40.70907,-73.92157,True
361,362,21,593390.025,4507074.024,777,21,exact_coordinate_and_capacity,15e1568b-f502-47a2-9d3d-b5aaa1edc239,Palmetto St & Traffic Ave,40.70929,-73.89441,True
362,363,21,589531.364,4507093.850,312,21,exact_coordinate_and_capacity,e35c42c6-8b73-4528-b08d-c94b75624b40,Bushwick Ave & Stagg St,40.709897,-73.94008,True
363,364,17,592253.648,4507104.995,1451,17,exact_coordinate_and_capacity,30985a9c-afe4-4b98-a72c-2c72bb35603e,Greene Ave & Grandview Ave,40.709697,-73.907856,True
364,365,34,587400.061,4507119.985,79,34,exact_coordinate_and_capacity,18415ea7-efce-408d-bcb9-4693fb088dda,Broadway & Berry St,40.7103612992,-73.9653038979,True
365,366,23,589762.422,4507129.172,1277,23,exact_coordinate_and_capacity,bfbd1f09-afd2-49d2-8674-3a07b3c929a4,Waterbury St & Stagg St,40.71019,-73.93734,True
366,367,17,591974.164,4507132.945,330,17,exact_coordinate_and_capacity,837b7db3-55c6-4595-a497-834972631752,Stanhope St & Fairview Ave,40.70998,-73.91116,True
367,368,43,587773.970,4507134.358,747,43,exact_coordinate_and_capacity,66dc8768-0aca-11e7-82f6-3863bb44ef7c,S 5 Pl & S 5 St,40.710451,-73.960876,True
368,369,24,588941.168,4507139.103,1022,24,exact_coordinate_and_capacity,66dea596-0aca-11e7-82f6-3863bb44ef7c,Leonard St & Maujer St,40.7103685424,-73.9470595121,True
369,370,41,587870.941,4507164.150,300,41,exact_coordinate_and_capacity,1786698321265653818,S 4 St & Roebling St,40.710709,-73.959724,True
370,371,35,587143.841,4507175.447,1693,35,exact_coordinate_and_capacity,1786698815186893280,Broadway & Kent Ave,40.710888,-73.968329,True
371,372,19,592954.404,4507182.909,1460,19,exact_coordinate_and_capacity,3bf91ca1-14fd-4e51-858e-36a203f1af2a,Grove St & Fresh Pond Rd,40.71032,-73.89955,True
372,373,23,590067.546,4507187.382,18,23,exact_coordinate_and_capacity,ab6aadd8-fa45-43aa-abea-c8e01ec5a0c8,Stagg St & Morgan Ave,40.710681,-73.93372,True
373,374,19,592472.394,4507219.075,759,19,exact_coordinate_and_capacity,9a37d8a1-990b-484c-9603-262dbd1165cc,Bleecker St & Forest Ave,40.7107,-73.90525,True
374,375,19,592661.940,4507262.519,2043,19,exact_coordinate_and_capacity,1797078913880883846,60 Pl & Bleecker St,40.71107,-73.903,True
375,376,25,588571.686,4507279.564,2199,25,exact_coordinate_and_capacity,66dcf30d-0aca-11e7-82f6-3863bb44ef7c,Hope St & Union Ave,40.71167351,-73.95141312,True
376,377,29,589195.585,4507308.077,1320,29,exact_coordinate_and_capacity,66dcf0b3-0aca-11e7-82f6-3863bb44ef7c,Graham Ave & Grand St,40.711863,-73.944024,True
377,378,25,587621.800,4507371.685,1027,25,exact_coordinate_and_capacity,66dc4599-0aca-11e7-82f6-3863bb44ef7c,S 3 St & Bedford Ave,40.71260486,-73.96264403,True
378,379,30,587796.536,4507376.320,1815,30,exact_coordinate_and_capacity,1786696780996714874,Driggs Ave & S 2 St,40.712628,-73.960575,True
379,380,32,589450.194,4507379.267,1788,32,exact_coordinate_and_capacity,66dcf394-0aca-11e7-82f6-3863bb44ef7c,Bushwick Ave & Powers St,40.71247661,-73.94100005,True
380,381,37,587346.195,4507396.636,1316,37,exact_coordinate_and_capacity,66dc252e-0aca-11e7-82f6-3863bb44ef7c,S 4 St & Wythe Ave,40.71285887,-73.96590294,True
381,382,26,593664.635,4507406.119,1075,26,exact_coordinate_and_capacity,cd118a8f-a7d1-4b7a-a6d3-d9e875cb29df,Metropolitan Ave & 65 Ln,40.71225,-73.89111,True
382,383,31,588099.781,4507406.609,75,31,exact_coordinate_and_capacity,66dc3782-0aca-11e7-82f6-3863bb44ef7c,Grand St & Havemeyer St,40.71286844,-73.95698119,True
383,384,24,593422.985,4507408.623,2072,24,exact_coordinate_and_capacity,1792225684155730482,65 Ln & Metropolitan Ave,40.7123,-73.89397,True
384,385,19,589623.192,4507464.998,2095,19,exact_coordinate_and_capacity,fc5ee04d-710b-45ba-aae0-303b8e95ea89,Powers St & Olive St,40.71323,-73.93894,True
385,386,19,588764.560,4507468.249,862,19,exact_coordinate_and_capacity,66dea52b-0aca-11e7-82f6-3863bb44ef7c,Devoe St & Lorimer St,40.7133522622,-73.9491033554,True
386,387,21,592095.006,4507470.847,1468,21,exact_coordinate_and_capacity,febf420f-bbec-4044-a3af-69959e018ccb,Amory Ct & Metropolitan Ave,40.71301,-73.90968,True
387,388,24,589027.575,4507491.356,828,24,exact_coordinate_and_capacity,1786697932047949952,Manhattan Ave & Devoe St,40.713532,-73.9459867,True
388,389,19,589942.541,4507533.368,161,19,exact_coordinate_and_capacity,84a7baff-415b-4ab9-a859-74c2801483ce,Devoe St & Morgan Ave,40.713811,-73.93515,True
389,390,30,588489.810,4507551.658,1819,30,exact_coordinate_and_capacity,66dcf922-0aca-11e7-82f6-3863bb44ef7c,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,True
390,391,22,592658.847,4507577.789,796,22,exact_coordinate_and_capacity,e6f3c665-0c87-4f34-a5e8-69baeed7b7bf,Eliot Ave & 60 Ln,40.71391,-73.90299,True
391,392,24,590104.070,4507588.508,1370,24,exact_coordinate_and_capacity,faf021ad-9de5-44bd-b7f5-48127e8d5fea,Metropolitan Ave & Vandervoort Ave,40.71429,-73.93323,True
392,393,25,588062.849,4507608.405,754,25,exact_coordinate_and_capacity,66dcf640-0aca-11e7-82f6-3863bb44ef7c,Roebling St & N 4 St,40.71469,-73.95739,True
393,394,20,592828.760,4507636.536,1545,20,exact_coordinate_and_capacity,1879859065051787718,Fresh Pond Rd & Eliot Ave,40.71442,-73.90097,True
394,395,30,589150.411,4507671.689,1724,30,exact_coordinate_and_capacity,66dcf897-0aca-11e7-82f6-3863bb44ef7c,Graham Ave & Conselyea St,40.715143,-73.944507,True
395,396,21,592149.921,4507674.703,1845,21,exact_coordinate_and_capacity,a68acb0c-4244-416a-bf59-ca55d3120cdd,56 St & Arnold Ave,40.71484,-73.909,True
396,397,54,587821.160,4507678.620,1351,54,exact_coordinate_and_capacity,66dc8b6a-0aca-11e7-82f6-3863bb44ef7c,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,True
397,398,24,589644.788,4507699.698,1282,24,exact_coordinate_and_capacity,f3c68cfb-52fd-48c8-b6e5-85c179fee0b3,Sharon St & Olive St,40.7153416204,-73.9386507869,True
398,399,56,587475.273,4507719.137,-1,,no_unique_companion_coordinate_match,,,nan,nan,True
399,400,19,588513.833,4507767.550,1082,19,exact_coordinate_and_capacity,66dcfaf6-0aca-11e7-82f6-3863bb44ef7c,Union Ave & Jackson St,40.7160751,-73.952029,True
400,401,19,592400.666,4507797.986,713,19,exact_coordinate_and_capacity,956de8aa-9e06-4efb-8eb0-35fe9b274a48,60 St & 60 Rd,40.7159223271,-73.9060136676,True
401,402,22,588835.752,4507805.284,1193,22,exact_coordinate_and_capacity,66dea674-0aca-11e7-82f6-3863bb44ef7c,Jackson St & Leonard St,40.7163803197,-73.948212862,True
402,403,25,589835.665,4507848.045,537,25,exact_coordinate_and_capacity,467e1de6-73a6-480f-9e83-fd1b03b71047,Morgan Ave & Maspeth Ave,40.716657,-73.93637,True
403,404,53,588144.480,4507862.173,453,53,exact_coordinate_and_capacity,1786698974100683436,N 7 St & Driggs Ave,40.716967,-73.956388,True
404,405,18,589118.213,4507875.373,371,18,exact_coordinate_and_capacity,66dd056e-0aca-11e7-82f6-3863bb44ef7c,Graham Ave & Withers St,40.7169811,-73.94485918,True
405,406,28,587964.664,4507913.849,1070,28,exact_coordinate_and_capacity,66dd039b-0aca-11e7-82f6-3863bb44ef7c,N 6 St & Bedford Ave,40.71745169,-73.95850939,True
406,407,19,592739.966,4507914.097,325,19,exact_coordinate_and_capacity,ca5cc034-a95d-446e-8314-6691589886b1,60 Ave & Fresh Pond Rd,40.71693,-73.90198,True
407,408,38,588784.435,4507946.962,994,38,exact_coordinate_and_capacity,3863f086-ae35-4d0e-8c91-2b6e3e5827a1,Frost St & Meeker Ave,40.7176619708,-73.9488002658,True
408,409,18,589484.552,4507962.928,1836,18,exact_coordinate_and_capacity,3c5a8531-4eec-4695-b4f8-8a1158890e78,Withers St & Kingsland Ave,40.71773,-73.94051,True
409,410,51,588243.118,4507996.871,1671,51,exact_coordinate_and_capacity,1b28836b-29fd-47a7-9a98-44cd792918fb,Driggs Ave & N 9 St,40.7181696945,-73.9552013576,True
410,411,21,591370.236,4508013.673,1377,21,exact_coordinate_and_capacity,bf093f72-1d8d-44ae-91b5-e36958a27976,Page Pl & Grand Ave,40.71798,-73.91818,True
411,412,39,587710.757,4508014.905,1238,39,exact_coordinate_and_capacity,1786697003367719132,N 5 St & Wythe Ave,40.718389,-73.961501,True
412,413,21,592191.765,4508015.903,2092,21,exact_coordinate_and_capacity,06e5447e-35b8-45cb-b3bb-937791a6f8ae,59 St & 59 Rd,40.7179085273,-73.9084544778,True
413,414,23,592797.160,4508069.136,279,23,exact_coordinate_and_capacity,ff745407-c087-4c0d-a965-98baf078f292,63 St & 59 Dr,40.71832,-73.90128,True
414,415,22,589570.086,4508084.976,649,22,exact_coordinate_and_capacity,a958a8af-a0cc-4bca-9114-93c74ce3c693,Frost St & Debevoise Ave,40.71882,-73.93948,True
415,416,27,587961.282,4508086.761,81,27,exact_coordinate_and_capacity,66dd01c5-0aca-11e7-82f6-3863bb44ef7c,Berry St & N 8 St,40.7190095,-73.95852515,True
416,417,25,589336.892,4508110.909,467,25,exact_coordinate_and_capacity,66de73fd-0aca-11e7-82f6-3863bb44ef7c,Richardson St & N Henry St,40.7190789118,-73.9422369003,True
417,418,43,588777.919,4508112.724,1534,43,exact_coordinate_and_capacity,66dea4bf-0aca-11e7-82f6-3863bb44ef7c,Bayard St & Leonard St,40.719155717,-73.94885391,True
418,419,19,591699.245,4508117.655,1270,19,exact_coordinate_and_capacity,b62bcd96-c2db-447c-bdd5-d3c18f174858,Grand Ave & 55 St,40.71888,-73.91427,True
419,420,39,588476.617,4508118.481,1088,39,exact_coordinate_and_capacity,66dd1585-0aca-11e7-82f6-3863bb44ef7c,Union Ave & N 12 St,40.71924,-73.95242,True
420,421,26,589102.916,4508131.864,1213,26,exact_coordinate_and_capacity,66dd0808-0aca-11e7-82f6-3863bb44ef7c,Graham Ave & Herbert St,40.71929301,-73.94500379,True
421,422,19,591856.731,4508156.241,534,19,exact_coordinate_and_capacity,1202a491-9f76-4609-9b5c-eb7723ab5b45,57 St & Grand Ave,40.71921,-73.9124,True
422,423,47,588081.531,4508226.245,807,47,exact_coordinate_and_capacity,1786697166576476490,N 10 St & Berry St,40.720253,-73.957082,True
423,424,19,592433.509,4508237.793,1621,19,exact_coordinate_and_capacity,d319629d-63cf-4765-9f69-5569f35d6469,60 Pl & Flushing Ave,40.71988,-73.90556,True
424,425,47,588269.565,4508289.011,1015,47,exact_coordinate_and_capacity,66dd1846-0aca-11e7-82f6-3863bb44ef7c,N 12 St & Bedford Ave,40.72079821,-73.95484712,True
425,426,18,588810.639,4508300.110,657,18,exact_coordinate_and_capacity,bd30f2a1-38ec-474d-9e36-07f688e87427,Manhattan Ave & Leonard St,40.72084,-73.94844,True
426,427,21,589367.120,4508349.649,1184,21,exact_coordinate_and_capacity,1786696384892428996,Monitor St & Meeker Ave,40.721226,-73.941845,True
427,428,20,592309.524,4508358.376,389,20,exact_coordinate_and_capacity,528ed1e0-75aa-45be-8afe-c3f1c950782f,Grand Ave & 58 Ave,40.72098,-73.90701,True
428,429,19,589061.336,4508385.273,951,19,exact_coordinate_and_capacity,74feba30-26a5-4949-b3a0-d6e13ba1a20c,Engert Ave & McGuinness Blvd,40.72158,-73.94546,True
429,430,27,588642.539,4508403.719,820,27,exact_coordinate_and_capacity,66dd18dd-0aca-11e7-82f6-3863bb44ef7c,Driggs Ave & Lorimer St,40.72179134,-73.9504154,True
430,431,19,592651.631,4508425.926,677,19,exact_coordinate_and_capacity,94771406-6712-4508-9392-11e9d90e1185,Fresh Pond Rd & Flushing Ave,40.72155,-73.90295,True
431,432,30,589615.304,4508467.442,1505,30,exact_coordinate_and_capacity,344064f8-e82f-40fb-b235-aff506b77ae5,Morgan Ave & Lombardy St,40.72226,-73.93889,True
432,433,21,591873.528,4508505.065,2101,21,exact_coordinate_and_capacity,b9b58379-b29a-4fa8-ba72-c647728e1686,57 Rd & 58 St,40.72235,-73.91215,True
433,434,19,592178.221,4508524.390,1391,19,exact_coordinate_and_capacity,9dde927d-9984-4f97-bcd0-fbcb59e6ca66,57 Rd & 59 St,40.72249,-73.90854,True
434,435,49,588496.546,4508549.100,1832,49,exact_coordinate_and_capacity,66dd1bf3-0aca-11e7-82f6-3863bb44ef7c,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,True
435,436,57,589260.111,4508573.071,1438,57,exact_coordinate_and_capacity,66dd1b65-0aca-11e7-82f6-3863bb44ef7c,Driggs Ave & N Henry St,40.72325,-73.94308,True
436,437,36,588687.953,4508644.676,536,36,exact_coordinate_and_capacity,7a771842-c090-4da1-8c13-72b7f4f50a87,Leonard St & Nassau Ave,40.723956785,-73.9498436451,True
437,438,19,592511.017,4508660.653,132,19,exact_coordinate_and_capacity,69717638-5c4a-47a7-bccb-3b42c81eb09f,56 Dr & 61 St,40.72368,-73.90458,True
438,439,19,592176.940,4508695.351,451,19,exact_coordinate_and_capacity,7a1ad7c0-4958-4354-91a1-11bf13348abd,56 Dr & 59 St,40.72403,-73.90853,True
439,440,19,591846.507,4508709.015,793,19,exact_coordinate_and_capacity,a37bd0e0-d1e9-4302-9ff7-286e415aff1c,58 St & 56 Dr,40.72419,-73.91244,True
440,441,51,588882.530,4508742.017,439,51,exact_coordinate_and_capacity,66dd17a5-0aca-11e7-82f6-3863bb44ef7c,Nassau Ave & Newell St,40.7248125644,-73.9475262165,True
441,442,51,589150.603,4508829.327,145,51,exact_coordinate_and_capacity,66dd1c7f-0aca-11e7-82f6-3863bb44ef7c,Nassau Ave & Russell St,40.72557,-73.94434,True
442,443,25,589370.754,4508854.182,397,25,exact_coordinate_and_capacity,457ea5d7-d643-4028-87db-46dee0b81555,Kingsland Ave & Nassau Ave,40.72577,-73.94173,True
