relative_path,bytes,sha256,V,M,Q_vector,scenario_label_from_filename,capacity_length,initial_length,target_length,points_length,has_weights,has_min_ratio,has_serialized_distances,geographic_origin,format_shape_valid
testdata/1/test_data_1.txt,1346,fd619b13d19ac13bc7e268e86ac39dde6de3f2f539485215b0f44efc074d40e5,10,2,"[20,20]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
testdata/1/test_data_10.txt,1359,905cc026ad8bcfb8e5274a681f141d51a8d49c93a5f574d30f1b292f507636da,10,2,"[20,20]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
testdata/1/test_data_100.txt,1359,f3f00ff6bd762c909c27b154d6c66f5b54b31cc1098ad63f29d0b0dd6f87938e,10,2,"[30,30]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
testdata/1/test_data_101.txt,1365,b139a00a721a3f54d5976c801764461272cb0bdd31e1f8981d980d1a49229f81,10,2,"[20,20]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
testdata/1/test_data_102.txt,1332,1942c1e76e02e5aa59c5528d8e827ea7d34bab8ac0bda4344922a47f10df5d90,10,2,"[20,20]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
testdata/1/test_data_103.txt,1352,7e1a910c2bd58199d7fb86537363242e5359dcfb61900321795f878fe148c40d,10,2,"[30,30]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
testdata/1/test_data_104.txt,1369,79d11abf649f4555c532bc50fd331b5930f6830a4c90bd323cf290233f78f586,10,2,"[20,20]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
testdata/1/test_data_105.txt,1365,6ceed33e19641f48e4026fa1ab388348acb28184061151290dc4a2257944382c,10,2,"[30,30]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
testdata/1/test_data_106.txt,1344,5095d16e010111b2876bdad24601fdeb62c152febe89a8520836450b50082c10,10,2,"[20,20]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
testdata/1/test_data_107.txt,1366,d7d42f5de5799a41275deeb955a35fc4b114ad2aa0601235ea2e239e62ca0cd5,10,2,"[20,20]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
testdata/1/test_data_108.txt,1340,fa8fc7db1aed018f57d69f62636fe4998c2b08b3a23bbd4d90d5465bd502d914,10,2,"[30,30]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
testdata/1/test_data_109.txt,1360,d3041f078139f43febf4ab14ca213a64a54657d9b71426bb14e94895f3a160c8,10,2,"[20,20]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
testdata/1/test_data_11.txt,1338,d376157f1e038fb73db07f5d13bb63c8aa1127cf18677078487bfc1503e5cb1a,10,2,"[30,30]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
testdata/1/test_data_110.txt,1347,502f9177b121fc036443d3319b86048173c3989e4af89f9dae353c236600bd68,10,2,"[30,30]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
testdata/1/test_data_111.txt,1356,c35c486a64187cb3b10b771fb515a26bad41329841199754d34561c8bec0e2a0,10,2,"[20,20]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
testdata/1/test_data_112.txt,1348,da253ebbbf3a5e01fc2f83cfa5856d3a751eec001db54751142fad7ee104aafc,10,2,"[30,30]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
testdata/1/test_data_113.txt,1380,eb3386b944c770fe2a9c3d16844a13a523ef7b0cd7b871d3b981df1a19820c21,10,2,"[30,30]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
testdata/1/test_data_114.txt,1375,99a1274b12961d9f13421de6e13eea0c49d3090b33b75604f2a949ba72d0d620,10,2,"[30,30]",unlabeled,11,11,11,11,False,False,True,synthetic_or_unknown,True
