leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,model_sha256,in_memory_model_reused,integer_domain_restored,basis_reuse_status,native_log
L0,LP,"OPTIMAL",0,253.812,2.766,8.88854,0,8859,0,0.234142,29b747e5ed22e71be9f0c1d05d87353866e7c08ee1b16bd1bd81a8dabb658b19,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage3__round31_sealed_tight_T_V50_seed1973327304__c6_candidate__300s\external\native_logs\L0_lp.gurobi.log"
L1,LP,"OPTIMAL",0,249.565,2.209,7.00093,0,7838,0,0.249839,bc0699d6193bc8bef20e0cd6ff90b28f222d43d7d864ba39d0a4ea5ca0ca07b8,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage3__round31_sealed_tight_T_V50_seed1973327304__c6_candidate__300s\external\native_logs\L1_lp.gurobi.log"
L2,LP,"OPTIMAL",0,245.872,1.465,4.43124,0,6161,0,0.265487,2937b5464e9aa17809e178b7e6be88a0c373137de29df3ffcb0aab48df76a79b,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage3__round31_sealed_tight_T_V50_seed1973327304__c6_candidate__300s\external\native_logs\L2_lp.gurobi.log"
L0,NEXT_LEAF_TARGET_MIP,"INTERRUPTED",0,244.118,23.728,56.8179,1,19263,0,0.536746,29b747e5ed22e71be9f0c1d05d87353866e7c08ee1b16bd1bd81a8dabb658b19,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage3__round31_sealed_tight_T_V50_seed1973327304__c6_candidate__300s\external\native_logs\L0_c6_1_next_leaf_target_mip.gurobi.log"
L1,NEXT_LEAF_TARGET_MIP,"INTERRUPTED",0,220.328,6.722,17.2426,1,10185,0,0.665652,bc0699d6193bc8bef20e0cd6ff90b28f222d43d7d864ba39d0a4ea5ca0ca07b8,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage3__round31_sealed_tight_T_V50_seed1973327304__c6_candidate__300s\external\native_logs\L1_c6_1_next_leaf_target_mip.gurobi.log"
L0.0,LP,"INFEASIBLE",0,212.359,8.777,28.6473,0,17906,0,0.665652,caa75e5ff80e410f8c2173537a4b54cd140fd9298942c24f3953836f32c4ddaf,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage3__round31_sealed_tight_T_V50_seed1973327304__c6_candidate__300s\external\native_logs\L0.0_lp.gurobi.log"
L0.1,LP,"OPTIMAL",0,202.105,3.082,9.75996,0,9524,0,0.665652,61f543fcd63d3bcb23316366b6209b7d826d21a29397556a0686f02ed5864cc1,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage3__round31_sealed_tight_T_V50_seed1973327304__c6_candidate__300s\external\native_logs\L0.1_lp.gurobi.log"
L0.1,NEXT_LEAF_TARGET_MIP,"INTERRUPTED",0,198.718,40.262,95.1398,1,32495,0,0.665652,61f543fcd63d3bcb23316366b6209b7d826d21a29397556a0686f02ed5864cc1,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage3__round31_sealed_tight_T_V50_seed1973327304__c6_candidate__300s\external\native_logs\L0.1_c6_1_next_leaf_target_mip.gurobi.log"
L1.0,LP,"OPTIMAL",0,157.186,2.556,8.32492,0,8938,0,0.665652,b67c3aa5edd6c987edd758d062fad31ca3d0e25f51e157b0e56fc32a3d7d08de,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage3__round31_sealed_tight_T_V50_seed1973327304__c6_candidate__300s\external\native_logs\L1.0_lp.gurobi.log"
L1.1,LP,"OPTIMAL",0,153.158,2.075,6.63028,0,8357,0,0.665652,7dd976cb3a7f1b36475bf247da99e0253a52c98d0acbbd36dbe3ed787556d262,0,1,"not_submitted_domain_transition_model_object_only","E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage3__round31_sealed_tight_T_V50_seed1973327304__c6_candidate__300s\external\native_logs\L1.1_lp.gurobi.log"
L1,MIP,"TIME_LIMIT",0,150.791,150.796,365.407,11,108048,0,0.785214,bc0699d6193bc8bef20e0cd6ff90b28f222d43d7d864ba39d0a4ea5ca0ca07b8,1,0,"not_requested","E:\codes\ExactEBRP\results\gf_nonblocking_gurobi_c6_round31\runs\stage3__round31_sealed_tight_T_V50_seed1973327304__c6_candidate__300s\external\native_logs\L1_terminal_mip.gurobi.log"
