generation,elapsed_seconds,best_fitness,strict_improvement
0,0.0029762,-0.028257426000996982,true
1,0.0068282999999999998,-0.024406570011031553,true
2,0.010320599999999999,-0.024406570011031553,false
3,0.011997900000000001,-0.024406570011031553,false
4,0.0135557,-0.024406570011031553,false
5,0.014834099999999999,-0.024406570011031553,false
6,0.018223400000000001,-0.024406570011031553,false
7,0.020003900000000002,-0.024406570011031553,false
8,0.0236613,-0.024406570011031553,false
9,0.025826100000000001,-0.024406570011031553,false
10,0.029559700000000001,-0.024406570011031553,false
11,0.03057,-0.024406570011031553,false
12,0.032348599999999998,-0.024406570011031553,false
13,0.033224099999999999,-0.024406570011031553,false
14,0.034842900000000003,-0.024406570011031553,false
15,0.036048400000000001,-0.024406570011031553,false
16,0.037399599999999998,-0.024406570011031553,false
17,0.039463100000000001,-0.024406570011031553,false
18,0.041951799999999997,-0.024406570011031553,false
19,0.0438628,-0.024406570011031553,false
20,0.046703799999999997,-0.024406570011031553,false
21,0.048391499999999997,-0.024406570011031553,false
22,0.050295899999999998,-0.024406570011031553,false
23,0.051709100000000001,-0.024406570011031553,false
24,0.053003399999999999,-0.024406570011031553,false
25,0.055707800000000002,-0.024406570011031553,false
26,0.057131000000000001,-0.024406570011031553,false
27,0.060945199999999998,-0.024406570011031553,false
28,0.062964000000000006,-0.024406570011031553,false
29,0.066825300000000004,-0.024406570011031553,false
30,0.071485800000000002,-0.024406570011031553,false
31,0.076250499999999999,-0.024406570011031553,false
32,0.0786829,-0.024406570011031553,false
33,0.080618999999999996,-0.024406570011031553,false
34,0.082969600000000004,-0.024406570011031553,false
35,0.084992999999999999,-0.024406570011031553,false
36,0.089447100000000002,-0.024406570011031553,false
37,0.0925681,-0.024406570011031553,false
38,0.0954985,-0.024406570011031553,false
39,0.097600699999999999,-0.024406570011031553,false
40,0.099676799999999996,-0.024406570011031553,false
41,0.103237,-0.024406570011031553,false
42,0.104559,-0.024406570011031553,false
43,0.1070214,-0.024406570011031553,false
44,0.1082458,-0.024406570011031553,false
45,0.1100573,-0.024406570011031553,false
46,0.1118794,-0.024406570011031553,false
47,0.1147136,-0.024406570011031553,false
48,0.1158032,-0.024406570011031553,false
49,0.1191868,-0.024406570011031553,false
50,0.1224396,-0.024406570011031553,false
51,0.12540309999999999,-0.024406570011031553,false
52,0.12931970000000001,-0.024406570011031553,false
53,0.13146289999999999,-0.024406570011031553,false
54,0.1343869,-0.024406570011031553,false
55,0.13676869999999999,-0.024406570011031553,false
56,0.1378346,-0.024406570011031553,false
57,0.1396086,-0.024406570011031553,false
58,0.142982,-0.024406570011031553,false
59,0.14497299999999999,-0.024406570011031553,false
60,0.14807580000000001,-0.024406570011031553,false
61,0.15078050000000001,-0.024406570011031553,false
62,0.15338830000000001,-0.024406570011031553,false
