leaf_id,attempt,time_limit_seconds,solver_runtime_seconds,work,nodes,simplex_iterations,barrier_iterations,cumulative_runtime,cumulative_work,cumulative_nodes,cumulative_simplex_iterations,cumulative_barrier_iterations,optimize_return_code
L0,0,30,0.298,0.490128,0,0,0,0.298,0.490128,0,0,0,0
L1,0,30,0.4,0.801655,1,638,0,0.4,0.801655,1,638,0,0
L2,0,30,30.01,53.677,630,77789,0,30.01,53.677,630,77789,0,0
L3,0,30,0.457,0.943456,1,1005,0,0.457,0.943456,1,1005,0,0
L2,1,60,60,132.925,1465,261526,0,90.01,186.602,2095,339315,0,0
L2.0,0,7.24566,7.247,9.24697,1,7920,0,7.247,9.24697,1,7920,0,0
