instance_name,time_budget_seconds,exact_status,exact_certified,exact_LB,exact_UB,exact_gap,cplex_status,cplex_LB,cplex_UB,cplex_gap,exact_better_gap
high_imbalance_seed3201.txt,300,gcap_frontier_not_closed,False,2.315507,2.44340319194,0.052343466017,not_certified,1.9775993942,2.55478672027,0.225923879082,True
high_imbalance_seed3202.txt,1200,optimal,True,1.74931345205,1.74931345205,0,,,,,
high_imbalance_seed3202.txt,300,gcap_frontier_not_closed,False,1.711009,1.74931345205,0.0218968487356,not_certified,1.0653727442,3.03088519537,0.648494523703,True
moderate_seed3301.txt,1200,interrupted_noncertified,False,0.0122881381662,0.0491525526647,0.7499999999994913,not_certified,0.040849762435,0.0496566123632,0.17735502905,False
moderate_seed3301.txt,1200,gcap_frontier_not_closed,False,0.044543,0.0491525526647,0.0937805345774,not_certified,0.040849762435,0.0496566123632,0.17735502905,True
moderate_seed3301.txt,300,interrupted_noncertified,False,0.0122881381662,0.0491525526647,0.7499999999994913,not_certified,0.037866383531,0.0727327782328,0.479376638002,False
moderate_seed3301.txt,300,gcap_frontier_not_closed,False,0.044391,0.0491525526647,0.096872947723,not_certified,0.037866383531,0.0727327782328,0.479376638002,True
moderate_seed3302.txt,300,interrupted_noncertified,False,0.0489090516373,0.195636206549,0.7499999999997444,not_certified,0.1144912295,0.213397988698,0.463484964416,False
tight_T_seed3101.txt,300,optimal,True,0.107252734134,0.107252734134,0,not_certified,0.015915009814,0.134365820425,0.881554626291,True
tight_T_seed3102.txt,300,interrupted_noncertified,False,0.450176109171,0.600704436685,0.25058634216969283,not_certified,0.46597690239,0.615378628222,0.242780166519,False
V100_M5_high_imbalance_seed6201.txt,300,interrupted_noncertified,False,1.61194290217,6.07870799652,0.7348214615518921,not_certified,4.8324940135,10.2142649697,0.526887737115,False
V100_M5_moderate_seed6101.txt,300,interrupted_noncertified,False,0.0,1.71629103286,1.0,not_certified,0.26390305929,1.56618529324,0.831499465338,False
regen_candidate_V12_M1_average.txt,300,optimal,True,0.357200583208,0.357200583208,0,optimal,0.357200583208,0.357200583208,0,False
regen_candidate_V12_M2_average.txt,300,interrupted_noncertified,False,0.718504069755,0.718504070755,1.3917805234802278e-09,not_certified,0.6235216628,0.718504070755,0.132194669204,True
regen_candidate_V12_M2_average.txt,300,optimal,True,0.718504070755,0.718504070755,0,not_certified,0.6235216628,0.718504070755,0.132194669204,True
V50_M3_high_imbalance_seed5201.txt,300,model_size_limit,False,0.538409750224,2.68277858158,0.7993089128112436,not_certified,2.1860327089,4.68211852373,0.533110343572,False
V50_M3_moderate_seed5101.txt,300,model_size_limit,False,0.0,1.37151140999,1.0,not_certified,0.23958431171,1.37151140999,0.825313657644,False
