duplicate_row_group_id,file,instance_name,time_budget_seconds,status,certified_original_problem,row_quality_rank,selected_for_summary,duplicate_row_resolution_reason,command_hash,comparable_setting_hash
3c734846a55f73d8,results\gf_compact_bc_effectiveness_round\raw\cplex_high_imbalance_seed3201_1200s.json,high_imbalance_seed3201.txt,1200,not_certified,False,3,True,selected best audited row by certificate/finalization quality rank,a7897e83451d122d,3c734846a55f73d8
8eeabfde160300b0,results\gf_compact_bc_effectiveness_round\raw\cplex_high_imbalance_seed3201_300s.json,high_imbalance_seed3201.txt,300,not_certified,False,3,True,selected best audited row by certificate/finalization quality rank,c887e96394f321c8,8eeabfde160300b0
a1e169907c3dd1cd,results\gf_compact_bc_effectiveness_round\raw\cplex_high_imbalance_seed3202_300s.json,high_imbalance_seed3202.txt,300,not_certified,False,3,True,selected best audited row by certificate/finalization quality rank,0d8ffe85936b3788,a1e169907c3dd1cd
7264719c29149b8f,results\gf_compact_bc_effectiveness_round\raw\cplex_moderate_seed3301_1200s.json,moderate_seed3301.txt,1200,not_certified,False,3,True,selected best audited row by certificate/finalization quality rank,1305e4aa38720f53,7264719c29149b8f
7550fccc34bf5331,results\gf_compact_bc_effectiveness_round\raw\cplex_moderate_seed3301_300s.json,moderate_seed3301.txt,300,not_certified,False,3,True,selected best audited row by certificate/finalization quality rank,74508d175c8cde0f,7550fccc34bf5331
5cdd5822f901f76c,results\gf_compact_bc_effectiveness_round\raw\cplex_moderate_seed3302_300s.json,moderate_seed3302.txt,300,not_certified,False,3,True,selected best audited row by certificate/finalization quality rank,c43f4a96e36120f8,5cdd5822f901f76c
dd7e43e38b82c264,results\gf_compact_bc_effectiveness_round\raw\cplex_tight_T_seed3101_300s.json,tight_T_seed3101.txt,300,not_certified,False,3,True,selected best audited row by certificate/finalization quality rank,cdd3c26cbd969db3,dd7e43e38b82c264
756d30477d794494,results\gf_compact_bc_effectiveness_round\raw\cplex_tight_T_seed3102_300s.json,tight_T_seed3102.txt,300,not_certified,False,3,True,selected best audited row by certificate/finalization quality rank,916ccb81e2f7ad58,756d30477d794494
46630f19fb2d5501,results\gf_compact_bc_effectiveness_round\raw\cplex_V100_M5_high_imbalance_300s.json,V100_M5_high_imbalance_seed6201.txt,300,not_certified,False,3,True,selected best audited row by certificate/finalization quality rank,e6c88532fe4cdaad,46630f19fb2d5501
8c18377d632931ae,results\gf_compact_bc_effectiveness_round\raw\cplex_V100_M5_moderate_300s.json,V100_M5_moderate_seed6101.txt,300,not_certified,False,3,True,selected best audited row by certificate/finalization quality rank,8b2db5c5942d4ef3,8c18377d632931ae
cadacb97ec3bc856,results\gf_compact_bc_effectiveness_round\raw\cplex_V12_M1_300s.json,regen_candidate_V12_M1_average.txt,300,optimal,True,2,True,selected best audited row by certificate/finalization quality rank,c25ef07c3eb72a6f,cadacb97ec3bc856
b030ecf4b593114d,results\gf_compact_bc_effectiveness_round\raw\cplex_V12_M2_300s.json,regen_candidate_V12_M2_average.txt,300,not_certified,False,3,True,selected best audited row by certificate/finalization quality rank,4e9a52c468ac4386,b030ecf4b593114d
8f110cd3c1bb7e04,results\gf_compact_bc_effectiveness_round\raw\cplex_V50_M3_high_imbalance_300s.json,V50_M3_high_imbalance_seed5201.txt,300,not_certified,False,3,True,selected best audited row by certificate/finalization quality rank,db7378a0ca6387e5,8f110cd3c1bb7e04
cd5d748f47dff8df,results\gf_compact_bc_effectiveness_round\raw\cplex_V50_M3_moderate_300s.json,V50_M3_moderate_seed5101.txt,300,not_certified,False,3,True,selected best audited row by certificate/finalization quality rank,d36c3fe97beeb3ed,cd5d748f47dff8df
4bb8cf9c43f3ad41,results\gf_compact_bc_effectiveness_round\raw\exact_high_imbalance_seed3201_300s.json,high_imbalance_seed3201.txt,300,gcap_frontier_not_closed,False,3,True,selected best audited row by certificate/finalization quality rank,cc8a74230b33fc7e,4bb8cf9c43f3ad41
dcd5d182fffaff15,results\gf_compact_bc_effectiveness_round\raw\exact_high_imbalance_seed3202_1200s_static.json,high_imbalance_seed3202.txt,1200,optimal,True,2,True,selected best audited row by certificate/finalization quality rank,14601f4617956eab,dcd5d182fffaff15
809353f4bffd81a8,results\gf_compact_bc_effectiveness_round\raw\exact_high_imbalance_seed3202_300s.json,high_imbalance_seed3202.txt,300,gcap_frontier_not_closed,False,3,True,selected best audited row by certificate/finalization quality rank,24f1397505c2f095,809353f4bffd81a8
a6b24a7420c20ea0,results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s_static300.json,moderate_seed3301.txt,1200,gcap_frontier_not_closed,False,3,True,selected best audited row by certificate/finalization quality rank,ef6c35004e3442ce,a6b24a7420c20ea0
a6b24a7420c20ea0,results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_1200s.json,moderate_seed3301.txt,1200,interrupted_noncertified,False,3,False,not selected; lower quality duplicate,c4dd42a378611eb1,a6b24a7420c20ea0
43679f022ff9e6d5,results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s_static30.json,moderate_seed3301.txt,300,gcap_frontier_not_closed,False,3,True,selected best audited row by certificate/finalization quality rank,844ae7813e8b4fc3,43679f022ff9e6d5
43679f022ff9e6d5,results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3301_300s.json,moderate_seed3301.txt,300,interrupted_noncertified,False,3,False,not selected; lower quality duplicate,f08b5a92da1510a5,43679f022ff9e6d5
d5a8351375c864fa,results\gf_compact_bc_effectiveness_round\raw\exact_moderate_seed3302_300s.json,moderate_seed3302.txt,300,interrupted_noncertified,False,3,True,selected best audited row by certificate/finalization quality rank,98de3f49946f29b4,d5a8351375c864fa
9461447d09d81287,results\gf_compact_bc_effectiveness_round\raw\exact_tight_T_seed3101_300s.json,tight_T_seed3101.txt,300,optimal,True,2,True,selected best audited row by certificate/finalization quality rank,d78f1cc4628ec028,9461447d09d81287
965c9df3fe6aee00,results\gf_compact_bc_effectiveness_round\raw\exact_tight_T_seed3102_300s.json,tight_T_seed3102.txt,300,interrupted_noncertified,False,3,True,selected best audited row by certificate/finalization quality rank,2a59d41b719019bd,965c9df3fe6aee00
76e4de6aa33f6418,results\gf_compact_bc_effectiveness_round\raw\exact_V100_M5_high_imbalance_300s.json,V100_M5_high_imbalance_seed6201.txt,300,interrupted_noncertified,False,3,True,selected best audited row by certificate/finalization quality rank,3bfe08676c6fd558,76e4de6aa33f6418
226fd35204765d38,results\gf_compact_bc_effectiveness_round\raw\exact_V100_M5_moderate_300s.json,V100_M5_moderate_seed6101.txt,300,interrupted_noncertified,False,3,True,selected best audited row by certificate/finalization quality rank,b71d7b270116a423,226fd35204765d38
071569b4f3ebc520,results\gf_compact_bc_effectiveness_round\raw\exact_V12_M1_300s.json,regen_candidate_V12_M1_average.txt,300,optimal,True,2,True,selected best audited row by certificate/finalization quality rank,4b5f9d3b7d875da5,071569b4f3ebc520
1f6ff9072ce098d3,results\gf_compact_bc_effectiveness_round\raw\exact_V12_M2_300s_static.json,regen_candidate_V12_M2_average.txt,300,optimal,True,2,True,selected best audited row by certificate/finalization quality rank,7a844df29d21c30c,1f6ff9072ce098d3
