run_id,node_uid,parent_uid,event,row_attachment_mode,theoretical_full_rows,theoretical_full_bounds,inherited_rows,inherited_bounds,exact_duplicate_rows_omitted,identical_bounds_omitted,dominance_omissions,delta_rows_attached,delta_bounds_attached,row_factory_seconds,families,aggregate_signature,status,failure_reason
stage1__moderate_seed3302__factory_delta__300s,1,0,branch_bounds_only,exact-incremental-delta,1421,42,1422,42,250,41,0,0,1,0.0142538,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,bd2fefa786f80746,passed,
stage1__moderate_seed3302__factory_delta__300s,2,0,branch_bounds_only,exact-incremental-delta,1421,42,1422,42,2,35,0,0,7,0.0130864,direct_gini_cap|direct_gini_floor|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|penalty_final_inventory_domain|required_station_movement|sp_product_mccormick|variable_s_low_gini_centering,c4450b584c966313,passed,
stage1__moderate_seed3302__factory_delta__300s,1,0,deferred_first_relaxation_attach,exact-incremental-delta,1421,42,1422,42,250,42,0,1171,0,0.014345200000000001,direct_gini_cap|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,bd2fefa786f80746,passed,
stage1__moderate_seed3302__factory_delta__300s,3,1,branch_bounds_only,exact-incremental-delta,1421,42,2593,42,250,41,0,0,1,0.0142515,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,d0211e3afbe05eef,passed,
stage1__moderate_seed3302__factory_delta__300s,4,1,branch_bounds_only,exact-incremental-delta,1421,42,2593,42,793,38,0,0,4,0.0141142,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|penalty_final_inventory_domain|required_station_movement|sp_product_mccormick,5f0c1720487d2ab4,passed,
stage1__moderate_seed3302__factory_delta__300s,3,1,deferred_first_relaxation_attach,exact-incremental-delta,1421,42,2593,42,250,42,0,1171,0,0.0139902,direct_gini_cap|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,d0211e3afbe05eef,passed,
stage1__moderate_seed3302__factory_delta__300s,5,3,branch_bounds_only,exact-incremental-delta,1421,42,3764,42,250,41,0,0,1,0.0141596,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,5b2df6ac159621b8,passed,
stage1__moderate_seed3302__factory_delta__300s,6,3,branch_bounds_only,exact-incremental-delta,1421,42,3764,42,794,39,0,0,3,0.014115600000000001,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|penalty_final_inventory_domain|required_station_movement|sp_product_mccormick,9b575d45eb17646f,passed,
stage1__moderate_seed3302__factory_delta__300s,4,1,deferred_first_relaxation_attach,exact-incremental-delta,1421,42,2593,42,793,42,0,628,0,0.014270700000000001,direct_gini_floor|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|required_station_movement|sp_product_mccormick,5f0c1720487d2ab4,passed,
stage1__moderate_seed3302__factory_delta__300s,7,4,branch_bounds_only,exact-incremental-delta,1421,42,3221,42,250,41,0,0,1,0.014386700000000001,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,2878619e55bcfcc2,passed,
stage1__moderate_seed3302__factory_delta__300s,8,4,branch_bounds_only,exact-incremental-delta,1421,42,3221,42,794,39,0,0,3,0.014176599999999999,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|penalty_final_inventory_domain|required_station_movement|sp_product_mccormick,846d8a4f2cb20e75,passed,
stage1__moderate_seed3302__factory_delta__300s,5,3,deferred_first_relaxation_attach,exact-incremental-delta,1421,42,3764,42,250,42,0,1171,0,0.014166099999999999,direct_gini_cap|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,5b2df6ac159621b8,passed,
stage1__moderate_seed3302__factory_delta__300s,9,5,branch_bounds_only,exact-incremental-delta,1421,42,4935,42,250,41,0,0,1,0.0142191,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,d311b20bebb643ce,passed,
stage1__moderate_seed3302__factory_delta__300s,10,5,branch_bounds_only,exact-incremental-delta,1421,42,4935,42,794,39,0,0,3,0.014389900000000001,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|penalty_final_inventory_domain|required_station_movement|sp_product_mccormick,13bf27e6bd8cb0c1,passed,
stage1__moderate_seed3302__factory_delta__300s,6,3,deferred_first_relaxation_attach,exact-incremental-delta,1421,42,3764,42,794,42,0,627,0,0.0144054,direct_gini_floor|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|required_station_movement|sp_product_mccormick,9b575d45eb17646f,passed,
stage1__moderate_seed3302__factory_delta__300s,11,6,branch_bounds_only,exact-incremental-delta,1421,42,4391,42,250,41,0,0,1,0.014572099999999999,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,ed633020f4a22681,passed,
stage1__moderate_seed3302__factory_delta__300s,12,6,branch_bounds_only,exact-incremental-delta,1421,42,4391,42,1180,41,0,0,1,0.014751500000000001,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|penalty_deviation_upper_bound,3477aee351fca754,passed,
stage1__moderate_seed3302__factory_delta__300s,9,5,deferred_first_relaxation_attach,exact-incremental-delta,1421,42,4935,42,250,42,0,1171,0,0.0143394,direct_gini_cap|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,d311b20bebb643ce,passed,
stage1__moderate_seed3302__factory_delta__300s,13,9,branch_bounds_only,exact-incremental-delta,1421,42,6106,42,250,41,0,0,1,0.0144955,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,f8c7bb2dc0f2b8fb,passed,
stage1__moderate_seed3302__factory_delta__300s,14,9,branch_bounds_only,exact-incremental-delta,1421,42,6106,42,795,40,0,0,2,0.0150063,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|penalty_final_inventory_domain|required_station_movement|sp_product_mccormick,e45d9fceb1ba109e,passed,
stage1__moderate_seed3302__factory_delta__300s,10,5,deferred_first_relaxation_attach,exact-incremental-delta,1421,42,4935,42,794,42,0,627,0,0.014543199999999999,direct_gini_floor|interval_tight_mccormick_G_bit|low_gini_centering_band|objective_lower_estimator_cutoff|penalty_deviation_upper_bound|required_station_movement|sp_product_mccormick,13bf27e6bd8cb0c1,passed,
stage1__moderate_seed3302__factory_delta__300s,15,10,branch_bounds_only,exact-incremental-delta,1421,42,5562,42,250,41,0,0,1,0.0148475,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,bd9c61cfaa12af26,passed,
stage1__moderate_seed3302__factory_delta__300s,16,10,branch_bounds_only,exact-incremental-delta,1421,42,5562,42,1180,41,0,0,1,0.014537899999999999,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|penalty_deviation_upper_bound,306917d55ac8c2cc,passed,
stage1__moderate_seed3302__factory_delta__300s,15,10,deferred_first_relaxation_attach,exact-incremental-delta,1421,42,5562,42,250,42,0,1171,0,0.0146608,direct_gini_cap|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,bd9c61cfaa12af26,passed,
stage1__moderate_seed3302__factory_delta__300s,17,15,branch_bounds_only,exact-incremental-delta,1421,42,6733,42,250,41,0,0,1,0.014527099999999999,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,6704eb1947ae4bf9,passed,
stage1__moderate_seed3302__factory_delta__300s,18,15,branch_bounds_only,exact-incremental-delta,1421,42,6733,42,1180,41,0,0,1,0.014504700000000001,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|penalty_deviation_upper_bound,07e0148c851f8abb,passed,
stage1__moderate_seed3302__factory_delta__300s,16,10,deferred_first_relaxation_attach,exact-incremental-delta,1421,42,5562,42,1180,42,0,241,0,0.0142288,direct_gini_floor|interval_tight_mccormick_G_bit|penalty_deviation_upper_bound,306917d55ac8c2cc,passed,
stage1__moderate_seed3302__factory_delta__300s,19,16,branch_bounds_only,exact-incremental-delta,1421,42,5803,42,250,41,0,0,1,0.0145831,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,a34c44cca3fb49bf,passed,
stage1__moderate_seed3302__factory_delta__300s,20,16,branch_bounds_only,exact-incremental-delta,1421,42,5803,42,1180,41,0,0,1,0.0143876,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|penalty_deviation_upper_bound,f83271b11274e511,passed,
stage1__moderate_seed3302__factory_delta__300s,17,15,deferred_first_relaxation_attach,exact-incremental-delta,1421,42,6733,42,250,42,0,1171,0,0.014286399999999999,direct_gini_cap|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,6704eb1947ae4bf9,passed,
stage1__moderate_seed3302__factory_delta__300s,21,17,branch_bounds_only,exact-incremental-delta,1421,42,7904,42,250,41,0,0,1,0.0143657,direct_gini_cap|gini_interval_bound|gini_pairwise_spread|interval_tight_mccormick_G_bit|low_gini_centering_band|variable_s_low_gini_centering,685af45ee75b5602,passed,
stage1__moderate_seed3302__factory_delta__300s,22,17,branch_bounds_only,exact-incremental-delta,1421,42,7904,42,1180,41,0,0,1,0.0143184,direct_gini_floor|gini_interval_bound|interval_tight_mccormick_G_bit|penalty_deviation_upper_bound,0d94092a07699cc3,passed,
stage1__moderate_seed3302__factory_delta__300s,18,15,deferred_first_relaxation_attach,exact-incremental-delta,1421,42,6733,42,1180,42,0,241,0,0.014469900000000001,direct_gini_floor|interval_tight_mccormick_G_bit|penalty_deviation_upper_bound,07e0148c851f8abb,passed,
