run_id,parent_uid,parent_parent_uid,parent_native_depth,parent_gini_generation,child_gini_generation,parent_gamma_L,parent_gamma_U,split,parent_relaxation,lower_uid,lower_gamma_L,lower_gamma_U,lower_estimate,lower_gamma_floor,lower_weighted_penalty_lb,lower_domain_estimate,lower_lift,lower_station_deviation_lbs,upper_uid,upper_gamma_L,upper_gamma_U,upper_estimate,upper_gamma_floor,upper_weighted_penalty_lb,upper_domain_estimate,upper_lift,upper_station_deviation_lbs,estimate_mode,sibling_discriminated,creation_time,creation_node_count,open_nodes,simplex_iterations,validity_status,failure_reason
stage1__moderate_seed3302__factory_delta__300s,0,-1,0,0,1,0,0.19563620654899999,0.097818103274506185,0.12156205413135687,1,0,0.097818103274506185,0.12156205413135687,0,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2,0.097818103274506185,0.19563620654899999,0.12156205413135687,0.097818103274506185,0,0.097818103274506185,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,2.2626385,0,1,3372,passed,
stage1__moderate_seed3302__factory_delta__300s,1,0,1,1,2,0,0.097818103274506185,0.048909051637253093,0.12240380302908745,3,0,0.048909051637253093,0.12240380302908745,0,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,4,0.048909051637253093,0.097818103274506185,0.12240380302908745,0.048909051637253093,0,0.048909051637253093,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,2.3592355999999999,1,2,3372,passed,
stage1__moderate_seed3302__factory_delta__300s,3,1,2,2,3,0,0.048909051637253093,0.024454525818626546,0.1249426364356522,5,0,0.024454525818626546,0.1249426364356522,0,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6,0.024454525818626546,0.048909051637253093,0.1249426364356522,0.024454525818626546,0,0.024454525818626546,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,2.522929,2,3,3592,passed,
stage1__moderate_seed3302__factory_delta__300s,4,1,2,2,3,0.048909051637253093,0.097818103274506185,0.073363577455879639,0.14232004532235093,7,0.048909051637253093,0.073363577455879639,0.14232004532235093,0.048909051637253093,0,0.048909051637253093,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,8,0.073363577455879639,0.097818103274506185,0.14232004532235093,0.073363577455879639,0,0.073363577455879639,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,2.7591684000000001,3,4,4296,passed,
stage1__moderate_seed3302__factory_delta__300s,5,3,3,3,4,0,0.024454525818626546,0.012227262909313273,0.13207560147710834,9,0,0.012227262909313273,0.13207560147710834,0,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,10,0.012227262909313273,0.024454525818626546,0.13207560147710834,0.012227262909313273,0,0.012227262909313273,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,3.1203476999999999,4,5,5499,passed,
stage1__moderate_seed3302__factory_delta__300s,6,3,3,3,4,0.024454525818626546,0.048909051637253093,0.036681788727939819,0.13361938185325009,11,0.024454525818626546,0.036681788727939819,0.13361938185325009,0.024454525818626546,0,0.024454525818626546,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,12,0.036681788727939819,0.048909051637253093,0.13361938185325009,0.036681788727939819,0,0.036681788727939819,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,3.3313798999999999,5,6,7400,passed,
stage1__moderate_seed3302__factory_delta__300s,9,5,4,4,5,0,0.012227262909313273,0.0061136314546566366,0.14880973380070675,13,0,0.0061136314546566366,0.14880973380070675,0,0,0,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,14,0.0061136314546566366,0.012227262909313273,0.14880973380070675,0.0061136314546566366,0,0.0061136314546566366,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,3.4380955000000002,6,7,8382,passed,
stage1__moderate_seed3302__factory_delta__300s,10,5,4,4,5,0.012227262909313273,0.024454525818626546,0.01834089436396991,0.1360521805655012,15,0.012227262909313273,0.01834089436396991,0.1360521805655012,0.012227262909313273,0,0.012227262909313273,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,16,0.01834089436396991,0.024454525818626546,0.1360521805655012,0.01834089436396991,0,0.01834089436396991,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,3.6305999999999998,7,8,8665,passed,
stage1__moderate_seed3302__factory_delta__300s,15,10,5,5,6,0.012227262909313273,0.01834089436396991,0.015284078636641591,0.14242374823277032,17,0.012227262909313273,0.015284078636641591,0.14242374823277032,0.012227262909313273,0,0.012227262909313273,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,18,0.015284078636641591,0.01834089436396991,0.14242374823277032,0.015284078636641591,0,0.015284078636641591,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,4.4572227,8,9,8784,passed,
stage1__moderate_seed3302__factory_delta__300s,16,10,5,5,6,0.01834089436396991,0.024454525818626546,0.021397710091298226,0.13802861591895599,19,0.01834089436396991,0.021397710091298226,0.13802861591895599,0.01834089436396991,0,0.01834089436396991,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,20,0.021397710091298226,0.024454525818626546,0.13802861591895599,0.021397710091298226,0,0.021397710091298226,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,4.7959991999999998,9,10,12946,passed,
stage1__moderate_seed3302__factory_delta__300s,17,15,6,6,7,0.012227262909313273,0.015284078636641591,0.013755670772977433,0.14710261233314514,21,0.012227262909313273,0.013755670772977433,0.14710261233314514,0.012227262909313273,0,0.012227262909313273,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,22,0.013755670772977433,0.015284078636641591,0.14710261233314514,0.013755670772977433,0,0.013755670772977433,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,4.9030085999999997,10,11,14683,passed,
stage1__moderate_seed3302__factory_delta__300s,18,15,6,6,7,0.015284078636641591,0.01834089436396991,0.01681248650030575,0.1431227615954353,23,0.015284078636641591,0.01681248650030575,0.1431227615954353,0.015284078636641591,0,0.015284078636641591,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,24,0.01681248650030575,0.01834089436396991,0.1431227615954353,0.01681248650030575,0,0.01681248650030575,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,4.9981160999999998,11,12,14889,passed,
stage1__moderate_seed3302__factory_delta__300s,23,18,7,7,8,0.015284078636641591,0.01681248650030575,0.016048282568473671,0.14547093529416058,25,0.015284078636641591,0.016048282568473671,0.14547093529416058,0.015284078636641591,0,0.015284078636641591,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,26,0.016048282568473671,0.01681248650030575,0.14547093529416058,0.016048282568473671,0,0.016048282568473671,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,5.4239832000000003,12,13,14962,passed,
stage1__moderate_seed3302__factory_delta__300s,24,18,7,7,8,0.01681248650030575,0.01834089436396991,0.017576690432137831,0.14347122581872077,27,0.01681248650030575,0.017576690432137831,0.14347122581872077,0.01681248650030575,0,0.01681248650030575,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,28,0.017576690432137831,0.01834089436396991,0.14347122581872077,0.017576690432137831,0,0.017576690432137831,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,5.6189188000000003,13,14,17131,passed,
stage1__moderate_seed3302__factory_delta__300s,27,24,8,8,9,0.01681248650030575,0.017576690432137831,0.017194588466221791,0.1446475072646661,29,0.01681248650030575,0.017194588466221791,0.1446475072646661,0.01681248650030575,0,0.01681248650030575,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,30,0.017194588466221791,0.017576690432137831,0.1446475072646661,0.017194588466221791,0,0.017194588466221791,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,5.7272189999999998,14,15,17198,passed,
stage1__moderate_seed3302__factory_delta__300s,28,24,8,8,9,0.017576690432137831,0.01834089436396991,0.017958792398053869,0.14364519572260831,31,0.017576690432137831,0.017958792398053869,0.14364519572260831,0.017576690432137831,0,0.017576690432137831,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,32,0.017958792398053869,0.01834089436396991,0.14364519572260831,0.017958792398053869,0,0.017958792398053869,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,5.8174104,15,16,17335,passed,
stage1__moderate_seed3302__factory_delta__300s,31,28,9,9,10,0.017576690432137831,0.017958792398053869,0.01776774141509585,0.14423388624836916,33,0.017576690432137831,0.01776774141509585,0.14423388624836916,0.017576690432137831,0,0.017576690432137831,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,34,0.01776774141509585,0.017958792398053869,0.14423388624836916,0.01776774141509585,0,0.01776774141509585,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,5.9238716,16,17,17406,passed,
stage1__moderate_seed3302__factory_delta__300s,32,28,9,9,10,0.017958792398053869,0.01834089436396991,0.018149843381011888,0.14373211492215504,35,0.017958792398053869,0.018149843381011888,0.14373211492215504,0.017958792398053869,0,0.017958792398053869,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,36,0.018149843381011888,0.01834089436396991,0.14373211492215504,0.018149843381011888,0,0.018149843381011888,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,6.0122675000000001,17,18,17540,passed,
stage1__moderate_seed3302__factory_delta__300s,2,0,1,1,2,0.097818103274506185,0.19563620654899999,0.14672715491175928,0.16864541647654713,69,0.097818103274506185,0.14672715491175928,0.16864541647654713,0.097818103274506185,0,0.097818103274506185,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,70,0.14672715491175928,0.19563620654899999,0.16864541647654713,0.14672715491175928,0,0.14672715491175928,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,8.2102049000000008,36,33,19020,passed,
stage1__moderate_seed3302__factory_delta__300s,69,2,2,2,3,0.097818103274506185,0.14672715491175928,0.12227262909313273,0.16864541647654707,71,0.097818103274506185,0.12227262909313273,0.16864541647654707,0.097818103274506185,0,0.097818103274506185,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,72,0.12227262909313273,0.14672715491175928,0.16864541647654707,0.12227262909313273,0,0.12227262909313273,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,8.2872517999999999,37,34,20223,passed,
stage1__moderate_seed3302__factory_delta__300s,71,69,3,3,4,0.097818103274506185,0.12227262909313273,0.11004536618381947,0.16864541647654707,73,0.097818103274506185,0.11004536618381947,0.16864541647654707,0.097818103274506185,0,0.097818103274506185,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,74,0.11004536618381947,0.12227262909313273,0.16864541647654707,0.11004536618381947,0,0.11004536618381947,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,8.4674522000000003,39,34,20945,passed,
stage1__moderate_seed3302__factory_delta__300s,72,69,3,3,4,0.12227262909313273,0.14672715491175928,0.134499892002446,0.18777713311089428,75,0.12227262909313273,0.134499892002446,0.18777713311089428,0.12227262909313273,0,0.12227262909313273,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,76,0.134499892002446,0.14672715491175928,0.18777713311089428,0.134499892002446,0,0.134499892002446,0,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,factory-domain,false,8.6653442999999992,40,35,20945,passed,
