elapsed_seconds,event,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_lb_interval_id,global_min_lb_interval_range,global_min_lb_source,open_nodes,route_pool_columns_after_dominance,route_pool_best_incumbent,focused_intensification_passes,last_LB_improvement_time,last_UB_improvement_time,bound_time_seconds,master_time_seconds,pricing_time_seconds,columns,nodes
0.0001707,initial_empty_incumbent,1.00822320985,0,1,0,-1,"","seed_initial",0,0,0,0,0.0001707,0.0001707,0,0,0,0,0
10.1892521,initial_after_seed,0.745474506024,0.0655870045173,0.912019788756,4,0,"[0,0.186369]",cheap_projection_bound,0,11,0.745474506024,0,10.1892521,10.1892521,0,0,0,900367,23548478
34.050741,interval_relaxation_0,0.745474506024,0.217439901173,0.708320137824,3,1,"[0.186369,0.372737]",cheap_projection_bound,0,11,0.745474506024,0,34.050741,10.1892521,23.8612273,0,0,900367,23548478
56.2237093,interval_relaxation_1,0.745474506024,0.403808527679,0.458320137824,2,2,"[0.372737,0.559106]",cheap_projection_bound,0,11,0.745474506024,0,56.2237093,10.1892521,46.0341513,0,0,900367,23548478
81.1113925,interval_relaxation_2,0.745474506024,0.590177154185,0.208320137824,2,3,"[0.559106,0.745475]",cheap_projection_bound,0,11,0.745474506024,0,81.1113925,10.1892521,70.9217707,0,0,900367,23548478
145.9026285,interval_tree_2,0.719065249476,0.590177154185,0.179243949538,2,3,"[0.559106,0.745475]",cheap_projection_bound,0,1062,0.719065249476,0,81.1113925,145.9026285,70.9217707,37.840832,26.7158753,901420,23548479
146.0723229,route_pool_after_candidate_2,0.719065249476,0.590177154185,0.179243949538,2,3,"[0.559106,0.745475]",cheap_projection_bound,1,1062,0.719065249476,0,81.1113925,145.9026285,70.9217707,37.840832,26.7158753,901420,23548479
153.2993974,interval_relaxation_3,0.719065249476,0.590327263168,0.179035193819,1,2,"[0.372737,0.559106]",inventory_route_gini_relaxation,1,1062,0.719065249476,0,153.2993974,145.9026285,78.1480797,37.840832,26.7158753,901420,23548479
181.815354,adaptive_split_child_4,0.719065249476,0.719065249476,0,0,3,"[0.559106,0.745475]",inventory_route_gini_relaxation,0,1062,0.719065249476,0,181.815354,145.9026285,106.6639678,37.840832,26.7158753,901420,23548479
201.7766072,adaptive_split_child_5,0.719065249476,0.683511576421,0.0494442932426,1,5,"[0.465922,0.559106]",inventory_route_gini_relaxation,1,1062,0.719065249476,0,181.815354,145.9026285,126.6251665,37.840832,26.7158753,901420,23548479
222.5619462,adaptive_split_child_6,0.719065249476,0.689651961258,0.0409048945689,1,6,"[0.465922,0.512514]",inventory_route_gini_relaxation,1,1062,0.719065249476,0,181.815354,145.9026285,147.4104643,37.840832,26.7158753,901420,23548479
233.534422,adaptive_split_child_7,0.719065249476,0.689651961258,0.0409048945689,1,6,"[0.465922,0.512514]",inventory_route_gini_relaxation,1,1062,0.719065249476,0,181.815354,145.9026285,158.3828978,37.840832,26.7158753,901420,23548479
256.894943,adaptive_split_child_8,0.719065249476,0.689651961258,0.0409048945689,1,8,"[0.465922,0.489218]",gamma_floor,1,1062,0.719065249476,0,181.815354,145.9026285,181.7433735,37.840832,26.7158753,901420,23548479
275.9793264,adaptive_split_child_9,0.719065249476,0.689651961258,0.0409048945689,2,8,"[0.465922,0.489218]",gamma_floor,2,1062,0.719065249476,0,181.815354,145.9026285,200.8276526,37.840832,26.7158753,901420,23548479
290.1808051,focused_retry_interval_8,0.719065249476,0.689651961258,0.0409048945689,2,8,"[0.465922,0.489218]",gamma_floor,2,1078,0.719065249476,1,181.815354,145.9026285,224.1881283,50.9099904,27.626899,902441,23548480
296.902405,focused_retry_interval_8,0.719065249476,0.689651961258,0.0409048945689,2,8,"[0.465922,0.489218]",gamma_floor,2,1078,0.719065249476,1,181.815354,145.9026285,224.1881283,57.4137185,27.6305035,903446,23548481
302.9889625,final_closure_interval_9,0.719065249476,0.689651961258,0.0409048945689,2,8,"[0.465922,0.489218]",gamma_floor,2,1078,0.719065249476,1,181.815354,145.9026285,243.2724074,63.1010501,27.6337026,904451,23548482
303.1645606,route_pool_before_final_summary,0.719065249476,0.689651961258,0.0409048945689,2,8,"[0.465922,0.489218]",gamma_floor,2,1078,0.719065249476,1,181.815354,145.9026285,243.2724074,63.1010501,27.6337026,904451,23548482
303.1649057,final_summary,0.719065249476,0.689651961258,0.0409048945689,2,8,"[0.465922,0.489218]",gamma_floor,2,1078,0.719065249476,1,181.815354,145.9026285,243.2724074,63.1010501,27.6337026,904451,23548482
