interval_id,gamma_L,gamma_U,status,certificate_basis,solver_status,proven_infeasible,feasible_improving,timeout,best_bound,objective,runtime_seconds,depth,parent_id,time_limit_used,budget_policy,model_type,bound_valid,bound_scope,can_merge_bound,gap_to_cutoff,bound_used_for_merge,closed_by_bound,gini_spread_cuts_added,required_movement_lb,required_movement_cuts_added,global_handling_capacity_lb,global_handling_capacity_cuts_added,transfer_subset_capacity_cuts_added,low_gini_ratio_band_domains_tightened,direct_gini_cap_rows,tight_mccormick_rows,inventory_conservation_rows,movement_reachability_domains,visit_inventory_linking_rows,objective_estimator_cutoff_rows,penalty_lb,support_duration_pair_cuts,support_duration_triple_cuts,transfer_compatibility_cuts,receiver_source_cover_cuts,oracle_strengthening_families_enabled,json_path,lp_path,log_path
6,0.178600291604,0.223250364505,interval_closed,interval_exact_objective_bound_optimal_no_improver,"integer optimal, tolerance",true,false,false,0.35719958383,0.357200583208,26.5675457,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,9.89378415528e-07,0.357200583208,true,66,0,0,0,1,0,11,1,292,2,11,24,1,0.0295892857143,66,220,12,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_strengthening_round2\raw\v12_m1_60s_static_auto_oracle\interval_6.json,results\gf_compact_bc_strengthening_round2\raw\v12_m1_60s_static_auto_oracle\interval_6.lp,results\interval_cutoff_work\regen_candidate_V12_M1_average_interval_cutoff_178600292_223250365_1105364450\interval_cutoff.cplex.log
7,0.223250364505,0.267900437406,interval_closed,interval_exact_cutoff_mip_infeasible,infeasible,true,false,false,0,0,6.098802,0,root,600,per-leaf,original_compact_objective_bound,true,original_fixed_interval,true,0,0.357200583208,true,66,0,0,0,1,0,11,1,292,2,11,24,1,0.0295892857143,66,220,12,0,penalty_final_inventory_domain|movement_reachability_final_inventory_domain|total_station_inventory_conservation|duration_compatibility_singleton_transfer|pairwise_transfer_compatibility|pair_triple_route_duration_support|visit_final_inventory_linking|required_station_movement|global_handling_capacity_pickup_only|direct_gini_cap_floor|gini_pairwise_spread|low_gini_centering_band|interval_tight_mccormick_G_bit|objective_lower_estimator_cutoff|penalty_lower_bound_closure,results\gf_compact_bc_strengthening_round2\raw\v12_m1_60s_static_auto_oracle\interval_7.json,results\gf_compact_bc_strengthening_round2\raw\v12_m1_60s_static_auto_oracle\interval_7.lp,results\interval_cutoff_work\regen_candidate_V12_M1_average_interval_cutoff_223250365_267900437_1105391035\interval_cutoff.cplex.log
