run_id,stage,instance,arm,flow_variant,root_model_rows,root_model_columns,root_model_nonzeros,flow_columns,flow_upper_link_rows,flow_lower_link_rows,flow_station_balance_rows,flow_depot_balance_rows,flow_start_upper_rows,flow_start_lower_rows,flow_total_rows,flow_total_nonzeros,presolve_eliminated_rows_total,presolve_eliminated_columns_total,reduced_model_rows,reduced_model_columns,reduced_model_nonzeros,root_lp_time_seconds,root_uncut_relaxation,post_root_cut_relaxation,native_cut_counts
stage3__moderate_seed3302__f0__1800s,stage3,moderate_seed3302,F0,round20-current,11903,3372,67088,1260,1260,0,60,3,0,0,1323,5160,2184,32,10711,3316,63178,0.36,0.1018,0.112,cover=13|gub_cover=15|flow_cover=210|clique=0|fractional=8|mir=44|flow_path=0|disjunctive=0|implied_bound=496|zero_half=20|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0
stage3__moderate_seed3302__f3__1800s,stage3,moderate_seed3302,F3,normalized-start-coupled,13163,3312,71828,1200,1200,1200,60,3,60,60,2583,9900,2184,32,11971,3256,67858,0.59,0.1018,0.1094,cover=22|gub_cover=9|flow_cover=103|clique=0|fractional=4|mir=43|flow_path=0|disjunctive=0|implied_bound=453|zero_half=13|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=1|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0
stage3__tight_T_seed3101__f0__1800s,stage3,tight_T_seed3101,F0,round20-current,11939,3382,67170,1260,1260,0,60,3,0,0,1323,5160,3376,152,10151,3266,59535,0.39,0.0029,0.0146,cover=24|gub_cover=5|flow_cover=302|clique=0|fractional=5|mir=46|flow_path=0|disjunctive=0|implied_bound=784|zero_half=24|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0
stage3__tight_T_seed3101__f3__1800s,stage3,tight_T_seed3101,F3,normalized-start-coupled,13199,3322,71910,1200,1200,1200,60,3,60,60,2583,9900,3416,156,11391,3204,64052,0.73,0.0029,0.0143,cover=20|gub_cover=7|flow_cover=154|clique=0|fractional=1|mir=54|flow_path=0|disjunctive=0|implied_bound=660|zero_half=37|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0
stage3__tight_T_seed3102__f0__1800s,stage3,tight_T_seed3102,F0,round20-current,11903,3372,67107,1260,1260,0,60,3,0,0,1323,5160,3410,396,10104,3134,53176,0.27,0.4475,0.4611,cover=46|gub_cover=3|flow_cover=278|clique=0|fractional=2|mir=82|flow_path=0|disjunctive=0|implied_bound=727|zero_half=23|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0
stage3__tight_T_seed3102__f3__1800s,stage3,tight_T_seed3102,F3,normalized-start-coupled,13163,3312,71847,1200,1200,1200,60,3,60,60,2583,9900,3876,396,11173,3074,56271,0.34,0.4476,0.4597,cover=53|gub_cover=3|flow_cover=110|clique=0|fractional=2|mir=75|flow_path=0|disjunctive=0|implied_bound=571|zero_half=24|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0
stage4__moderate_seed3301__f0__3600s,stage4,moderate_seed3301,F0,round20-current,11925,3378,67136,1260,1260,0,60,3,0,0,1323,5160,2258,102,10695,3283,60749,0.28,0.0328,0.0345,cover=137|gub_cover=1|flow_cover=175|clique=0|fractional=2|mir=42|flow_path=0|disjunctive=0|implied_bound=2685|zero_half=12|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0
stage4__moderate_seed3301__f3__3600s,stage4,moderate_seed3301,F3,normalized-start-coupled,13185,3318,71876,1200,1200,1200,60,3,60,60,2583,9900,2390,102,11889,3223,64100,0.47,0.0328,0.0347,cover=75|gub_cover=1|flow_cover=43|clique=0|fractional=6|mir=43|flow_path=0|disjunctive=0|implied_bound=1523|zero_half=10|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0
stage4__V12_M2__f0__3600s,stage4,V12_M2,F0,round20-current,11351,1032,113440,312,312,0,24,2,0,0,338,1296,2472,12,10070,1005,107234,0.22,0.3422,0.3788,cover=21|gub_cover=4|flow_cover=116|clique=18|fractional=2|mir=27|flow_path=0|disjunctive=0|implied_bound=366|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0
stage4__V12_M2__f3__3600s,stage4,V12_M2,F3,normalized-start-coupled,11663,1008,114568,288,288,288,24,2,24,24,650,2424,2472,12,10382,981,108338,0.22,0.3423,0.3782,cover=24|gub_cover=2|flow_cover=46|clique=13|fractional=3|mir=29|flow_path=0|disjunctive=0|implied_bound=357|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0
