run_id,stage,instance,instance_class,arm,flow_variant,nominal_process_wall_seconds,native_time_limit_seconds,finalization_reserve_seconds,actual_runtime_seconds,final_process_wall_time_seconds,solver_status,native_status_code,native_status_text,strict_certificate_class,strict_certified_original_problem,strict_rejection_reason,native_objective,native_best_bound,verified_incumbent_objective,serialized_lower_bound,serialized_upper_bound,serialized_gap,native_absolute_gap,native_signed_bound_residual,native_bound_inversion,native_project_relative_gap,native_cplex_relative_gap,verified_absolute_gap,verified_signed_bound_residual,verified_bound_inversion,verified_project_relative_gap,nodes_processed,open_nodes,native_solution_count,simplex_iterations,simplex_iterations_per_processed_node,nodes_per_second,time_to_first_gini_branch,gini_branch_count,ordinary_branch_count,maximum_gini_sibling_delay,native_cut_counts,root_model_rows,root_model_columns,root_model_nonzeros,first_valid_lb_improvement_seconds,last_valid_lb_improvement_seconds,bound_trajectory_path,executable_sha256,root_uncut_relaxation,post_root_cut_relaxation,root_lp_time_seconds,root_completion_elapsed_seconds,maximum_tree_memory_mb,reduced_model_rows,reduced_model_columns,reduced_model_nonzeros,presolve_eliminated_rows_total,presolve_eliminated_columns_total,branch_and_cut_time_seconds
stage1__moderate_seed3302__f0__300s,stage1,moderate_seed3302,V20-control,F0,round20-current,300,294.0,6.0,294.1793697,294.1823384,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.14077536608374377,0.19563620654901237,0.14077536608374377,0.19563620654901237,0.2804227368389727,,,False,,,0.054860840465268595,0.054860840465268595,False,0.2804227368389727,2500,1903,0,1149424,459.7696,8.498216589931051,6.3069497,101,2102,218.28299360000003,cover=4|gub_cover=10|flow_cover=160|clique=0|fractional=6|mir=43|flow_path=0|disjunctive=0|implied_bound=232|zero_half=20|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11903,3372,67088,0.0171941,273.9967664,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f0__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.1018,0.112,0.36,6.3,207.57,10711,3316,63178,2184,32,287.8793697
stage1__moderate_seed3302__f1__300s,stage1,moderate_seed3302,V20-control,F1,zero-return,300,294.0,6.0,294.1974141,294.200205,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.14134849959521661,0.19563620654901237,0.14134849959521661,0.19563620654901237,0.27749314869379843,,,False,,,0.054287706953795756,0.054287706953795756,False,0.27749314869379843,3864,2784,0,1209543,313.02872670807454,13.134037944625156,6.3535061,100,3226,221.6595468,cover=4|gub_cover=5|flow_cover=204|clique=0|fractional=4|mir=42|flow_path=0|disjunctive=0|implied_bound=172|zero_half=21|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11843,3312,66848,0.017419,274.0137919,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f1__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.1018,0.1119,0.33,6.34,306.78,10651,3256,62938,2184,32,287.8574141
stage1__moderate_seed3302__f2__300s,stage1,moderate_seed3302,V20-control,F2,normalized,300,294.0,6.0,294.1776773,294.1812182,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.14073128170262408,0.19563620654901237,0.14073128170262408,0.19563620654901237,0.28064807539923886,,,False,,,0.05490492484638829,0.05490492484638829,False,0.28064807539923886,3343,2266,0,1166331,348.8875261740951,11.36388059992341,7.5295313,98,2712,226.7321311,cover=7|gub_cover=11|flow_cover=82|clique=0|fractional=2|mir=47|flow_path=0|disjunctive=0|implied_bound=298|zero_half=18|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13043,3312,69248,0.017172,273.9773634,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f2__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.1018,0.1093,0.58,7.52,243.3,11851,3256,65338,2184,32,286.65767730000005
stage1__moderate_seed3302__f3__300s,stage1,moderate_seed3302,V20-control,F3,normalized-start-coupled,300,294.0,6.0,294.2013401,294.2041004,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.14044236128552678,0.19563620654901237,0.14044236128552678,0.19563620654901237,0.28212490027840514,,,False,,,0.055193845263485586,0.055193845263485586,False,0.28212490027840514,3698,2253,0,1136416,307.3055705786912,12.56962323401735,7.4615896,106,2881,217.71509569999998,cover=16|gub_cover=8|flow_cover=89|clique=0|fractional=4|mir=39|flow_path=0|disjunctive=0|implied_bound=239|zero_half=12|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=1|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13163,3312,71828,0.0179969,274.0139856,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__f3__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.1018,0.1094,0.59,7.44,238.01,11971,3256,67858,2184,32,286.7613401
stage1__moderate_seed3302__off__300s,stage1,moderate_seed3302,V20-control,off,off,300,294.0,6.0,294.2156213,294.2186249,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.13950178947487607,0.19563620654901237,0.13950178947487607,0.19563620654901237,0.28693265967653614,,,False,,,0.0561344170741363,0.0561344170741363,False,0.28693265967653614,3785,2790,0,1316811,347.90250990752975,12.864714603785723,2.4108279,92,3196,78.7765373,cover=8|gub_cover=0|flow_cover=9|clique=0|fractional=0|mir=15|flow_path=0|disjunctive=0|implied_bound=812|zero_half=22|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,10580,2112,61928,0.0172811,274.0157951,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3302__off__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.1,0.121,0.12,2.39,344.39,9388,2056,58018,2184,32,291.8256213
stage1__tight_T_seed3101__f0__300s,stage1,tight_T_seed3101,V20-control,F0,round20-current,300,294.0,6.0,294.184607,294.1879193,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.03852212818973903,0.10725273413394144,0.03852212818973903,0.10725273413394144,0.6408284739703598,,,False,,,0.06873060594420241,0.06873060594420241,False,0.6408284739703598,4058,1188,0,1490036,367.1848201084278,13.794059591975863,4.8290986,98,2526,152.67414349999999,cover=9|gub_cover=5|flow_cover=207|clique=0|fractional=4|mir=40|flow_path=0|disjunctive=0|implied_bound=376|zero_half=19|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11939,3382,67170,0.0172455,274.0130529,results/gf_global_gini_tree_strict_flow_round/runs/stage1__tight_T_seed3101__f0__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0029,0.0146,0.39,4.81,156.21,10151,3266,59535,3376,152,289.374607
stage1__tight_T_seed3101__f1__300s,stage1,tight_T_seed3101,V20-control,F1,zero-return,300,294.0,6.0,294.1763704,294.1801415,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.03594487249046565,0.10725273413394144,0.03594487249046565,0.10725273413394144,0.6648582175483165,,,False,,,0.0713078616434758,0.0713078616434758,False,0.6648582175483165,3197,1166,0,1533157,479.56115107913666,10.86763017591436,5.6065531,98,2086,162.97881999999998,cover=10|gub_cover=5|flow_cover=209|clique=0|fractional=4|mir=33|flow_path=0|disjunctive=0|implied_bound=310|zero_half=15|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11879,3322,66930,0.0169771,274.0184024,results/gf_global_gini_tree_strict_flow_round/runs/stage1__tight_T_seed3101__f1__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0029,0.015,0.44,5.59,129.08,10093,3208,59308,3372,148,288.5863704
stage1__tight_T_seed3101__f2__300s,stage1,tight_T_seed3101,V20-control,F2,normalized,300,294.0,6.0,294.1754952,294.1781679,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.039446180604892044,0.10725273413394144,0.039446180604892044,0.10725273413394144,0.6322128202752381,,,False,,,0.06780655352904941,0.06780655352904941,False,0.6322128202752381,1316,336,0,1235881,939.1193009118541,4.473520131597963,6.9633883,124,702,139.2267796,cover=3|gub_cover=5|flow_cover=88|clique=0|fractional=4|mir=34|flow_path=0|disjunctive=0|implied_bound=249|zero_half=22|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13079,3322,69330,0.0176395,274.019596,results/gf_global_gini_tree_strict_flow_round/runs/stage1__tight_T_seed3101__f2__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0029,0.015,0.8,6.94,45.16,11277,3204,61658,3404,156,287.2354952
stage1__tight_T_seed3101__f3__300s,stage1,tight_T_seed3101,V20-control,F3,normalized-start-coupled,300,294.0,6.0,294.1782418,294.1821383,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.03937222593801104,0.10725273413394144,0.03937222593801104,0.10725273413394144,0.632902356700376,,,False,,,0.0678805081959304,0.0678805081959304,False,0.632902356700376,3181,702,0,1325703,416.75668028921723,10.813172247329678,6.9295172,125,1816,228.9142969,cover=6|gub_cover=7|flow_cover=104|clique=0|fractional=1|mir=30|flow_path=0|disjunctive=0|implied_bound=215|zero_half=33|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,13199,3322,71910,0.0173303,274.0164922,results/gf_global_gini_tree_strict_flow_round/runs/stage1__tight_T_seed3101__f3__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.0029,0.0143,0.75,6.91,68.47,11391,3204,64052,3416,156,287.2682418
stage1__tight_T_seed3101__off__300s,stage1,tight_T_seed3101,V20-control,off,off,300,294.0,6.0,294.2110883,294.2154076,global_gini_tree_time_limit,108,"time limit exceeded, no integer solution",time_limit_valid_bound,False,none,,0.015704140358849056,0.10725273413394144,0.015704140358849056,0.10725273413394144,0.8535781816131875,,,False,,,0.09154859377509239,0.09154859377509239,False,0.8535781816131875,5495,2937,0,1338639,243.61037306642402,18.6770662919301,1.6599604,102,4114,228.55994819999998,cover=27|gub_cover=0|flow_cover=15|clique=0|fractional=11|mir=27|flow_path=0|disjunctive=0|implied_bound=456|zero_half=23|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,10616,2122,62010,0.0169287,274.0160034,results/gf_global_gini_tree_strict_flow_round/runs/stage1__tight_T_seed3101__off__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.001,0.0063,0.11,1.64,344.92,8835,2017,54411,3362,130,292.5710883
stage1__V12_M2__f0__300s,stage1,V12_M2,V12-control,F0,round20-current,300,294.0,6.0,280.5564811,280.5604681,global_gini_tree_not_certified,101,integer optimal solution,certificate_rejected,False,exact_status_native_bound_not_equal_verified_upper_bound,0.7185040707549651,0.7185040707549651,0.7185040707549709,0.7185040707549651,0.7185040707549709,8.034971495686369e-15,0,0,False,0,0,5.773159728050814e-15,5.773159728050814e-15,False,8.034971495686369e-15,24962,0,1,2198846,88.08773335469914,88.97317182668357,3.4298958,140,12580,133.5579435,cover=21|gub_cover=4|flow_cover=116|clique=18|fractional=2|mir=27|flow_path=0|disjunctive=0|implied_bound=366|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11351,1032,113440,0.0058005,266.2181318,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f0__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.3422,0.3788,0.22,3.42,137.22,10070,1005,107234,2472,12,277.13648109999997
stage1__V12_M2__f1__300s,stage1,V12_M2,V12-control,F1,zero-return,300,294.0,6.0,294.2062743,294.209248,global_gini_tree_time_limit,107,time limit exceeded,time_limit_valid_bound,False,none,0.718504070754971,0.7164002762715835,0.7185040707549709,0.7164002762715835,0.7185040707549709,0.002928020270193887,0.002103794483387489,0.002103794483387489,False,0.002103794483387489,0.002928020269786525,0.002103794483387378,0.002103794483387378,False,0.002928020270193887,26729,1955,1,1951928,73.02660032174792,90.85122356277361,3.2495248,138,14396,131.5608297,cover=23|gub_cover=4|flow_cover=121|clique=14|fractional=2|mir=30|flow_path=0|disjunctive=0|implied_bound=334|zero_half=0|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,11327,1008,113344,0.0066348,279.5970037,results/gf_global_gini_tree_strict_flow_round/runs/stage1__V12_M2__f1__300s/global_bound_trajectory.csv,dfd67bcf4e4dd19cf7096bf5fa16c100d5a6ccefd3bb6df8a30547de39f7136a,0.3422,0.3758,0.2,3.23,210.22,10046,981,107138,2472,12,290.9762743
