instance,diagnostic_kind,secondary_family,secondary_sense,status,blocker,diagnostic_only,feeds_production,source_lp,source_discovery,source_lp_sha256,f0_structural_validation,f0_validation_reason,f0_vehicle_count,f0_station_count,f0_conn_column_count,f0_return_conn_column_count,root_original_objective_optimum,objective_face_tolerance,objective_face_lower,objective_face_upper,solver_reported_objective,reconstructed_original_objective,objective_face_violation,return_flow_face_min,return_flow_face_max,return_flow_face_range,total_conn_flow_face_min,total_conn_flow_face_max,total_conn_flow_face_range,total_return_conn_flow,total_conn_flow,positive_return_count,positive_return_sum,positive_return_max,positive_conn_on_x_at_or_below_small_count,positive_conn_on_x_at_or_below_small_sum,positive_conn_on_x_at_or_below_small_max,positive_flow_threshold,x_small_threshold,solution_status_value,solution_status_string,solution_type_string,solution_method_string,solution_primal_feasible,solution_dual_feasible,solution_variables_reported,expected_diagnostic_variables,missing_expected_solution_variables,missing_expected_solution_variable_examples,simplex_iterations,runner_wall_seconds,basis_status_available,basis_status_unavailable_reason,basis_status_counts,basis_kappa_available,basis_kappa,basis_kappa_unavailable_reason,reduced_costs_available,reduced_costs_unavailable_reason,reduced_cost_count,reduced_cost_min,reduced_cost_max,reduced_cost_max_abs,conn_zero_reduced_cost_count,model_path,model_sha256,model_path_compressed,model_path_sha256,model_path_uncompressed_sha256,command_path,log_path,log_path_compressed,log_path_sha256,log_path_uncompressed_sha256,solution_path,solution_path_compressed,solution_path_sha256,solution_path_uncompressed_sha256,cplex_return_code,runner_timeout,solution_parse_reason
moderate_seed3301,root_original_objective,original,min,completed,,True,False,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f0__300s/global_root.lp.gz,json:results/gf_global_gini_tree_strict_flow_round/raw/stage1__moderate_seed3301__f0__300s.json:global_gini_tree_root_model_path,d217d3c88708d957330530ab34b9a3bbaf82e485f414228c54fc2ebf2d8cd672,True,complete_F0_directed_arc_and_return_flow_family,3,20,1260,60,0.029559107138148355,1e-09,0.029559106138148356,0.029559108138148354,0.029559107138148355,0.029559107138148258,0.0,0.0,52.14171823360466,52.14171823360466,7.858281766397566,429.21499139586626,421.3567096294687,0.0,15.315343170339847,0,0,0.0,0,0,0.0,1e-08,1e-08,1,optimal,basic,dual,1,1,3378,2541,0,,3390,0.22560920007526875,True,,"{""BS"": 1069, ""LL"": 2295, ""UL"": 14}",True,509544.60466034611,,True,,3378,-6.938893903907228e-18,0.15,0.15,1260,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/models/relaxed_original_objective.lp.gz,d1cf081d47ac2c8387adb96a26f3127e85772e59b6238876a1204532503c3655,True,d1cf081d47ac2c8387adb96a26f3127e85772e59b6238876a1204532503c3655,a04d3096fca94e2e69a0a4a82d303b21a11b36956935e1673117bc0b8a364ad0,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/commands/root_original_objective.cplex,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/logs/root_original_objective.log.gz,True,d32f91d1f334110836bd3d21f9c1574c8877a2623fcbdfca1388059710d95d00,b34e1b410ddf84ea286f9e450e3a91945ed96208a3e22589d2d711030ff8b55e,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/solutions/root_original_objective.sol.gz,True,5ea69d2a6a3d2db98b5ba394ac6a65d66d02f51b7b6211966d062d3d29a69cf3,3643501c2981f4fe90bd02d667e0231edad4c231e6f4571f707dbbb074264cae,0,False,parsed_CPLEX_XML_solution
moderate_seed3301,face_min_total_return_flow,return,min,completed,,True,False,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f0__300s/global_root.lp.gz,json:results/gf_global_gini_tree_strict_flow_round/raw/stage1__moderate_seed3301__f0__300s.json:global_gini_tree_root_model_path,d217d3c88708d957330530ab34b9a3bbaf82e485f414228c54fc2ebf2d8cd672,True,complete_F0_directed_arc_and_return_flow_family,3,20,1260,60,0.029559107138148355,1e-09,0.029559106138148356,0.029559108138148354,0.0,0.02955910813814829,0.0,0.0,52.14171823360466,52.14171823360466,7.858281766397566,429.21499139586626,421.3567096294687,0.0,10.890133647538747,0,0,0.0,0,0,0.0,1e-08,1e-08,1,optimal,basic,dual,1,1,3378,2541,0,,3121,0.27032679971307516,True,,"{""BS"": 1010, ""LL"": 2353, ""UL"": 15}",True,55160791.047796287,,True,,3378,0.0,1.0,1.0,1200,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/models/face_min_total_return_flow.lp.gz,3cd3a0d7be5251cd9192c680c6311fcee5a963fea25dfe2948b3e4d0d6a97952,True,3cd3a0d7be5251cd9192c680c6311fcee5a963fea25dfe2948b3e4d0d6a97952,2f02412980170e275aa798d38755fca623d3c42478459e02cdabcfc1814cc89b,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/commands/face_min_total_return_flow.cplex,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/logs/face_min_total_return_flow.log,False,115bf17d2cd1ffb95ae8b7a48c8fe6539513b400e889d43b2c054531126adb76,,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/solutions/face_min_total_return_flow.sol.gz,True,e3f5d07f889220c0ea43409aca2efee79136b94722a0794df7e96ce9d327eb33,89ac08b395a7f38e4ff59f3e440525e1966e490c936bfa9e0ff7f3574dc708af,0,False,parsed_CPLEX_XML_solution
moderate_seed3301,face_max_total_return_flow,return,max,completed,,True,False,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f0__300s/global_root.lp.gz,json:results/gf_global_gini_tree_strict_flow_round/raw/stage1__moderate_seed3301__f0__300s.json:global_gini_tree_root_model_path,d217d3c88708d957330530ab34b9a3bbaf82e485f414228c54fc2ebf2d8cd672,True,complete_F0_directed_arc_and_return_flow_family,3,20,1260,60,0.029559107138148355,1e-09,0.029559106138148356,0.029559108138148354,52.14171823360084,0.02955910813814842,6.591949208711867e-17,0.0,52.14171823360466,52.14171823360466,7.858281766397566,429.21499139586626,421.3567096294687,52.14171823360466,120.70410240935087,16,52.14171823360466,12.160000000000002,0,0,0.0,1e-08,1e-08,1,optimal,basic,dual,1,1,3378,2541,0,,6201,0.40767050022259355,True,,"{""BS"": 1181, ""LL"": 2181, ""UL"": 16}",True,316299686.64402449,,True,,3378,-4987.925160631541,5.578932078981097e-13,4987.925160631541,1260,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/models/face_max_total_return_flow.lp.gz,9e0808d59fc36df2bb63879efebcf6e778b7d0499d91f9af73287095d62a935f,True,9e0808d59fc36df2bb63879efebcf6e778b7d0499d91f9af73287095d62a935f,46fffc72aef8b2ed132b5a398adddbfc916a8f42453b6c1ad82226c0bbf61085,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/commands/face_max_total_return_flow.cplex,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/logs/face_max_total_return_flow.log.gz,True,ac436330a60ec7ff30db1d95642069a310b23dcc4e407e204d442bb92aeea872,14a3645ca3c88dc8bd9a1b44bdbe531aa7c63f030df9fb91ea64ad61b87056b1,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/solutions/face_max_total_return_flow.sol.gz,True,ce7c9dd7de15cccbc15c99bc5967ccfc110a595d0983e9cec4ea3e119450b1d5,feb588cd248226148230498b8abb6b432600bbf7e20f6e7b62cd97ab2df86b5e,0,False,parsed_CPLEX_XML_solution
moderate_seed3301,face_min_total_conn_flow,all,min,completed,,True,False,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f0__300s/global_root.lp.gz,json:results/gf_global_gini_tree_strict_flow_round/raw/stage1__moderate_seed3301__f0__300s.json:global_gini_tree_root_model_path,d217d3c88708d957330530ab34b9a3bbaf82e485f414228c54fc2ebf2d8cd672,True,complete_F0_directed_arc_and_return_flow_family,3,20,1260,60,0.029559107138148355,1e-09,0.029559106138148356,0.029559108138148354,7.858281766395521,0.02955910813814839,3.469446951953614e-17,0.0,52.14171823360466,52.14171823360466,7.858281766397566,429.21499139586626,421.3567096294687,0.0,7.858281766397566,0,0,0.0,0,0,0.0,1e-08,1e-08,1,optimal,basic,dual,1,1,3378,2541,0,,2563,0.18292340030893683,True,,"{""BS"": 922, ""LL"": 2439, ""UL"": 17}",True,55450157.753407598,,True,,3378,-5.684341886080802e-14,4987.925160631688,4987.925160631688,60,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/models/face_min_total_conn_flow.lp.gz,bee6c6d931ab5cfbfac684b8311e1302a2d01b344fdb12925235bef60edf6fad,True,bee6c6d931ab5cfbfac684b8311e1302a2d01b344fdb12925235bef60edf6fad,761756c0280b179f716e09cbd5fd5f9542534a405ef46fdaa6378ecb1fdc904a,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/commands/face_min_total_conn_flow.cplex,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/logs/face_min_total_conn_flow.log,False,c85fc6299db24270be3bdc62a0741d1b0bca7a77b521fbd86b4a4ef94cf868a1,,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/solutions/face_min_total_conn_flow.sol.gz,True,a56bab2f8bced7f8d7f4ede306e7c9c9a7de96507c1423b24553ff4014d1e262,298e42a4070890c46f3f66ad12204b403f84c19afa0385d5cd04e24dd1f2c2df,0,False,parsed_CPLEX_XML_solution
moderate_seed3301,face_max_total_conn_flow,all,max,completed,,True,False,results/gf_global_gini_tree_strict_flow_round/runs/stage1__moderate_seed3301__f0__300s/global_root.lp.gz,json:results/gf_global_gini_tree_strict_flow_round/raw/stage1__moderate_seed3301__f0__300s.json:global_gini_tree_root_model_path,d217d3c88708d957330530ab34b9a3bbaf82e485f414228c54fc2ebf2d8cd672,True,complete_F0_directed_arc_and_return_flow_family,3,20,1260,60,0.029559107138148355,1e-09,0.029559106138148356,0.029559108138148354,429.2149913958274,0.029559108138148358,3.469446951953614e-18,0.0,52.14171823360466,52.14171823360466,7.858281766397566,429.21499139586626,421.3567096294687,29.21499139586624,429.21499139586626,5,29.21499139586624,12.856959451918408,0,0,0.0,1e-08,1e-08,1,optimal,basic,dual,1,1,3378,2541,0,,10749,0.8403629004023969,True,,"{""BS"": 2043, ""LL"": 1315, ""UL"": 20}",True,567815873.65965939,,True,,3378,-181023.21968739838,2.7884805575695282e-11,181023.21968739838,332,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/models/face_max_total_conn_flow.lp.gz,e17364c36e1c42038cead75a437e7045aa62601eeaf479f337fa25973a99a74e,True,e17364c36e1c42038cead75a437e7045aa62601eeaf479f337fa25973a99a74e,cf095a480505fb4c4c7ce0a2e9adfe4f3932a0f16ab7b1201ca9fe23eadc73cc,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/commands/face_max_total_conn_flow.cplex,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/logs/face_max_total_conn_flow.log.gz,True,f8c8687d316aefd65fbf4e5270714bfb1619da68e542f5fe8f89532965d5bd81,56c0044edee7ce48b123c909035c35eb64922f483775d1303877a2dede7aea57,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/moderate_seed3301/solutions/face_max_total_conn_flow.sol.gz,True,196590b851f9b4589bd92fd857928dc77fb6ea3da47dcef6625188d112e958bd,036556e124b2b706a937cf6a29b9dd7aba0100597809cba7061568d4aafca962,0,False,parsed_CPLEX_XML_solution
tight_T_seed3101,root_original_objective,original,min,completed,,True,False,results/gf_global_gini_tree_strict_flow_round/runs/stage1__tight_T_seed3101__f0__300s/global_root.lp.gz,json:results/gf_global_gini_tree_strict_flow_round/raw/stage1__tight_T_seed3101__f0__300s.json:global_gini_tree_root_model_path,6b98e04df6c093bd6b7bdb4687883734cb46e4891c0a2e090f27a3beae3bd676,True,complete_F0_directed_arc_and_return_flow_family,3,20,1260,60,0.0016923772850397437,1e-09,0.0016923762850397438,0.0016923782850397436,0.0016923772850397437,0.0016923772850397298,0.0,0.0,9.488776209987115e-06,9.488776209987115e-06,24.04665373019381,165.4389620354449,141.39230830525108,0.0,26.100040067755266,0,0,0.0,0,0,0.0,1e-08,1e-08,1,optimal,basic,dual,1,1,3382,2541,0,,5929,0.3992514000274241,True,,"{""BS"": 1437, ""LL"": 1929, ""UL"": 16}",True,768556.51825248648,,True,,3382,-8.435092901937224e-17,0.14987353626520383,0.14987353626520383,596,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/models/relaxed_original_objective.lp.gz,26d1daa8eae7db51550975f8ecf7490ca3ab1e8bd4931ffd812768a262c0ef1d,True,26d1daa8eae7db51550975f8ecf7490ca3ab1e8bd4931ffd812768a262c0ef1d,695be2f6b7b7ba896c58711a31fce46006034d563266c2de981322f5794fc425,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/commands/root_original_objective.cplex,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/logs/root_original_objective.log.gz,True,d0f7797629278d3833f20b13b6fc425616e2b3285dacf86d36092076cf7439c4,8ac423160361ee81e734eab19bb0033aab66819adb6457760faa4378fc6b570a,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/solutions/root_original_objective.sol.gz,True,9b8aad1a543c4e78d787ee9b0f137a877a6469602f2951b296c7e177ccb4002d,a5674198e9dd394a81045fe4bb8a6a7f935e3faa77e62f7ef1bc3d00cdf4765f,0,False,parsed_CPLEX_XML_solution
tight_T_seed3101,face_min_total_return_flow,return,min,completed,,True,False,results/gf_global_gini_tree_strict_flow_round/runs/stage1__tight_T_seed3101__f0__300s/global_root.lp.gz,json:results/gf_global_gini_tree_strict_flow_round/raw/stage1__tight_T_seed3101__f0__300s.json:global_gini_tree_root_model_path,6b98e04df6c093bd6b7bdb4687883734cb46e4891c0a2e090f27a3beae3bd676,True,complete_F0_directed_arc_and_return_flow_family,3,20,1260,60,0.0016923772850397437,1e-09,0.0016923762850397438,0.0016923782850397436,0.0,0.0016923782850397473,3.686287386450715e-18,0.0,9.488776209987115e-06,9.488776209987115e-06,24.04665373019381,165.4389620354449,141.39230830525108,0.0,26.16691019233719,0,0,0.0,0,0,0.0,1e-08,1e-08,1,optimal,basic,dual,1,1,3382,2541,0,,4391,0.3021198003552854,True,,"{""BS"": 1470, ""LL"": 1900, ""UL"": 12}",True,570280309.39292777,,True,,3382,0.0,1.0,1.0,1200,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/models/face_min_total_return_flow.lp.gz,6d4c055688600732365c9531cd3786cf6c4f866b82cd33fb8f47a8536cceeb2a,True,6d4c055688600732365c9531cd3786cf6c4f866b82cd33fb8f47a8536cceeb2a,a0f5a186ee29abf4443ec3d0bb3e2c9fb136a6d8f89365ea34d0ce052a98a880,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/commands/face_min_total_return_flow.cplex,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/logs/face_min_total_return_flow.log.gz,True,9c39c9282d09cb7b8ee156bc21a13be5d7aae14cef018b76dbe4e3825b07274d,935f6851d337701d1638b8fe1e572cfe8450328b4d69f26d944f13428593a82d,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/solutions/face_min_total_return_flow.sol.gz,True,06fb61b62d1c7a285eb8ba18f8e8db11de2185c830869c7f746119e44b1de5ad,6cb777df67730e2b7e0452dfeef44c7fdf0169cbf52d1ec1c8fcea2fe9468808,0,False,parsed_CPLEX_XML_solution
tight_T_seed3101,face_max_total_return_flow,return,max,completed,,True,False,results/gf_global_gini_tree_strict_flow_round/runs/stage1__tight_T_seed3101__f0__300s/global_root.lp.gz,json:results/gf_global_gini_tree_strict_flow_round/raw/stage1__tight_T_seed3101__f0__300s.json:global_gini_tree_root_model_path,6b98e04df6c093bd6b7bdb4687883734cb46e4891c0a2e090f27a3beae3bd676,True,complete_F0_directed_arc_and_return_flow_family,3,20,1260,60,0.0016923772850397437,1e-09,0.0016923762850397438,0.0016923782850397436,9.488775958743645e-06,0.0016923782850397228,0.0,0.0,9.488776209987115e-06,9.488776209987115e-06,24.04665373019381,165.4389620354449,141.39230830525108,9.488776209987115e-06,28.406288987411024,1,9.488776209987115e-06,9.488776209987115e-06,0,0,0.0,1e-08,1e-08,1,optimal,basic,dual,1,1,3382,2541,0,,8052,0.4023895999416709,True,,"{""BS"": 1558, ""LL"": 1813, ""UL"": 11}",True,2696697.478791093,,True,,3382,-446.9598089251545,1.2612133559741778e-13,446.9598089251545,513,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/models/face_max_total_return_flow.lp.gz,3dd737626b8bc1bb0275a5bb30004df910e6c25b6318083ffba5461ef49861a6,True,3dd737626b8bc1bb0275a5bb30004df910e6c25b6318083ffba5461ef49861a6,ec1e693021e1dd937987fddd196148e67ffa0cdb4922645d07877067993aed91,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/commands/face_max_total_return_flow.cplex,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/logs/face_max_total_return_flow.log.gz,True,33a228faa6b81e0ff57edc5f014762ee15a12ef3462d5b5220f1eab87449cece,b713ded2c569cf896b44ee0835f1b8e79275272911ab89fd0296e0a3a68b3ce2,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/solutions/face_max_total_return_flow.sol.gz,True,635104b78101d0c6e5dd9ce6237994ca83d4f8583cafe2724578421e8f8e5bae,69e930c28e66e0c7df0dd564bd92d68c01d81684cce189404ff1181bcc579f75,0,False,parsed_CPLEX_XML_solution
tight_T_seed3101,face_min_total_conn_flow,all,min,completed,,True,False,results/gf_global_gini_tree_strict_flow_round/runs/stage1__tight_T_seed3101__f0__300s/global_root.lp.gz,json:results/gf_global_gini_tree_strict_flow_round/raw/stage1__tight_T_seed3101__f0__300s.json:global_gini_tree_root_model_path,6b98e04df6c093bd6b7bdb4687883734cb46e4891c0a2e090f27a3beae3bd676,True,complete_F0_directed_arc_and_return_flow_family,3,20,1260,60,0.0016923772850397437,1e-09,0.0016923762850397438,0.0016923782850397436,24.04665372997988,0.0016923782850397258,0.0,0.0,9.488776209987115e-06,9.488776209987115e-06,24.04665373019381,165.4389620354449,141.39230830525108,0.0,24.04665373019381,0,0,0.0,0,0,0.0,1e-08,1e-08,1,optimal,basic,dual,1,1,3382,2541,0,,5296,0.3667366001754999,True,,"{""BS"": 1485, ""LL"": 1886, ""UL"": 11}",True,829162027.14500809,,True,,3382,-3.2105162972584367e-10,128488.22836531358,128488.22836531358,544,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/models/face_min_total_conn_flow.lp.gz,af1fbff8d46b157708b8af3ddd325471f89245b3ef495250897102a4da5e00a8,True,af1fbff8d46b157708b8af3ddd325471f89245b3ef495250897102a4da5e00a8,9dbf197e1e5bdaa093160fa8dad9d969cb0bcd2383d77a73d9dd14a1ba77a92e,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/commands/face_min_total_conn_flow.cplex,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/logs/face_min_total_conn_flow.log.gz,True,e6836859bb6270ea2694c93e748a5cd60b89df1b9ceaf9254a570bd7b409489e,9863d8c1f86023081bbd3e306abf0b9d320a750c6a22439bad13e023651711b0,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/solutions/face_min_total_conn_flow.sol.gz,True,fa88a60d8ce9750d4a3e7b4d2d1c4aa1534ab343dad5b00360a5fab8a6a6327d,85113dfbd4b95c12a00708213443703eb41612f01a8e8801f52cc031f9016579,0,False,parsed_CPLEX_XML_solution
tight_T_seed3101,face_max_total_conn_flow,all,max,completed,,True,False,results/gf_global_gini_tree_strict_flow_round/runs/stage1__tight_T_seed3101__f0__300s/global_root.lp.gz,json:results/gf_global_gini_tree_strict_flow_round/raw/stage1__tight_T_seed3101__f0__300s.json:global_gini_tree_root_model_path,6b98e04df6c093bd6b7bdb4687883734cb46e4891c0a2e090f27a3beae3bd676,True,complete_F0_directed_arc_and_return_flow_family,3,20,1260,60,0.0016923772850397437,1e-09,0.0016923762850397438,0.0016923782850397436,165.4389620354632,0.0016923782850397427,0.0,0.0,9.488776209987115e-06,9.488776209987115e-06,24.04665373019381,165.4389620354449,141.39230830525108,0.0,165.4389620354449,0,0,0.0,0,0,0.0,1e-08,1e-08,1,optimal,basic,dual,1,1,3382,2541,0,,11042,0.6972431000322104,True,,"{""BS"": 1753, ""LL"": 1616, ""UL"": 13}",True,769853291.96608114,,True,,3382,-520243.510127319,3.6925484891980886e-10,520243.510127319,288,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/models/face_max_total_conn_flow.lp.gz,c5939ef86e737bb796ae4b50ed7c572a2cab4ffff34f3a125ed8b6018e5da536,True,c5939ef86e737bb796ae4b50ed7c572a2cab4ffff34f3a125ed8b6018e5da536,d2c34ee73fd42dcd0983dcefea42f3c999c777248ba522f747b918b3398b121d,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/commands/face_max_total_conn_flow.cplex,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/logs/face_max_total_conn_flow.log.gz,True,ffd033cd231b0e57d710052baafeca7b0853d55d1ccf89508d698fe57ca67841,0d1d885ad61c41fc22f5016b9c2a6aae56ce9027c8fbc5b18e84e7864b916bb2,results/gf_global_gini_tree_strict_flow_round/diagnostics/flow_degeneracy/tight_T_seed3101/solutions/face_max_total_conn_flow.sol.gz,True,faecd9b0ce5174bff60fcb63737c99dfa5feacef42fbbd9bd930319f8626aed2,6828470c9454a78d25f387f69cf0e5643e9c6d0f8840d3269102586be3f1fe4e,0,False,parsed_CPLEX_XML_solution
