parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L1,1.63629,L1.0,0,1,L1.1,1.66262,0,1.66262,1e-07,"complete_child_lp_infeasibility"
L2,1.58233,L2.0,1.58278,0,L2.1,1.68721,0,1.58278,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.0,1.59108,L2.0.0,1.58838,0,L2.0.1,1.62783,0,1.58838,1e-07,"no_strict_child_disjunction_gain"
L1.1,1.66262,L1.1.0,0,1,L1.1.1,1.67482,0,1.67482,1e-07,"complete_child_lp_infeasibility"
L1.1.1,1.67482,L1.1.1.0,0,1,L1.1.1.1,1.68084,0,1.68084,1e-07,"complete_child_lp_infeasibility"
L1.1.1.1,1.68084,L1.1.1.1.0,0,1,L1.1.1.1.1,1.68385,0,1.68385,1e-07,"complete_child_lp_infeasibility"
L1.1.1.1.1,1.68385,L1.1.1.1.1.0,1.73901,0,L1.1.1.1.1.1,1.68535,0,1.68535,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L1.1.1.1.1.1,1.68535,L1.1.1.1.1.1.0,1.71092,0,L1.1.1.1.1.1.1,1.68611,0,1.68611,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L1.1.1.1.1.1.1,1.68611,L1.1.1.1.1.1.1.0,1.69827,0,L1.1.1.1.1.1.1.1,1.68648,0,1.68648,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L2.1,1.68721,L2.1.0,1.68721,0,L2.1.1,1.74658,0,1.68721,1e-07,"no_strict_child_disjunction_gain"
L1.1.1.1.1.1.1.1,1.6977,L1.1.1.1.1.1.1.1.0,1.69254,0,L1.1.1.1.1.1.1.1.1,1.68667,0,1.68667,1e-07,"no_strict_child_disjunction_gain"
L1.1.1.1.1.1.1.0,1.69827,L1.1.1.1.1.1.1.0.0,1.7045,0,L1.1.1.1.1.1.1.0.1,1.69846,0,1.69846,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L1.1.1.1.1.1.0,1.71092,L1.1.1.1.1.1.0.0,1.72569,0,L1.1.1.1.1.1.0.1,1.71131,0,1.71131,1e-07,"normalized_child_disjunction_gain_reaches_rho"
L1.1.1.1.1.1.0.1,1.71131,L1.1.1.1.1.1.0.1.0,1.71867,0,L1.1.1.1.1.1.0.1.1,1.7115,0,1.7115,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L1.1.1.1.1.1.0.0,1.72569,L1.1.1.1.1.1.0.0.0,1.73314,0,L1.1.1.1.1.1.0.0.1,1.72589,0,1.72589,1e-07,"small_positive_disjunction_gain_requires_parent_native_target"
L1.1.1.1.1.0,1.73901,L1.1.1.1.1.0.0,0,1,L1.1.1.1.1.0.1,1.73982,0,1.73982,1e-07,"complete_child_lp_infeasibility"
L1.1.1.1.1.0.1,1.73982,L1.1.1.1.1.0.1.0,0,1,L1.1.1.1.1.0.1.1,1.74023,0,1.74023,1e-07,"complete_child_lp_infeasibility"
L1.1.1.1.1.0.1.1,1.74023,L1.1.1.1.1.0.1.1.0,1.74777,0,L1.1.1.1.1.0.1.1.1,1.74043,0,1.74043,1e-07,"normalized_child_disjunction_gain_reaches_rho"
