run_id,instance,decision_sequence,interval_id,profile_version,profile_valid,failure_reason,eligible_variable_count,excluded_gini_variable_count,invalid_variable_count,phi_L,phi_R,left_min,left_mean,left_max,right_min,right_mean,right_max,fixed_left_count,fixed_right_count,parent_model_sha256,left_model_sha256,right_model_sha256
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","round48-canonical-interval-sensitive-v1",1,"none",592,1,0,0.095439189189189186,0.0043717144866247809,0,0.095439189189189186,0.5,0,0.0043717144866247809,0.59999999999999998,0,0,189351aec15b0e96c7e886e99e61aa2cb51710a987ca5a9c297ba6ae73146095,d32e46c8b6899b8c6ce6def8a75d4b2dd5d13d0b1a099019e88fed77350a1271,95a776c446f2ddf28aea2f930d25074ec594866f3eff1ac3d8792a8caba0ef2c
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",2,"L0.0","round48-canonical-interval-sensitive-v1",1,"none",592,1,0,0.095439189189189186,0.0015976383698497075,0,0.095439189189189186,0.5,0,0.0015976383698497075,0.40000000000000002,0,0,d32e46c8b6899b8c6ce6def8a75d4b2dd5d13d0b1a099019e88fed77350a1271,72f3911d04e7f89d952f64ff540e348a5323f343f624c2f5f3c68e019909a8d2,f5b68c51035f3a7413f186bad2af9efc816ee7a3388d9232a77634c4d1fbfade
