run_id,instance,decision_sequence,interval_id,variable,family,parent_lower,parent_upper,parent_width,width_tolerance,left_lower,left_upper,left_width,c_L,right_lower,right_upper,right_width,c_R,fixed_left,fixed_right,equal_weight
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","W_SP","ratio_penalty_product",0,93.370270087918328,93.370270087918328,9.9999999999999995e-08,0,93.370270087918328,93.370270087918328,0,0,64.727516514353013,64.727516514353013,0.30676524279725259,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_1","final_inventory",0,27,27,9.9999999999999995e-08,0,27,27,0,0,27,27,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_10","final_inventory",0,25,25,9.9999999999999995e-08,0,25,25,0,6,18,12,0.52000000000000002,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_11","final_inventory",0,27,27,9.9999999999999995e-08,0,27,27,0,0,27,27,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_12","final_inventory",2,38,36,9.9999999999999995e-08,2,38,36,0,2,38,36,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_13","final_inventory",0,44,44,9.9999999999999995e-08,0,44,44,0,0,44,44,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_14","final_inventory",0,40,40,9.9999999999999995e-08,0,40,40,0,1,27,26,0.34999999999999998,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_15","final_inventory",0,38,38,9.9999999999999995e-08,0,38,38,0,0,38,38,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_16","final_inventory",3,37,34,9.9999999999999995e-08,3,37,34,0,4,32,28,0.17647058823529416,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_17","final_inventory",0,34,34,9.9999999999999995e-08,0,34,34,0,0,34,34,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_18","final_inventory",0,34,34,9.9999999999999995e-08,0,34,34,0,3,34,31,0.088235294117647078,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_19","final_inventory",0,21,21,9.9999999999999995e-08,0,21,21,0,3,21,18,0.1428571428571429,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_2","final_inventory",4,14,10,9.9999999999999995e-08,4,14,10,0,7,11,4,0.59999999999999998,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_20","final_inventory",0,34,34,9.9999999999999995e-08,0,34,34,0,0,34,34,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_3","final_inventory",0,23,23,9.9999999999999995e-08,0,23,23,0,6,23,17,0.26086956521739135,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_5","final_inventory",0,37,37,9.9999999999999995e-08,0,37,37,0,0,37,37,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_6","final_inventory",0,29,29,9.9999999999999995e-08,0,29,29,0,0,29,29,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_7","final_inventory",3,49,46,9.9999999999999995e-08,3,49,46,0,3,49,46,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","Y_8","final_inventory",0,35,35,9.9999999999999995e-08,0,35,35,0,5,35,30,0.1428571428571429,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_10_0","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_10_1","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_10_2","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_10_3","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_10_4","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_10_5","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_11_0","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_11_1","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_11_2","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_11_3","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_11_4","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_12_0","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_12_1","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_12_2","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_12_3","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_12_4","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_12_5","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_13_0","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_13_1","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_13_2","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_13_3","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_13_4","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_13_5","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_14_0","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_14_1","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_14_2","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_14_3","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_14_4","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_14_5","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_15_0","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_15_1","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_15_2","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_15_3","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_15_4","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_15_5","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_16_0","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_16_1","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_16_2","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_16_3","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_16_4","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_16_5","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_17_0","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_17_1","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_17_2","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_17_3","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
"stage3_300s__moderate_seed3301__K1-AMF","moderate_seed3301.txt",1,"L0","bit_17_4","inventory_bit",0,1,1,9.9999999999999995e-08,0,1,1,0,0,1,1,0,0,0,1
