instance_id,role,cap_seconds,decision_index,stable_interval_id,candidate_interval_id,stable_action,candidate_action,stable_gamma_L,stable_gamma_U,candidate_gamma_L,candidate_gamma_U,stable_reason,candidate_reason,classification
tight_T_seed3102,tight3102,3600,0,L0.0,L0.0,native-target,native-target,0,0.30035221834255404,0,0.30035221834255404,adaptive_mass_score_below_tau_native_target,adaptive_mass_score_below_tau_native_target,bound_or_telemetry_change
moderate_seed3301,moderate3301,3600,0,L0,L0,split,native-target,0,0.04915255266474515,0,0.04915255266474515,adaptive_mass_score_reaches_tau,adaptive_mass_score_below_tau_native_target,materially_changed_action
moderate_seed3301,moderate3301,3600,1,L0.0,L0,exact-close,exact-close,0,0.024576276332372575,0,0.04915255266474515,adaptive_mass_no_strict_child_improvement,adaptive_mass_no_strict_child_improvement,bound_or_telemetry_change
moderate_seed3302,moderate3302,3600,0,L0,L0,native-target,native-target,0,0.19563620654901237,0,0.19563620654901237,adaptive_mass_score_below_tau_native_target,adaptive_mass_score_below_tau_native_target,bound_or_telemetry_change
round54_generalization_moderate_3600_V50_M2_Q20_seed1123418787,additional V50,3600,0,L0,L0,native-target,native-target,0,0.72751297198715226,0,0.72751297198715226,adaptive_mass_score_below_tau_native_target,adaptive_mass_score_below_tau_native_target,bound_or_telemetry_change
