state_id,arm,policy,mode,cap_seconds,executable_sha256,completion_status,rows,columns,nonzeros,station_state_formulation,selector_variables,perspective_variables,aggregate_mccormick_rows,engineering_gate,certificate,false_certificate,lower_bound,verified_upper_bound,gap,normalized_gap_integral,work,time_seconds,nodes,simplex_iterations,root_bound,root_work,root_time_seconds,model_build_seconds,peak_memory_gb,artifact_dir
C1,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,1200,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,failed,3757,1402,16028,bit-product,0,0,0,True,False,False,0.6471163175329864,0.6471164334555021,1.7913702960484084e-07,0.009903627182481427,56.21245087379639,35.622242,2193,218268,0.116107,4.16343,2.93299,0.0278847,0.065155849,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_confirmation_1200s/F0-CLEAN/C1
C2,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,1200,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,3757,1402,16174,bit-product,0,0,0,True,True,False,1e+100,0.6471164334555021,0,0.000809270456611636,13.644224709072239,8.8023511,1513,105469,0.404994,2.82055,1.97091,0.0288565,0.0376552,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_confirmation_1200s/F0-CLEAN/C2
C3,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,1200,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,capped,10905,3382,53522,bit-product,0,0,0,True,False,False,0.0703899283940932,0.10725273413394144,0.34370038244258194,0.44433237489964106,2462.9245070953384,1198.0624353,10208,5797156,0.00419461,26.8908,12.2942,0.0822102,0.224594408,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_confirmation_1200s/F0-CLEAN/C3
C4,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,1200,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,10863,3370,53686,bit-product,0,0,0,True,True,False,1.7493134520506333,1.7493134520506337,2.5386485728414124e-16,0.004544789276049841,306.9041562390463,165.5028405,3411,579810,1.59014,21.4469,10.3322,0.0847446,0.149600423,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_confirmation_1200s/F0-CLEAN/C4
C5,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,1200,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,capped,10870,3372,53446,bit-product,0,0,0,True,False,False,0.14626691295187808,0.19563620654901237,0.2523525397880065,0.25739383512825975,2347.2274777618964,1198.0465133,7707,4343375,0.118099,41.6445,18.1441,0.0839988,0.167333109,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_confirmation_1200s/F0-CLEAN/C5
C6,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,1200,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,1275,479,4696,bit-product,0,0,0,True,True,False,0.9216631288916903,0.921663128891689,0,9.130193110021e-05,0.795390837886861,0.8746611,1,3008,0.74703,0.795391,0.827778,0.0131158,0.010669856,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_confirmation_1200s/F0-CLEAN/C6
C7,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,1200,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,1740,636,6877,bit-product,0,0,0,True,True,False,0.7442437167109502,0.7442437167109502,0,0.0001281991933834658,1.058003595534643,1.0362502,131,5934,0.564406,0.775017,0.75651,0.0214507,0.014166888,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_confirmation_1200s/F0-CLEAN/C7
C8,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,1200,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,1289,483,4987,bit-product,0,0,0,True,True,False,0.29708658014676775,0.2970865801467679,5.605552886687172e-16,0.00015685128113832958,1.0478059125308412,0.9525728,356,10916,0.131419,0.581479,0.502046,0.0150697,0.010776066,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_confirmation_1200s/F0-CLEAN/C8
C9,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,1200,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,1774,726,7318,bit-product,0,0,0,True,True,False,0.023397909764811594,0.023397909764811306,0,0.00048047949966864106,2.418344860838968,2.0102891,886,51471,0.0127011,0.544406,0.424314,0.0177623,0.010815276,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_confirmation_1200s/F0-CLEAN/C9
C1,VD-P,round55-vd-p,solve,1200,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,3746,1702,16412,vd-p,217,217,0,True,True,False,0.6471164334554965,0.6471164334555021,8.578232349136435e-15,0.0072157923953786755,50.31103836859105,30.5651223,1713,206134,0.137543,5.02585,3.44563,0.0394507,0.061202891,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_confirmation_1200s/VD-P/C1
