state_id,arm,f0_root_bound,arm_root_bound,bound_gain,strict_gain,numerically_equal,bound_loss,root_work_ratio,root_time_ratio,simplex_iterations
D1,F0-CLEAN,0.020977495607439202,0.020977495607439202,0.0,False,True,False,1.0,1.0,647
D1,SF-MC4,0.020977495607439202,0.02810034899870812,0.0071228533912689185,True,False,False,0.9880194510209723,1.038458716940897,585
D1,VD-P,0.020977495607439202,0.028100348998708,0.007122853391268797,True,False,False,1.334363422980661,1.2692293584608332,973
D1,VD-J,0.020977495607439202,0.0335387072649571,0.012561211657517897,True,False,False,1.466192046203262,1.6923027546225313,975
D2,F0-CLEAN,0.1585879001582244,0.1585879001582244,0.0,False,True,False,1.0,1.0,686
D2,SF-MC4,0.1585879001582244,0.21789364519694063,0.05930574503871622,True,False,False,1.001210792590393,1.0526276163200732,552
D2,VD-P,0.1585879001582244,0.21789364519694063,0.05930574503871622,True,False,False,1.0079813297521898,1.1052677809511429,648
D2,VD-J,0.1585879001582244,0.22748684117240264,0.06889894101417823,True,False,False,1.0116881811889467,1.210523013591289,648
D3,F0-CLEAN,0.09394825539359326,0.09394825539359326,0.0,False,True,False,1.0,1.0,1080
D3,SF-MC4,0.09394825539359326,0.11406632217227713,0.02011806677868387,True,False,False,0.951382775539743,1.052627616321458,956
D3,VD-P,0.09394825539359326,0.11406632217227713,0.02011806677868387,True,False,False,1.0293143640496538,1.026313808160729,1096
D3,VD-J,0.09394825539359326,0.12556467410481517,0.03161641871122191,True,False,False,0.8740253263664733,0.9473661095230435,1055
D4,F0-CLEAN,0.09394825539359326,0.09394825539359326,0.0,False,True,False,1.0,1.0,1226
D4,SF-MC4,0.09394825539359326,0.11536162388816693,0.021413368494573662,True,False,False,0.7679349631313328,0.8085090193413711,998
D4,VD-P,0.09394825539359326,0.11536162388816687,0.021413368494573606,True,False,False,0.6647223307441851,0.7872339346270134,1059
D4,VD-J,0.09394825539359326,0.12556467410481517,0.03161641871122191,True,False,False,0.7395275746542774,0.8723444189707172,1025
D5,F0-CLEAN,0.32496933294190866,0.32496933294190866,0.0,False,True,False,1.0,1.0,1686
D5,SF-MC4,0.32496933294190866,0.3249693329419088,1.1102230246251565e-16,False,True,False,0.7864285884686597,0.8358219046491278,1517
