state_id,arm,f0_root_bound,arm_root_bound,bound_gain,strict_gain,numerically_equal,bound_loss,root_work_ratio,root_time_ratio,simplex_iterations
D5,VD-P,0.32496933294190866,0.32496933294190883,1.6653345369377348e-16,False,True,False,1.1626036067610819,1.23880676682276,1873
D5,VD-J,0.32496933294190866,0.3249693329419089,2.220446049250313e-16,False,True,False,1.1065579736634643,1.1940302756378103,1847
D6,F0-CLEAN,0.2092648777189227,0.2092648777189227,0.0,False,True,False,1.0,1.0,1140
D6,SF-MC4,0.2092648777189227,0.23545472379538562,0.026189846076462936,True,False,False,0.8407163864636232,0.9393983180667441,914
D6,VD-P,0.2092648777189227,0.23545472379538565,0.026189846076462964,True,False,False,0.822107198182762,0.8787894113263908,837
D6,VD-J,0.2092648777189227,0.241659572976177,0.0323946952572543,True,False,False,1.0705539895681782,1.1515186544473346,1030
D7,F0-CLEAN,0.20926487771892258,0.20926487771892258,0.0,False,True,False,1.0,1.0,1060
D7,SF-MC4,0.20926487771892258,0.23698601925871568,0.027721141539793104,True,False,False,1.0972309049396465,1.0909097477069813,1108
D7,VD-P,0.20926487771892258,0.2369860192587159,0.027721141539793326,True,False,False,1.4351159999638077,1.5151504204681625,1414
D7,VD-J,0.20926487771892258,0.24798458885195762,0.038719711133035045,True,False,False,1.254260875939185,1.3333381498612973,1289
D8,F0-CLEAN,0.5280661958710967,0.5280661958710967,0.0,False,True,False,1.0,1.0,892
D8,SF-MC4,0.5280661958710967,0.5280661958710968,1.1102230246251565e-16,False,True,False,1.12537788226981,1.1851897638700108,926
D8,VD-P,0.5280661958710967,0.5280661958710968,1.1102230246251565e-16,False,True,False,1.0452359182593987,1.074077671614797,827
D8,VD-J,0.5280661958710967,0.5280661958710968,1.1102230246251565e-16,False,True,False,1.040457540402521,1.0370432509743799,827
D9,F0-CLEAN,0.407329005858862,0.407329005858862,0.0,False,True,False,1.0,1.0,3843
D9,SF-MC4,0.407329005858862,0.4514081464398258,0.044079140580963794,True,False,False,1.0271968061578662,1.154981806280308,3834
D9,VD-P,0.407329005858862,0.45140814643982596,0.04407914058096396,True,False,False,1.0233936476000252,1.066421151165983,3443
D9,VD-J,0.407329005858862,0.4825587966375847,0.07522979077872272,True,False,False,1.3961605322210544,1.512915956980695,4720
D10,F0-CLEAN,0.436990114912075,0.436990114912075,0.0,False,True,False,1.0,1.0,3906
D10,SF-MC4,0.436990114912075,0.4782436884182095,0.04125357350613451,True,False,False,0.9088655848237226,0.972136762231035,3708
D10,VD-P,0.436990114912075,0.47824368841820963,0.04125357350613462,True,False,False,1.148782063887358,1.2043343470423862,4336
D10,VD-J,0.436990114912075,0.498094330611535,0.06110421569946001,True,False,False,1.2506323497918563,1.2941177773175814,5295
D11,F0-CLEAN,0.5083293653137351,0.5083293653137351,0.0,False,True,False,1.0,1.0,3643
D11,SF-MC4,0.5083293653137351,0.5110108437681026,0.002681478454367503,True,False,False,0.9907095174909145,1.0317456112547405,3085
D11,VD-P,0.5083293653137351,0.5110108437681026,0.002681478454367503,True,False,False,1.202164722332989,1.2341269578453573,4332
D11,VD-J,0.5083293653137351,0.5123984302300919,0.004069064916356835,True,False,False,1.5877853609189874,1.5952373068147985,4636
D12,F0-CLEAN,0.051828010205628126,0.051828010205628126,0.0,False,True,False,1.0,1.0,1444
D12,SF-MC4,0.051828010205628126,0.06898286467133635,0.017154854465708226,True,False,False,0.9415146988901921,1.0199985694867613,1384
D12,VD-P,0.051828010205628126,0.06898286467133646,0.017154854465708337,True,False,False,1.1657032528172637,1.5800014305012389,1610
D12,VD-J,0.051828010205628126,0.07103679460244927,0.019208784396821145,True,False,False,1.252652496153021,1.3399995231555872,1712
D13,F0-CLEAN,2.266258441484437,2.266258441484437,0.0,False,True,False,1.0,1.0,3344
D13,SF-MC4,2.266258441484437,2.2720184198099846,0.005759978325547532,True,False,False,0.8869887214263268,0.9330710102663444,3036
D13,VD-P,2.266258441484437,2.2720184198099846,0.005759978325547532,True,False,False,1.1286278391740283,1.153543473383335,3768
D13,VD-J,2.266258441484437,2.277172707412817,0.010914265928379852,True,False,False,1.1681124920912018,1.232283571735402,4064
D14,F0-CLEAN,0.03318151554899494,0.03318151554899494,0.0,False,True,False,1.0,1.0,2313
D14,SF-MC4,0.03318151554899494,0.03622946255121375,0.0030479470022188107,True,False,False,0.8969309532157765,0.9102567433535068,2180
D14,VD-P,0.03318151554899494,0.03622946255121374,0.003047947002218797,True,False,False,1.2084811629977492,1.20513028208167,2872
D14,VD-J,0.03318151554899494,0.0424590747978436,0.009277559248848662,True,False,False,1.317838801203076,1.307693130634682,3065
C1,F0-CLEAN,0.05182801020562817,0.05182801020562817,0.0,False,True,False,1.0,1.0,1720
C1,SF-MC4,0.05182801020562817,0.06898286467133642,0.017154854465708254,True,False,False,0.8568727908780276,0.8688538686449591,1576
C1,VD-P,0.05182801020562817,0.06898286467133542,0.017154854465707255,True,False,False,0.8453436884580172,0.8688538686449591,1324
C1,VD-J,0.05182801020562817,0.07141912341361678,0.019591113207988613,True,False,False,0.8983293771906323,0.9344269343224796,1539
C2,F0-CLEAN,0.3657945977979301,0.3657945977979301,0.0,False,True,False,1.0,1.0,1289
C2,SF-MC4,0.3657945977979301,0.36579459779793017,5.551115123125783e-17,False,True,False,1.0268672072627216,1.0,1351
C2,VD-P,0.3657945977979301,0.36579459779793017,5.551115123125783e-17,False,True,False,1.2926448444951484,1.2600004768324131,1566
C2,VD-J,0.3657945977979301,0.36579459779793017,5.551115123125783e-17,False,True,False,1.2358070372853143,1.1400042915357165,1602
C3,F0-CLEAN,0.0016923772850397315,0.0016923772850397315,0.0,False,True,False,1.0,1.0,3915
C3,SF-MC4,0.0016923772850397315,0.0020776175269072647,0.0003852402418675332,True,False,False,1.059855464935213,0.9781932482256698,3905
C3,VD-P,0.0016923772850397315,0.002077617526907255,0.00038524024186752364,True,False,False,1.0680203801654364,1.018690970994585,3951
C3,VD-J,0.0016923772850397315,0.005482624668692873,0.0037902473836531414,True,False,False,1.2592472433326203,1.186914909103291,4323
C4,F0-CLEAN,1.5823276849906989,1.5823276849906989,0.0,False,True,False,1.0,1.0,3123
C4,SF-MC4,1.5823276849906989,1.5950310963222083,0.012703411331509429,True,False,False,1.1165183113536556,1.2136360237411814,3471
C4,VD-P,1.5823276849906989,1.5950310963222083,0.012703411331509429,True,False,False,1.6879986284217974,1.7863628925335997,4358
C4,VD-J,1.5823276849906989,1.5998279462515643,0.017500261260865457,True,False,False,1.7887761077079154,1.840908721455039,4635
C5,F0-CLEAN,0.09872587083631805,0.09872587083631805,0.0,False,True,False,1.0,1.0,5395
C5,SF-MC4,0.09872587083631805,0.10886035165306221,0.01013448081674416,True,False,False,0.7458042940245044,0.7716701295328295,3833
C5,VD-P,0.09872587083631805,0.1088604298557325,0.010134559019414444,True,False,False,1.0026317126551445,1.0274841650763114,5433
C5,VD-J,0.09872587083631805,0.13370000938813106,0.034974138551813014,True,False,False,1.3748532721136557,1.4228330374514855,6675
C6,F0-CLEAN,0.5026571225758327,0.5026571225758327,0.0,False,True,False,1.0,1.0,423
C6,SF-MC4,0.5026571225758327,0.5973901079350902,0.09473298535925745,True,False,False,1.1759564052631626,1.0000298027060819,473
C6,VD-P,0.5026571225758327,0.5973901079350902,0.09473298535925745,True,False,False,1.1022025166088405,1.0000298027060819,462
C6,VD-J,0.5026571225758327,0.6002923082764087,0.09763518570057594,True,False,False,0.9880177540065973,1.0000298027060819,431
C7,F0-CLEAN,0.44597530983282496,0.44597530983282496,0.0,False,True,False,1.0,1.0,632
C7,SF-MC4,0.44597530983282496,0.5064186262491001,0.060443316416275095,True,False,False,1.0398570332259005,1.0833482346794303,611
C7,VD-P,0.44597530983282496,0.5064186262490996,0.06044331641627465,True,False,False,1.2805267646196588,1.1666964693588608,764
C7,VD-J,0.44597530983282496,0.523226733015828,0.07725142318300304,True,False,False,1.0957630604050022,0.9166716337912918,488
C8,F0-CLEAN,0.04948831687771692,0.04948831687771692,0.0,False,True,False,1.0,1.0,457
C8,SF-MC4,0.04948831687771692,0.05885630395610891,0.009367987078391996,True,False,False,1.1289197442400303,0.8888712283892582,409
C8,VD-P,0.04948831687771692,0.05885630395610891,0.009367987078391996,True,False,False,1.055652331454771,0.8888712283892582,421
C8,VD-J,0.04948831687771692,0.07121491415007983,0.02172659727236291,True,False,False,1.6489830195783364,1.2222045616855548,629
C9,F0-CLEAN,0.007186509571167966,0.007186509571167966,0.0,False,True,False,1.0,1.0,279
C9,SF-MC4,0.007186509571167966,0.009578007784616639,0.0023914982134486725,True,False,False,1.0411532685397311,1.285728882792969,270
C9,VD-P,0.007186509571167966,0.009578007784616639,0.0023914982134486725,True,False,False,1.290867293599869,1.285728882792969,444
C9,VD-J,0.007186509571167966,0.012484002702702742,0.0052974931315347765,True,False,False,1.3445586203303375,1.4285762942167037,402
V50_HIGH,F0-CLEAN,4.859985150554705,4.859985150554705,0.0,False,True,False,1.0,1.0,7008
V50_HIGH,SF-MC4,4.859985150554705,5.078085468148078,0.21810031759337356,True,False,False,0.8926624259520495,0.9946263222506182,5738
V50_HIGH,VD-P,4.859985150554705,5.078085468148078,0.21810031759337356,True,False,False,0.8212052111434391,0.8339033094410845,6439
V50_HIGH,VD-J,4.859985150554705,5.08198175861628,0.22199660806157517,True,False,False,1.2045406792535678,1.2271616657386606,6573
V50_MODERATE,F0-CLEAN,0.2062443546142864,0.2062443546142864,0.0,False,True,False,1.0,1.0,8235
V50_MODERATE,SF-MC4,0.2062443546142864,0.23198787132441934,0.025743516710132947,True,False,False,0.6884596172618581,0.8194960613172757,6159
V50_MODERATE,VD-P,0.2062443546142864,0.2319878713244195,0.025743516710133113,True,False,False,0.6769621845848718,0.7067327397654054,5945
V50_MODERATE,VD-J,0.2062443546142864,0.2800079796630042,0.07376362504871783,True,False,False,1.2341874027923678,1.2771582002301303,7831
V50_TIGHT2400,F0-CLEAN,0.7659013626954277,0.7659013626954277,0.0,False,True,False,1.0,1.0,6757
V50_TIGHT2400,SF-MC4,0.7659013626954277,0.8592575935497518,0.0933562308543241,True,False,False,0.6923643186030275,0.7917448348605625,5539
V50_TIGHT2400,VD-P,0.7659013626954277,0.859257593549751,0.09335623085432321,True,False,False,0.8365130045105734,0.8616322324031632,6107
V50_TIGHT2400,VD-J,0.7659013626954277,0.90140626333352,0.13550490063809228,True,False,False,0.6926321080322428,0.7453095728864246,5734
V50_TIGHT2550,F0-CLEAN,2.636649760328599,2.636649760328599,0.0,False,True,False,1.0,1.0,5540
V50_TIGHT2550,SF-MC4,2.636649760328599,2.788695167067849,0.15204540673925004,True,False,False,1.0105462980387185,1.1659750832096798,5081
V50_TIGHT2550,VD-P,2.636649760328599,2.788695167067842,0.15204540673924294,True,False,False,0.7854486738669977,0.853586263359194,5345
V50_TIGHT2550,VD-J,2.636649760328599,2.8383544709427575,0.2017047106141585,True,False,False,0.8231150845310872,0.8393597267076817,5268
