stage,state_id,arm,baseline_certificate,candidate_certificate,certificate_gain,certificate_loss,baseline_work,candidate_work,shifted_work_ratio,baseline_gi,candidate_gi,gi_ratio,baseline_gap,candidate_gap,severe_regression,severe_reason,material_improvement,material_reason
revision_1_development_300s,D1,SF-R1,False,False,0,0,429.8354374348869,395.05741458834206,0.9192777106414304,0.06114530278676258,0.12779169441919702,2.0899674806381503,0.0030436553790953694,0.11078153608359746,True,capped_gi_regression,False,none
revision_1_development_300s,D2,SF-R1,True,True,0,0,5.887136926710325,6.309254869836162,1.0612907725834142,0.00397275931636252,0.004096770538668463,1.0312153876938794,4.101926814885713e-08,0,False,none,False,none
revision_1_development_300s,D3,SF-R1,True,True,0,0,237.58013341940048,166.94604197362074,0.7039397604761503,0.0835239971413031,0.0642385427984058,0.7691028326860373,2.1926290088907398e-16,0,False,none,True,exact_work_reduction
revision_1_development_300s,D4,SF-R1,True,True,0,0,76.62864505252162,96.30190446632133,1.2534278345382592,0.026761131456046153,0.03126353644819351,1.168244193986121,0,2.1926290088907398e-16,False,none,False,none
revision_1_development_300s,D5,SF-R1,True,True,0,0,2.410371655279133,2.8453271582308393,1.1275390329609416,0.0007039374226479062,0.0005217466106904992,0.7411832276038576,0,0,False,none,False,none
revision_1_development_300s,D6,SF-R1,True,True,0,0,6.662700217151986,7.1613097032642745,1.0650696845736198,0.002216217033847593,0.0023196883081034333,1.0466882406501112,0,0,False,none,False,none
revision_1_development_300s,D7,SF-R1,True,True,0,0,3.558399959665791,2.949491472063792,0.8664205657709241,0.0013803169452464281,0.0011776758835880354,0.8531923684560667,0,0,False,none,False,none
revision_1_development_300s,D8,SF-R1,True,True,0,0,0.25206055457594456,0.20591839037068385,0.9631470186991967,0.0003399463572312593,0.0002765122659577403,0.8133997034015409,0,0,False,none,False,none
revision_1_development_300s,D9,SF-R1,False,False,0,0,617.1794734658391,541.4401671494397,0.87748006919129,0.11564180757622185,0.10807356272406914,0.9345544227411104,0.09418432312166912,0.09184653617698221,False,none,False,none
revision_1_development_300s,D10,SF-R1,True,True,0,0,199.30559044359478,140.19618360185007,0.7049038585950517,0.015426898910169195,0.011803064294231426,0.7650963659770866,0,0,False,none,True,exact_work_reduction
revision_1_development_300s,D11,SF-R1,False,True,1,0,596.9508154453792,540.7749920855433,0.9060527690425612,0.04436931513873662,0.037852614950841176,0.8531259685354222,0.017409653703374613,3.9142659440347166e-10,False,none,True,certificate_gain
revision_1_development_300s,D12,SF-R1,True,False,0,1,115.8245560515515,91.48199584566558,0.7916314769033301,0.05259579043801944,0.044530861816282685,0.8466620892200987,1.3725171758618295e-15,2.4512314241223874e-07,True,lost_baseline_certificate,False,none
revision_1_development_300s,D13,SF-R1,True,True,0,0,469.8380750590921,440.820665448825,0.9383707241462466,0.019391779221539583,0.016971369077171443,0.875183699412438,0,9.087513909173653e-16,False,none,False,none
revision_1_development_300s,D14,SF-R1,False,False,0,0,599.1760068650227,495.0622932238389,0.8265280310270741,0.08664990673722274,0.06794961039834098,0.7841856149323154,0.023186130249457863,0.02097439747489399,False,none,False,none
