instance_id,role,V,M,Q,T,arm,preset,inner_policy,cap_seconds,completion_status,certificate,correctness_gate,false_certificate,lower_bound,verified_upper_bound,gap,work,process_time_seconds,initial_root_range,split_count,interval_count,adaptive_score_count,adaptive_action_sha256,native_target_count,exact_parent_closure_count,fixed_interval_model_count,model_build_seconds,lp_work,terminal_mip_work,peak_memory_gb,executable_sha256,artifact_dir,gi_300s,gi_1200s,gi_1800s
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,startup/easy V12,12,3,30,3600.0,K1-AM-SF,paper-k1-am-sf,interval-mip-core-no-exhaustive-subset-duration,1800,optimal,True,True,False,0.021337006039780563,0.021337006039780566,1.6260233256180372e-16,3.4429308961956693,7.7725444,"[0,0.021337006039780566]",0,1,2,f4dee2a9e14af06121c2378cd260cd176c2d30019ce8c0d47ad53c2f3f9c7d44,1,0,3,0.1148948,0.21369164833976279,2.9917907121287133,0.026201268,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-AM-SF__1800s,0.019767268326380528,0.004941817081595132,0.0032945447210634216
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,startup/easy V12,12,3,30,3600.0,K1-AM-SF-CANDIDATE,research-k1-am-sf-vdp,round55-vd-p,1800,optimal,True,True,False,0.021337006039780757,0.021337006039780566,0.0,2.4210878306835477,7.2060469,"[0,0.021337006039780566]",0,1,2,73d20241d3378bae4c2ae6ba113485f97d6e6e0c3ad33444a14abdb652b99df4,1,0,3,0.137411,0.24432953406474017,1.9428622845920567,0.026126345,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/round39_small_easy_V12_M3_Q30_slot08_seed1167625600__K1-AM-SF-CANDIDATE__1800s,0.019309089079917654,0.0048272722699794135,0.0032181815133196087
tight_T_seed3102,tight3102,20,3,30,3600.0,K1-AM-SF,paper-k1-am-sf,interval-mip-core-no-exhaustive-subset-duration,1800,round31_c6_external_gini_tree_time_limit,False,True,False,0.5606144827981202,0.6007044366851081,0.0667382350432068,3600.4029464318346,1798.0447247,"[0,0.60070443668510809]",1,2,2,95826af82a1d2927b031b726f7e58e30c8c35a41062325e55937fc851979af54,1,0,5,0.6002275,2.707593618554021,3596.520855577329,0.207741861,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/tight_T_seed3102__K1-AM-SF__1800s,0.20435168591654734,0.11447193774361604,0.09977382918988058
tight_T_seed3102,tight3102,20,3,30,3600.0,K1-AM-SF-CANDIDATE,research-k1-am-sf-vdp,round55-vd-p,1800,optimal,True,True,False,0.6007044366851051,0.6007044366851081,4.99014487562255e-15,1213.1992909627902,642.0520198,"[0,0.60070443668510809]",1,2,2,a7f86945bc7eb495d0c4ae3a8092c05f1543e359ab9d1269abb8aad1d7bb232b,1,0,5,0.6109131,3.2398481847373746,1208.534249222031,0.176264584,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/tight_T_seed3102__K1-AM-SF-CANDIDATE__1800s,0.15604835463063751,0.04857506919845193,0.03238337946563462
tight_T_seed3101,tight3101,20,3,30,3600.0,K1-AM-SF,paper-k1-am-sf,interval-mip-core-no-exhaustive-subset-duration,1800,round31_c6_external_gini_tree_time_limit,False,True,False,0.06624605604039017,0.10725273413394144,0.3823369019417306,3589.9276677825987,1798.0440591,"[0,0.10725273413394144]",0,1,1,99334a08813846382bd19d5996eb0e76c0aa304d38e825665df278e329e17350,0,0,3,0.3469805,2.635842496327455,3587.2918252862714,0.209197089,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/tight_T_seed3101__K1-AM-SF__1800s,0.5642201249639074,0.48746842894037795,0.45860953729131504
tight_T_seed3101,tight3101,20,3,30,3600.0,K1-AM-SF-CANDIDATE,research-k1-am-sf-vdp,round55-vd-p,1800,round31_c6_external_gini_tree_time_limit,False,True,False,0.07540855867390733,0.10725273413394144,0.2969078198068671,3286.6559771473344,1798.0397658,"[0,0.10725273413394144]",0,1,1,99334a08813846382bd19d5996eb0e76c0aa304d38e825665df278e329e17350,0,0,3,0.3701854,2.5110224411335613,3284.1449547062007,0.25367178,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/tight_T_seed3101__K1-AM-SF-CANDIDATE__1800s,0.533912839287711,0.4471386613684508,0.4077180129807919
high_imbalance_seed3201,high-imbalance 3201,20,3,30,3600.0,K1-AM-SF,paper-k1-am-sf,interval-mip-core-no-exhaustive-subset-duration,1800,optimal,True,True,False,2.443403191943199,2.4434031919432,3.635005563669461e-16,970.6039194826874,556.025398,"[0,0.94999999999999996]",4,5,3,3d55dfa379f3da02b2dd335a53b96c782df8296e33dde84cdaf72970b46e7cf7,5,0,13,1.4269226000000002,7.729895180686117,954.2874664211972,0.228516733,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/high_imbalance_seed3201__K1-AM-SF__1800s,0.07626715743961873,0.026110455128085318,0.017406970085390213
high_imbalance_seed3201,high-imbalance 3201,20,3,30,3600.0,K1-AM-SF-CANDIDATE,research-k1-am-sf-vdp,round55-vd-p,1800,optimal,True,True,False,2.4434031651514516,2.4434031919432,1.0964931397212678e-08,654.9866332458569,363.2471214,"[0,0.94999999999999996]",4,5,3,55cb1b5580ec53b9c7093eb61332e1affb0beaac8e6932ccda1b1aebcf8816a5,4,0,13,1.5123953,10.930228495617284,636.1929655517752,0.172522881,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/high_imbalance_seed3201__K1-AM-SF-CANDIDATE__1800s,0.07423108491092091,0.019582586412968422,0.013055057608645615
high_imbalance_seed3202,high-imbalance 3202,20,3,30,3600.0,K1-AM-SF,paper-k1-am-sf,interval-mip-core-no-exhaustive-subset-duration,1800,optimal,True,True,False,1.7493134517141697,1.7493134520506337,1.9234058218890098e-10,627.6730860617545,351.2053919,"[0,0.94999999999999996]",3,4,2,5a73681c276a6fbbd18221432cd7673e7d2ffffcddb0b511d8b1963b72cf226f,3,0,9,0.9899729000000002,5.252714645649406,407.48614614898827,0.156335547,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/high_imbalance_seed3202__K1-AM-SF__1800s,0.08890403784712729,0.022807102736469628,0.015204735157646417
high_imbalance_seed3202,high-imbalance 3202,20,3,30,3600.0,K1-AM-SF-CANDIDATE,research-k1-am-sf-vdp,round55-vd-p,1800,optimal,True,True,False,1.749313452050293,1.7493134520506337,1.9471434553693635e-13,363.16314410548875,210.2575852,"[0,0.94999999999999996]",3,4,2,5a73681c276a6fbbd18221432cd7673e7d2ffffcddb0b511d8b1963b72cf226f,4,0,9,1.0354176,6.07716199390733,96.86293357696557,0.177721392,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/high_imbalance_seed3202__K1-AM-SF-CANDIDATE__1800s,0.07657465106716806,0.019143662766792014,0.012762441844528008
moderate_seed3301,moderate3301,20,3,30,3600.0,K1-AM-SF,paper-k1-am-sf,interval-mip-core-no-exhaustive-subset-duration,1800,round31_c6_external_gini_tree_time_limit,False,True,False,0.04796472692368177,0.04915255266474515,0.024166104844344193,3130.247810891886,1798.0391967,"[0,0.04915255266474515]",1,2,2,8053f38ec41e1ea5ef68487b6002b27addbf2d695e16f2cd3e9d849080f20936,2,0,5,0.5897622,2.2334122533500005,2954.041606533409,0.245698465,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/moderate_seed3301__K1-AM-SF__1800s,0.22188168372627667,0.07435866155091342,0.05762780931539035
moderate_seed3301,moderate3301,20,3,30,3600.0,K1-AM-SF-CANDIDATE,research-k1-am-sf-vdp,round55-vd-p,1800,round31_c6_external_gini_tree_time_limit,False,True,False,0.04838816283393133,0.04915255266474515,0.01555137606031353,3240.1111745510907,1798.0367294,"[0,0.04915255266474515]",0,1,2,09bf29430dabf0e56db74959ddd6256d22fb9306758cbe1ddf567ec4298fd7a8,1,0,3,0.36751049999999996,1.709954436685678,3235.22973923568,0.278840348,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/moderate_seed3301__K1-AM-SF-CANDIDATE__1800s,0.2161832081430614,0.07541536971039403,0.05554405350032872
moderate_seed3302,moderate3302,20,3,30,3600.0,K1-AM-SF,paper-k1-am-sf,interval-mip-core-no-exhaustive-subset-duration,1800,round31_c6_external_gini_tree_time_limit,False,True,False,0.14681696995661786,0.19563620654901237,0.24954090785932265,3596.178592583921,1798.0416925,"[0,0.19563620654901237]",0,1,2,5d93152d2fbeb554400ca5b3df11aca884f263f1c4906540370e1e3350eb2cf7,1,0,3,0.3500109,3.4168970204320925,3591.276002766766,0.237288156,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/moderate_seed3302__K1-AM-SF__1800s,0.3186773250403829,0.27096920983956074,0.2642408836598026
moderate_seed3302,moderate3302,20,3,30,3600.0,K1-AM-SF-CANDIDATE,research-k1-am-sf-vdp,round55-vd-p,1800,round31_c6_external_gini_tree_time_limit,False,True,False,0.15983726928153616,0.19563620654901237,0.18298727980348348,3546.5096872196364,1798.0408413,"[0,0.19563620654901237]",0,1,2,dde4b4cb821cbc3d59fa35ca46cdee67d84437a87272ee0fc65c41b519f6410c,1,0,3,0.3719994,3.402541199416699,3540.5291113298144,0.308229811,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/moderate_seed3302__K1-AM-SF-CANDIDATE__1800s,0.2597933214956122,0.20930046525569124,0.2013239197960652
round54_generalization_high_imbalance_3600_V20_M2_Q20_seed1146056210,additional V20,20,2,20,3600.0,K1-AM-SF,paper-k1-am-sf,interval-mip-core-no-exhaustive-subset-duration,1800,optimal,True,True,False,2.8778363079632703,2.8778363079632703,0.0,702.7006230966382,370.2476906,"[0,0.94999999999999996]",1,2,2,9d8ede844a5216d01cfbfd3e91f78c38e2d9143e0c24a59b5c2c2361eb8bd70d,1,0,5,0.4333082,1.6212169692571843,700.5654864991586,0.091634271,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/round54_generalization_high_imbalance_3600_V20_M2_Q20_seed1146056210__K1-AM-SF__1800s,0.08322775122165786,0.021413614865103587,0.01427574324340239
round54_generalization_high_imbalance_3600_V20_M2_Q20_seed1146056210,additional V20,20,2,20,3600.0,K1-AM-SF-CANDIDATE,research-k1-am-sf-vdp,round55-vd-p,1800,optimal,True,True,False,2.8778363079632663,2.8778363079632703,1.3888221778254021e-15,281.81366383607855,167.4456898,"[0,0.94999999999999996]",1,2,2,7ae19b315249d22cbcd2f1bd0daa5934f57351d9e2cf5a904c3750742c2e989a,1,0,5,0.4643827000000001,2.018481412366576,278.3687606860164,0.105032392,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/round54_generalization_high_imbalance_3600_V20_M2_Q20_seed1146056210__K1-AM-SF-CANDIDATE__1800s,0.07414066393453435,0.018535165983633587,0.012356777322422392
round54_generalization_moderate_3600_V20_M2_Q30_seed1642261739,additional V20,20,2,30,3600.0,K1-AM-SF,paper-k1-am-sf,interval-mip-core-no-exhaustive-subset-duration,1800,optimal,True,True,False,0.20911579678818368,0.20911580108493782,2.0547247623727294e-08,2990.038917480306,1414.2254655,"[0,0.23614830535240436]",0,1,2,1fb8b808bc22ae8f9f0dbaa13605045d08ce7105bf3d62d53edbffe88700bf61,1,0,3,0.2799631,1.10513089059029,2988.2258976242274,0.179816475,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/round54_generalization_moderate_3600_V20_M2_Q30_seed1642261739__K1-AM-SF__1800s,0.3869493555617959,0.22530325299335616,0.16570160602153716
round54_generalization_moderate_3600_V20_M2_Q30_seed1642261739,additional V20,20,2,30,3600.0,K1-AM-SF-CANDIDATE,research-k1-am-sf-vdp,round55-vd-p,1800,optimal,True,True,False,0.20911580108493763,0.20911580108493782,9.290977931910887e-16,352.390873329964,213.2567368,"[0,0.23614830535240436]",0,1,2,e5f57fd30324e93a65116f5104f0993b8c2ea31a00bdc014bf3e29b82192a406,1,0,3,0.2991622,1.2727929675148837,350.0140738083508,0.148275263,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/round54_generalization_moderate_3600_V20_M2_Q30_seed1642261739__K1-AM-SF-CANDIDATE__1800s,0.2260679412936518,0.05651698532341295,0.03767799021560863
round54_generalization_tight_T_2400_V20_M3_Q20_seed694334990,additional V20,20,3,20,2400.0,K1-AM-SF,paper-k1-am-sf,interval-mip-core-no-exhaustive-subset-duration,1800,optimal,True,True,False,0.6927131563039286,0.6927131563039286,0.0,1327.7587773095727,656.2733214,"[0,0.6927131563039286]",0,1,2,42a6d780a68a1e3dff8118a48893c0f992ced3aa9f1af6de0d4dbed255b0871d,1,0,3,0.3474644,2.1534963339912325,1324.6712214983208,0.149135607,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/round54_generalization_tight_T_2400_V20_M3_Q20_seed694334990__K1-AM-SF__1800s,0.18562596434848358,0.06002816456528789,0.04001877637685859
round54_generalization_tight_T_2400_V20_M3_Q20_seed694334990,additional V20,20,3,20,2400.0,K1-AM-SF-CANDIDATE,research-k1-am-sf-vdp,round55-vd-p,1800,optimal,True,True,False,0.6927131563039284,0.6927131563039286,3.2054336330174884e-16,420.7933297969609,223.7399518,"[0,0.6927131563039286]",0,1,2,be9da56a36444f2b058a010398b8b35325fe642302571d45502fe8323d481bd2,1,0,3,0.3638028,2.605155846799945,416.7468986583168,0.176095292,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/round54_generalization_tight_T_2400_V20_M3_Q20_seed694334990__K1-AM-SF-CANDIDATE__1800s,0.08866179085328808,0.02216544771332202,0.01477696514221468
round54_generalization_moderate_3600_V50_M2_Q20_seed1123418787,additional V50,50,2,20,3600.0,K1-AM-SF,paper-k1-am-sf,interval-mip-core-no-exhaustive-subset-duration,1800,round31_c6_external_gini_tree_time_limit,False,True,False,0.6003094672147915,0.6740399981388079,0.1093859876678012,4872.702910510392,1798.102578,"[0,0.72751297198715226]",0,1,2,5cddb424dd8f07a89022bdadd7ab1d970d6d331e4aaa04f263a7c390023e65b8,1,0,3,3.2094056,13.023832717479117,4842.2279006859,0.833890148,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/round54_generalization_moderate_3600_V50_M2_Q20_seed1123418787__K1-AM-SF__1800s,0.3043898844039146,0.2193482375056722,0.20613483314986797
round54_generalization_moderate_3600_V50_M2_Q20_seed1123418787,additional V50,50,2,20,3600.0,K1-AM-SF-CANDIDATE,research-k1-am-sf-vdp,round55-vd-p,1800,round31_c6_external_gini_tree_time_limit,False,True,False,0.6539177910689216,0.6740399981388079,0.029853135014908227,4802.538627869453,1798.1079221,"[0,0.72751297198715226]",0,1,2,35d5d9fecb9bf9f202e257ad5a19ee49a07f1f3e36cf86d5bbd941363f173e11,1,0,3,3.3210095000000006,12.510480886432095,4772.710858248719,0.845310533,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/round54_generalization_moderate_3600_V50_M2_Q20_seed1123418787__K1-AM-SF-CANDIDATE__1800s,0.24040026630087497,0.14949970389160597,0.13387191215517932
round54_generalization_tight_T_2400_V50_M2_Q30_seed554739910,additional V50,50,2,30,2400.0,K1-AM-SF,paper-k1-am-sf,interval-mip-core-no-exhaustive-subset-duration,1800,optimal,True,True,False,4.132970635049536,4.132970635049537,2.1490073318400913e-16,172.52637523666797,99.6867365,"[0,0.97999999999999998]",1,2,2,6f6219fd4c2477810a964afb1004b7c0429617159c8de9b5ee45f4860bf6e015,1,0,5,4.601749,14.61382577740739,150.7178583530905,0.477671931,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/round54_generalization_tight_T_2400_V50_M2_Q30_seed554739910__K1-AM-SF__1800s,0.04054644188158511,0.010136610470396278,0.0067577403135975185
round54_generalization_tight_T_2400_V50_M2_Q30_seed554739910,additional V50,50,2,30,2400.0,K1-AM-SF-CANDIDATE,research-k1-am-sf-vdp,round55-vd-p,1800,optimal,True,True,False,4.132970635049531,4.132970635049537,1.2894043991040548e-15,133.82874706417164,78.0745164,"[0,0.97999999999999998]",1,2,2,4119bb8b955ca382a590ae5e91befe480c27ae72bd4eb97f3c5de5d9b1b89e23,1,0,5,4.6436705,17.78200997278266,108.9349110073576,0.458221548,3af8caf33b0437c6609871d11855be32e9a65f3e351e645de1c0751a10c3f397,results/gf_k1_am_sf_station_state_chain_round55/local_raw/k1_integration/round54_generalization_tight_T_2400_V50_M2_Q30_seed554739910__K1-AM-SF-CANDIDATE__1800s,0.03951350782399777,0.009878376955999442,0.006585584637332962
