state_id,arm,policy,mode,cap_seconds,executable_sha256,completion_status,rows,columns,nonzeros,station_state_formulation,selector_variables,perspective_variables,aggregate_mccormick_rows,engineering_gate,certificate,false_certificate,lower_bound,verified_upper_bound,gap,normalized_gap_integral,work,time_seconds,nodes,simplex_iterations,root_bound,root_work,root_time_seconds,model_build_seconds,peak_memory_gb,artifact_dir
D1,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,capped,3764,1404,16888,bit-product,0,0,0,True,False,False,0.044864580845733915,0.04500155005562836,0.0030436553790953694,0.06114530278676258,429.8354374348869,298.0299131,34136,5369970,0.0318546,2.27425,1.47713,0.0313172,0.07524243,results/gf_k1_am_sf_station_state_chain_round55/local_raw/revision_1_development_300s/F0-CLEAN/D1
D2,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,2650,1037,10431,bit-product,0,0,0,True,True,False,0.5045438314681878,0.5045438521642074,4.101926814885713e-08,0.00397275931636252,5.887136926710325,4.3493319,1036,63167,0.207378,1.80014,1.50562,0.0209408,0.019458915,results/gf_k1_am_sf_station_state_chain_round55/local_raw/revision_1_development_300s/F0-CLEAN/D2
D3,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,3757,1402,16319,bit-product,0,0,0,True,True,False,0.5063433075652058,0.506343307565206,2.1926290088907398e-16,0.0835239971413031,237.58013341940048,156.1216054,30167,1403089,0.110065,3.31881,2.28169,0.0435572,0.092616807,results/gf_k1_am_sf_station_state_chain_round55/local_raw/revision_1_development_300s/F0-CLEAN/D3
D4,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,3757,1402,16319,bit-product,0,0,0,True,True,False,0.5063433075652061,0.506343307565206,0,0.026761131456046153,76.62864505252162,51.5589851,11847,433563,0.111279,2.94331,1.90085,0.0306499,0.05524511,results/gf_k1_am_sf_station_state_chain_round55/local_raw/revision_1_development_300s/F0-CLEAN/D4
D5,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,3757,1402,16465,bit-product,0,0,0,True,True,False,1e+100,0.506422789224163,0,0.0007039374226479062,2.410371655279133,1.7006746,39,8494,0.333313,2.03148,1.37201,0.0302017,0.030931828,results/gf_k1_am_sf_station_state_chain_round55/local_raw/revision_1_development_300s/F0-CLEAN/D5
D6,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,2731,1014,11129,bit-product,0,0,0,True,True,False,0.7062530985290787,0.7062530985290749,0,0.002216217033847593,6.662700217151986,4.7161857,1661,66266,0.373761,1.44041,1.11273,0.0217939,0.022348705,results/gf_k1_am_sf_station_state_chain_round55/local_raw/revision_1_development_300s/F0-CLEAN/D6
D7,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,2731,1014,11129,bit-product,0,0,0,True,True,False,0.7062530985290773,0.7062530985290749,0,0.0013803169452464281,3.558399959665791,2.7377759,609,26789,0.381768,1.41823,1.02084,0.0217089,0.020490372,results/gf_k1_am_sf_station_state_chain_round55/local_raw/revision_1_development_300s/F0-CLEAN/D7
D8,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,2731,1014,11271,bit-product,0,0,0,True,True,False,1e+100,0.7062530985290749,0,0.0003399463572312593,0.25206055457594456,0.2538538,1,946,0.65489,0.156668,0.10726,0.0228383,0.012213276,results/gf_k1_am_sf_station_state_chain_round55/local_raw/revision_1_development_300s/F0-CLEAN/D8
D9,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,capped,10870,3372,53465,bit-product,0,0,0,True,False,False,0.5441274959197376,0.6007044366851081,0.09418432312166912,0.11564180757622185,617.1794734658391,298.0427101,1446,1301270,0.442623,34.5047,15.8405,0.0841403,0.161635502,results/gf_k1_am_sf_station_state_chain_round55/local_raw/revision_1_development_300s/F0-CLEAN/D9
D10,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,10870,3372,53465,bit-product,0,0,0,True,True,False,1e+100,0.6007044366851081,0,0.015426898910169195,199.30559044359478,103.8180385,802,264564,0.464036,26.6136,13.3399,0.0834677,0.146988239,results/gf_k1_am_sf_station_state_chain_round55/local_raw/revision_1_development_300s/F0-CLEAN/D10
D11,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,capped,10870,3372,53705,bit-product,0,0,0,True,False,False,0.5902463804643396,0.6007044366851081,0.017409653703374613,0.04436931513873662,596.9508154453792,298.0444102,3716,1701720,0.5137,52.9256,24.4833,0.0858087,0.15451604,results/gf_k1_am_sf_station_state_chain_round55/local_raw/revision_1_development_300s/F0-CLEAN/D11
D12,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,3757,1402,16028,bit-product,0,0,0,True,True,False,0.6471164334555012,0.6471164334555021,1.3725171758618295e-15,0.05259579043801944,115.8245560515515,70.6927395,8854,674544,0.113165,4.32582,2.97492,0.0311317,0.056999938,results/gf_k1_am_sf_station_state_chain_round55/local_raw/revision_1_development_300s/F0-CLEAN/D12
D13,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,10884,3376,53713,bit-product,0,0,0,True,True,False,2.4434031919432027,2.4434031919432,0,0.019391779221539583,469.8380750590921,260.4358375,14010,1335194,2.27124,19.8176,11.4675,0.0837662,0.139302514,results/gf_k1_am_sf_station_state_chain_round55/local_raw/revision_1_development_300s/F0-CLEAN/D13
D14,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,solve,300,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,capped,10891,3378,53488,bit-product,0,0,0,True,False,False,0.04801289517656703,0.04915255266474515,0.023186130249457863,0.08664990673722274,599.1760068650227,298.0419427,5874,2480092,0.0399624,20.221,9.41415,0.0842716,0.143398422,results/gf_k1_am_sf_station_state_chain_round55/local_raw/revision_1_development_300s/F0-CLEAN/D14
D1,SF-R1,round55-sf-r1-remove-triple-duration,solve,300,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,capped,3104,1404,12928,bit-product,0,0,0,True,False,False,0.04227145411203819,0.04753776021008514,0.11078153608359746,0.12779169441919702,395.05741458834206,298.0187286,30429,5294098,0.0318546,2.80215,1.92671,0.0241735,0.065440736,results/gf_k1_am_sf_station_state_chain_round55/local_raw/revision_1_development_300s/SF-R1/D1
D2,SF-R1,round55-sf-r1-remove-triple-duration,solve,300,5151efab9fbd82b91004e2255e60f112707278033d74549a4b0705000b681264,exact,2290,1037,9225,bit-product,0,0,0,True,True,False,0.5045438521642107,0.5045438521642074,0,0.004096770538668463,6.309254869836162,4.6480535,1190,71035,0.206865,1.82805,1.47925,0.0205498,0.016351128,results/gf_k1_am_sf_station_state_chain_round55/local_raw/revision_1_development_300s/SF-R1/D2
