state_id,arm,model_bytes,rows,columns,nonzeros,peak_memory_available,peak_memory_gb,audit_note
D1,F0-CLEAN,340445,3764,1404,16888,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D2,F0-CLEAN,187598,2650,1037,10431,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D3,F0-CLEAN,319220,3757,1402,16319,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D4,F0-CLEAN,319232,3757,1402,16319,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D5,F0-CLEAN,324935,3757,1402,16465,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D6,F0-CLEAN,210160,2731,1014,11129,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D7,F0-CLEAN,210172,2731,1014,11129,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D8,F0-CLEAN,215715,2731,1014,11271,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D9,F0-CLEAN,1136412,10870,3372,53465,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D10,F0-CLEAN,1136412,10870,3372,53465,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D11,F0-CLEAN,1145859,10870,3372,53705,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D12,F0-CLEAN,309071,3757,1402,16028,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D13,F0-CLEAN,1146091,10884,3376,53713,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D14,F0-CLEAN,1138163,10891,3378,53488,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
C1,F0-CLEAN,309071,3757,1402,16028,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
C2,F0-CLEAN,314788,3757,1402,16174,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
C3,F0-CLEAN,1137655,10905,3382,53522,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
C4,F0-CLEAN,1144844,10863,3370,53686,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
C5,F0-CLEAN,1136345,10870,3372,53446,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
C6,F0-CLEAN,87870,1275,479,4696,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
C7,F0-CLEAN,134468,1740,636,6877,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
C8,F0-CLEAN,98666,1289,483,4987,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
C9,F0-CLEAN,141620,1774,726,7318,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
V50_HIGH,F0-CLEAN,10684304,86739,18201,467768,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
V50_MODERATE,F0-CLEAN,10678652,86648,18175,467438,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
V50_TIGHT2400,F0-CLEAN,10680140,86655,18177,467573,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
V50_TIGHT2550,F0-CLEAN,10683625,86711,18193,467706,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D1,SF-MC4,342788,3812,1404,16992,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D2,SF-MC4,189569,2690,1037,10521,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D3,SF-MC4,321667,3805,1402,16431,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D4,SF-MC4,321678,3805,1402,16431,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D5,SF-MC4,328358,3805,1402,16601,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D6,SF-MC4,212606,2779,1014,11241,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D7,SF-MC4,212618,2779,1014,11241,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D8,SF-MC4,219139,2779,1014,11407,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D9,SF-MC4,1140427,10950,3372,53641,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D10,SF-MC4,1140431,10950,3372,53641,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D11,SF-MC4,1151441,10950,3372,53921,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D12,SF-MC4,311515,3805,1402,16140,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D13,SF-MC4,1151469,10964,3376,53925,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
D14,SF-MC4,1142083,10971,3378,53654,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
C1,SF-MC4,311516,3805,1402,16140,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
C2,SF-MC4,318211,3805,1402,16310,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
C3,SF-MC4,1141578,10985,3382,53692,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
C4,SF-MC4,1150228,10943,3370,53898,False,,plain-LP API does not expose peak RSS; model bytes and dimensions are exact
