state_id,arm,policy,mode,cap_seconds,executable_sha256,completion_status,rows,columns,nonzeros,station_state_formulation,selector_variables,perspective_variables,aggregate_mccormick_rows,engineering_gate,certificate,false_certificate,lower_bound,verified_upper_bound,gap,normalized_gap_integral,work,time_seconds,nodes,simplex_iterations,root_bound,root_work,root_time_seconds,model_build_seconds,peak_memory_gb,artifact_dir
D1,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,lp,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,lp_optimal,3764,1404,16888,bit-product,0,0,0,True,False,False,0.020977495607439202,0.049468682614419446,0.5759439205012395,,0.06078865937692022,0.093284,0,647,0.020977495607439202,0.06078865937692022,0.026000022888183594,0.06728397711181641,,results/gf_k1_am_sf_station_state_chain_round55/local_raw/formulation_root_lp_census/F0-CLEAN/D1
D2,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,lp,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,lp_optimal,2650,1037,10431,bit-product,0,0,0,True,False,False,0.1585879001582244,0.5045438521642074,0.6856806410820939,,0.03808940610846679,0.0744948,0,686,0.1585879001582244,0.03808940610846679,0.01900005340576172,0.05549474659423828,,results/gf_k1_am_sf_station_state_chain_round55/local_raw/formulation_root_lp_census/F0-CLEAN/D2
D3,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,lp,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,lp_optimal,3757,1402,16319,bit-product,0,0,0,True,False,False,0.09394825539359326,0.506422789224163,0.8144865172092246,,0.08301701828652057,0.11436,0,1080,0.09394825539359326,0.08301701828652057,0.03800010681152344,0.07635989318847657,,results/gf_k1_am_sf_station_state_chain_round55/local_raw/formulation_root_lp_census/F0-CLEAN/D3
D4,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,lp,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,lp_optimal,3757,1402,16319,bit-product,0,0,0,True,False,False,0.09394825539359326,0.506422789224163,0.8144865172092246,,0.11082275261107458,0.1117368,0,1226,0.09394825539359326,0.11082275261107458,0.04699993133544922,0.06473686866455078,,results/gf_k1_am_sf_station_state_chain_round55/local_raw/formulation_root_lp_census/F0-CLEAN/D4
D5,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,lp,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,lp_optimal,3757,1402,16465,bit-product,0,0,0,True,False,False,0.32496933294190866,0.506422789224163,0.35830428674080805,,0.15456764778926801,0.1362365,0,1686,0.32496933294190866,0.15456764778926801,0.06699991226196289,0.06923658773803712,,results/gf_k1_am_sf_station_state_chain_round55/local_raw/formulation_root_lp_census/F0-CLEAN/D5
D6,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,lp,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,lp_optimal,2731,1014,11129,bit-product,0,0,0,True,False,False,0.2092648777189227,0.7062530985290749,0.703697048331877,,0.07037685205593434,0.0907204,0,1140,0.2092648777189227,0.07037685205593434,0.03299999237060547,0.05772040762939454,,results/gf_k1_am_sf_station_state_chain_round55/local_raw/formulation_root_lp_census/F0-CLEAN/D6
D7,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,lp,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,lp_optimal,2731,1014,11129,bit-product,0,0,0,True,False,False,0.20926487771892258,0.7062530985290749,0.7036970483318771,,0.06704417358015831,0.0897555,0,1060,0.20926487771892258,0.06704417358015831,0.03299999237060547,0.05675550762939453,,results/gf_k1_am_sf_station_state_chain_round55/local_raw/formulation_root_lp_census/F0-CLEAN/D7
D8,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,lp,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,lp_optimal,2731,1014,11271,bit-product,0,0,0,True,False,False,0.5280661958710967,0.7062530985290749,0.2522989322511873,,0.05362456548463694,0.0814377,0,892,0.5280661958710967,0.05362456548463694,0.026999950408935547,0.054437749591064455,,results/gf_k1_am_sf_station_state_chain_round55/local_raw/formulation_root_lp_census/F0-CLEAN/D8
D9,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,lp,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,lp_optimal,10870,3372,53465,bit-product,0,0,0,True,False,False,0.407329005858862,0.6007044366851081,0.32191443747836734,,0.733208589092512,0.41046,0,3843,0.407329005858862,0.733208589092512,0.2709999084472656,0.13946009155273437,,results/gf_k1_am_sf_station_state_chain_round55/local_raw/formulation_root_lp_census/F0-CLEAN/D9
D10,F0-CLEAN,interval-mip-core-no-exhaustive-subset-duration,lp,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,lp_optimal,10870,3372,53465,bit-product,0,0,0,True,False,False,0.436990114912075,0.6007044366851081,0.2725372275864392,,0.8144403878217251,0.4604231,0,3906,0.436990114912075,0.8144403878217251,0.3229999542236328,0.13742314577636716,,results/gf_k1_am_sf_station_state_chain_round55/local_raw/formulation_root_lp_census/F0-CLEAN/D10
