candidate,baseline,root_census_pairs,pilot_pairs,development_pairs,confirmation_1200_pairs,confirmation_1800_pairs,key_long_pairs,key_long_certificate_gains,key_long_certificate_losses,key_long_severe_regressions,key_long_shifted_work_gm,key_long_aggregate_gi_ratio,selected
VD-P,F0-CLEAN,27,16,14,9,19,11,1,0,0,0.5884765357865731,0.47002946955148395,True
