stage,state_id,arm,baseline_certificate,candidate_certificate,certificate_gain,certificate_loss,baseline_work,candidate_work,shifted_work_ratio,baseline_gi,candidate_gi,gi_ratio,baseline_gap,candidate_gap,severe_regression,severe_reason,material_improvement,material_reason
live_pilot_120s,D1,SF-MC4,False,False,0,0,170.04920325511725,161.52678487129907,0.9501756323815954,0.10245527206864162,0.18323775891854996,1.7884658858257514,0.07054692370774705,0.15369285794243787,True,capped_gi_regression,False,none
live_pilot_120s,D3,SF-MC4,False,True,1,0,181.8440131246855,138.18493237899213,0.7612222571601442,0.19117683127250948,0.11206536545290965,0.58618695951489,0.09797586639970982,0,False,none,True,certificate_gain
live_pilot_120s,D4,SF-MC4,True,True,0,0,76.62864505252162,71.3884927394142,0.9324971818126923,0.06616026799843742,0.06337559818399141,0.9579102398063186,0,2.1926290088907398e-16,False,none,False,none
live_pilot_120s,D12,SF-MC4,True,True,0,0,115.8245560515515,74.37668050725455,0.6452126424002234,0.1311019289387509,0.096166079366762,0.7335214679560971,1.3725171758618295e-15,1.715646469827287e-16,False,none,True,exact_work_reduction
live_pilot_120s,D13,SF-MC4,False,False,0,0,206.1223297074305,201.74848379161608,0.9788827891131164,0.03902806446683402,0.03816331591389314,0.9778429044654883,0.02755769581517365,0.03266832939828742,False,none,False,none
live_pilot_120s,D14,SF-MC4,False,False,0,0,234.30807741398297,231.52018324060958,0.9881521526842082,0.1289282082121902,0.13216994528708084,1.025143737897375,0.10352314794680874,0.10305312473922207,False,none,False,none
live_pilot_120s,C3,SF-MC4,False,False,0,0,220.60183001488227,224.69738439330578,1.0184815909604559,0.5574059742282068,0.5554915709795804,0.9965655135805214,0.5317845246625756,0.5274383652461919,False,none,False,none
live_pilot_120s,V50_MODERATE,SF-MC4,False,False,0,0,348.0477780953039,351.01398924944976,1.008498008984134,0.36256993088404743,0.33620842848623933,0.927292640254368,0.2909256217120464,0.2707362586191994,False,none,False,none
live_pilot_120s,D1,VD-P,False,False,0,0,170.04920325511725,171.40884332962747,1.0079488243653631,0.10245527206864162,0.08985284874886254,0.8769958532615787,0.07054692370774705,0.06699542701286382,False,none,False,none
live_pilot_120s,D3,VD-P,False,True,1,0,181.8440131246855,79.27804063043503,0.4390520600512723,0.19117683127250948,0.06368646329825885,0.33312856414146247,0.09797586639970982,2.1926290088907398e-16,False,none,True,certificate_gain
live_pilot_120s,D4,VD-P,True,True,0,0,76.62864505252162,55.140254521244074,0.7231899317998011,0.06616026799843742,0.0504509296004193,0.7625563064806251,0,1.5348403062235178e-15,False,none,True,exact_work_reduction
live_pilot_120s,D12,VD-P,True,True,0,0,115.8245560515515,57.06489188985857,0.497026428794954,0.1311019289387509,0.0807810124633868,0.6161695187681828,1.3725171758618295e-15,6.862585879309148e-16,False,none,True,exact_work_reduction
live_pilot_120s,D13,VD-P,False,False,0,0,206.1223297074305,213.16899611011806,1.0340217610174687,0.03902806446683402,0.030037930773710562,0.7696495120701436,0.02755769581517365,0.018517181352209144,False,none,False,none
live_pilot_120s,D14,VD-P,False,False,0,0,234.30807741398297,245.9589708556306,1.049513359548427,0.1289282082121902,0.0914368413510057,0.7092074156557705,0.10352314794680874,0.07943864557166463,False,none,False,none
live_pilot_120s,C3,VD-P,False,False,0,0,220.60183001488227,198.99688846063157,0.9025055815071574,0.5574059742282068,0.5227683847448821,0.9378593142435864,0.5317845246625756,0.506095456986259,False,none,False,none
live_pilot_120s,V50_MODERATE,VD-P,False,False,0,0,348.0477780953039,336.4380457590065,0.9667388447517135,0.36256993088404743,0.2292863100050667,0.632391962141951,0.2909256217120464,0.16577728665580935,False,none,True,capped_gi_reduction
live_pilot_120s,D1,VD-J,False,False,0,0,170.04920325511725,163.81507790802416,0.9635536136476767,0.10245527206864162,0.07756799296844781,0.75709127897999,0.07054692370774705,0.06149183405193176,False,none,False,none
live_pilot_120s,D3,VD-J,False,True,1,0,181.8440131246855,94.05049452407506,0.5198447184554955,0.19117683127250948,0.07267690357274037,0.38015539377658303,0.09797586639970982,0,False,none,True,certificate_gain
live_pilot_120s,D4,VD-J,True,True,0,0,76.62864505252162,62.3358580632806,0.815882565262206,0.06616026799843742,0.058702001718244565,0.887269708758491,0,0,False,none,True,exact_work_reduction
live_pilot_120s,D12,VD-J,True,True,0,0,115.8245560515515,61.47537209502648,0.5347794522536666,0.1311019289387509,0.08067352936574171,0.6153496750136757,1.3725171758618295e-15,3.431292939654574e-16,False,none,True,exact_work_reduction
live_pilot_120s,D13,VD-J,False,False,0,0,206.1223297074305,212.4378110310799,1.0304915521787066,0.03902806446683402,0.03900366913181868,0.9993749283919666,0.02755769581517365,0.0350404257814552,False,none,False,none
live_pilot_120s,D14,VD-J,False,False,0,0,234.30807741398297,245.86747134898923,1.0491245097152766,0.1289282082121902,0.09418811876985457,0.7305470236203788,0.10352314794680874,0.08569530204532988,False,none,False,none
live_pilot_120s,C3,VD-J,False,False,0,0,220.60183001488227,211.86425775089413,0.9605708478878475,0.5574059742282068,0.5175558722951219,0.928507938961023,0.5317845246625756,0.5076032740536983,False,none,False,none
live_pilot_120s,V50_MODERATE,VD-J,False,False,0,0,348.0477780953039,341.28766261338603,0.9806326929831592,0.36256993088404743,0.2173397727388274,0.5994423536703458,0.2909256217120464,0.16576952863603267,False,none,True,capped_gi_reduction
