stage,state_id,arm,baseline_certificate,candidate_certificate,certificate_gain,certificate_loss,baseline_work,candidate_work,shifted_work_ratio,baseline_gi,candidate_gi,gi_ratio,baseline_gap,candidate_gap,severe_regression,severe_reason,material_improvement,material_reason
fixed_interval_development_300s,D1,VD-P,False,False,0,0,410.82610618060073,422.42810284978276,1.02817207674565,0.06379130368334347,0.06899839504471027,1.0816269782968049,0.011772369071124432,0.03642877069129839,False,none,False,none
fixed_interval_development_300s,D2,VD-P,True,True,0,0,5.887136926710325,5.343880016970558,0.9211200654900792,0.004074430788562569,0.0033214786603284166,0.8152006581721837,4.101926814885713e-08,0,False,none,False,none
fixed_interval_development_300s,D3,VD-P,True,True,0,0,237.58013341940048,79.27804063043503,0.336482503718422,0.0875486054310061,0.026784995920702485,0.3059442899122457,2.1926290088907398e-16,2.1926290088907398e-16,False,none,True,exact_work_reduction
fixed_interval_development_300s,D4,VD-P,True,True,0,0,76.62864505252162,55.140254521244074,0.7231899317998011,0.02745142194506266,0.020391941734535592,0.7428373574091085,0,1.5348403062235178e-15,False,none,True,exact_work_reduction
fixed_interval_development_300s,D5,VD-P,True,True,0,0,2.410371655279133,3.3723586486444277,1.282076879180066,0.0007029081234206054,0.0007259359063188408,1.0327607294583723,0,0,False,none,False,none
fixed_interval_development_300s,D6,VD-P,True,True,0,0,6.662700217151986,2.9145841756487165,0.5108622371636586,0.0022067425569310874,0.0011693510748443366,0.5298991817788894,0,4.715970918658353e-16,False,none,False,none
fixed_interval_development_300s,D7,VD-P,True,True,0,0,3.558399959665791,2.5792473120940884,0.7851981712364943,0.0013824249567241603,0.0010925266453844127,0.7902972528671665,0,0,False,none,False,none
fixed_interval_development_300s,D8,VD-P,True,True,0,0,0.25206055457594456,0.27186509710172946,1.0158175596646701,0.0003379176940888818,0.0003496277340701906,1.034653527031867,0,0,False,none,False,none
fixed_interval_development_300s,D9,VD-P,False,False,0,0,594.309182262515,578.1688733702451,0.9728875190015925,0.11652051786746741,0.0664483924040788,0.5702720312322003,0.09621637371229272,0.058854508705772274,False,none,True,capped_gi_reduction
fixed_interval_development_300s,D10,VD-P,True,True,0,0,199.30559044359478,42.197914643001795,0.21566005495571103,0.016360507866293002,0.006188599425359105,0.37826450600173617,0,0,False,none,True,exact_work_reduction
fixed_interval_development_300s,D11,VD-P,False,False,0,0,597.6309421569482,581.6127328204757,0.9732419288606152,0.04458933361253107,0.04688136057167273,1.0514030323710897,0.017321303049016336,0.02980438388300253,False,none,False,none
fixed_interval_development_300s,D12,VD-P,True,True,0,0,115.8245560515515,57.06489188985857,0.497026428794954,0.054705220725198206,0.03245481897900145,0.5932673070169866,1.3725171758618295e-15,6.862585879309148e-16,False,none,True,exact_work_reduction
fixed_interval_development_300s,D13,VD-P,True,True,0,0,469.8380750590921,370.2633658025567,0.7885160216831691,0.019246041649619607,0.014421183952908362,0.7493064919894367,0,4.454796736426031e-09,False,none,True,exact_work_reduction
fixed_interval_development_300s,D14,VD-P,False,False,0,0,619.6649057524405,604.8499883723811,0.9761305702275866,0.08513279071222338,0.06805753281351623,0.7994279553664989,0.01887768231887667,0.043318996293554624,False,none,False,none
fixed_interval_development_300s,D1,VD-J,False,True,1,0,410.82610618060073,307.3779130957328,0.7488061307130877,0.06379130368334347,0.04388627038137247,0.6879663503905413,0.011772369071124432,1.2335386483940687e-15,False,none,True,certificate_gain
fixed_interval_development_300s,D2,VD-J,True,True,0,0,5.887136926710325,4.654031637026066,0.8209553109214488,0.004074430788562569,0.0029616145567236602,0.7268781114923832,4.101926814885713e-08,4.400898038348613e-16,False,none,False,none
fixed_interval_development_300s,D3,VD-J,True,True,0,0,237.58013341940048,94.05049452407506,0.3984007099073317,0.0875486054310061,0.028551835055844695,0.3261255266826522,2.1926290088907398e-16,0,False,none,True,exact_work_reduction
fixed_interval_development_300s,D4,VD-J,True,True,0,0,76.62864505252162,62.3358580632806,0.815882565262206,0.02745142194506266,0.023311830696112222,0.849203030098622,0,0,False,none,True,exact_work_reduction
fixed_interval_development_300s,D5,VD-J,True,True,0,0,2.410371655279133,2.9420417468800713,1.1558979915804577,0.0007029081234206054,0.0006842201016619855,0.9734132796174122,0,0,False,none,False,none
fixed_interval_development_300s,D6,VD-J,True,True,0,0,6.662700217151986,2.4934735465515057,0.45590633165209915,0.0022067425569310874,0.0010662362472628852,0.48317201498235746,0,0,False,none,False,none
fixed_interval_development_300s,D7,VD-J,True,True,0,0,3.558399959665791,2.0259849431843033,0.6638261166109172,0.0013824249567241603,0.0009208079252943903,0.6660816713048102,0,0,False,none,False,none
fixed_interval_development_300s,D8,VD-J,True,True,0,0,0.25206055457594456,0.27343005708066576,1.017067467245591,0.0003379176940888818,0.0003232937922051235,0.95672348001808,0,0,False,none,False,none
fixed_interval_development_300s,D9,VD-J,False,False,0,0,594.309182262515,593.603035602821,0.9988138152732496,0.11652051786746741,0.06549878732029149,0.5621223499472333,0.09621637371229272,0.05897369817846302,False,none,True,capped_gi_reduction
fixed_interval_development_300s,D10,VD-J,True,True,0,0,199.30559044359478,38.12994276237105,0.1953512264720833,0.016360507866293002,0.004506606593430954,0.27545639970262215,0,0,False,none,True,exact_work_reduction
fixed_interval_development_300s,D11,VD-J,False,False,0,0,597.6309421569482,560.2842388931181,0.9376131425327516,0.04458933361253107,0.052634823530753404,1.1804353029348895,0.017321303049016336,0.040345665884549485,False,none,False,none
fixed_interval_development_300s,D12,VD-J,True,True,0,0,115.8245560515515,61.47537209502648,0.5347794522536666,0.054705220725198206,0.031646146333820346,0.5784849400975925,1.3725171758618295e-15,3.431292939654574e-16,False,none,True,exact_work_reduction
fixed_interval_development_300s,D13,VD-J,True,False,0,1,469.8380750590921,562.303260927356,1.1963842577018842,0.019246041649619607,0.03000950041985569,1.5592557142725276,0,0.007727473952421125,True,lost_baseline_certificate,False,none
