stage,state_id,arm,baseline_certificate,candidate_certificate,certificate_gain,certificate_loss,baseline_work,candidate_work,shifted_work_ratio,baseline_gi,candidate_gi,gi_ratio,baseline_gap,candidate_gap,severe_regression,severe_reason,material_improvement,material_reason
fixed_interval_key_long_3600s,D1,VD-P,True,True,0,0,431.25578561192424,489.6418983424289,1.135073062464277,0.00512103258401657,0.006182209099567235,1.20721924688695,3.0838466209851717e-16,0,False,none,False,none
fixed_interval_key_long_3600s,D3,VD-P,True,True,0,0,237.58013341940048,79.27804063043503,0.336482503718422,0.006962185760123824,0.002174975924865442,0.31239843355089697,2.1926290088907398e-16,2.1926290088907398e-16,False,none,True,exact_work_reduction
fixed_interval_key_long_3600s,D4,VD-P,True,True,0,0,76.62864505252162,55.140254521244074,0.7231899317998011,0.0022143089869306283,0.0017099644808286577,0.7722339073494421,0,1.5348403062235178e-15,False,none,True,exact_work_reduction
fixed_interval_key_long_3600s,D12,VD-P,True,True,0,0,115.8245560515515,57.06489188985857,0.497026428794954,0.004386283124525201,0.0027573597455328304,0.6286324132810446,1.3725171758618295e-15,6.862585879309148e-16,False,none,True,exact_work_reduction
fixed_interval_key_long_3600s,D5,VD-P,True,True,0,0,2.410371655279133,3.3723586486444277,1.282076879180066,6.006667220275399e-05,6.102183013858128e-05,1.0159016287218567,0,0,False,none,False,none
fixed_interval_key_long_3600s,D6,VD-P,True,True,0,0,6.662700217151986,2.9145841756487165,0.5108622371636586,0.00018299553523198008,9.206355606050297e-05,0.5030918182823634,0,4.715970918658353e-16,False,none,False,none
fixed_interval_key_long_3600s,D9,VD-P,False,True,1,0,7609.661267215327,1758.569829990204,0.23119802185520402,0.06520230317740276,0.010429838088673348,0.15996119126552677,0.03157565229261273,1.8482018057861296e-16,False,none,True,certificate_gain
fixed_interval_key_long_3600s,D13,VD-P,True,True,0,0,469.8380750590921,370.2633658025567,0.7885160216831691,0.0016145621194211652,0.0012363505223993597,0.765749739673598,0,4.454796736426031e-09,False,none,True,exact_work_reduction
fixed_interval_key_long_3600s,D14,VD-P,False,False,0,0,6108.2429956068545,6620.901941970659,1.0839152979726714,0.014128074017889555,0.020039162100580078,1.4183930573117938,0.005123305314901315,0.009395884774789158,False,none,False,none
fixed_interval_key_long_3600s,KL_V20,VD-P,True,True,0,0,1909.830947013862,283.53810877241784,0.14890804925316803,0.02228418110952739,0.004444229071279481,0.1994342556379583,1.6027168165087442e-16,3.2054336330174884e-16,False,none,True,exact_work_reduction
fixed_interval_key_long_3600s,KL_V50,VD-P,False,False,0,0,9359.743751211101,10369.192890110568,1.1078385613075739,0.015687367918800762,0.015663267434952485,0.9984637012422042,0.004919093803245085,0.00440742939334292,False,none,False,none
