state_id,station_count,mc1_max_violation,mc2_max_violation,mc3_max_violation,mc4_max_violation,maximum_violation,violated_station_row_count,f0_root_bound,mc4_root_bound,strict_bound_gain,symbolic_implication_decision,exact_violation_maximization_needed,reason
D1,12,0.0,0.0,0.1065354366575223,0.3785473506529329,0.3785473506529329,14,0.020977495607439202,0.02810034899870812,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
D2,10,0.0,0.0,1.4228209780311167,1.6657416328169172,1.6657416328169172,14,0.1585879001582244,0.21789364519694063,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
D3,12,0.0,0.0,0.8107421868160747,1.0027600731672495,1.0027600731672495,14,0.09394825539359326,0.11406632217227713,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
D4,12,0.0,0.0,0.8107421868160738,1.0027600731672495,1.0027600731672495,15,0.09394825539359326,0.11536162388816693,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
D5,12,5.684341886080802e-14,5.773159728050814e-14,0.0,1.3322676295501878e-15,5.773159728050814e-14,0,0.32496933294190866,0.3249693329419088,False,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
D6,12,0.0,0.0,0.4179502765983263,1.0747292826814092,1.0747292826814092,12,0.2092648777189227,0.23545472379538562,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
D7,12,0.0,0.0,0.4179502765983254,1.074729282681408,1.074729282681408,13,0.20926487771892258,0.23698601925871568,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
D8,12,0.0,0.0,0.0,5.595524044110789e-14,5.595524044110789e-14,0,0.5280661958710967,0.5280661958710968,False,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
D9,20,0.0,0.0,1.4886319704350859,1.9331349276581384,1.9331349276581384,21,0.407329005858862,0.4514081464398258,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
D10,20,0.0,0.0,0.5434944903341454,2.1733481389312814,2.1733481389312814,17,0.436990114912075,0.4782436884182095,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
D11,20,0.0,0.0,0.2083755596430863,0.13526132818937153,0.2083755596430863,21,0.5083293653137351,0.5110108437681026,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
D12,12,0.0,0.0,0.4508065693661074,0.4603981985015564,0.4603981985015564,16,0.051828010205628126,0.06898286467133635,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
D13,20,0.0,0.0,0.34401672626520785,0.2905030132906221,0.34401672626520785,21,2.266258441484437,2.2720184198099846,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
D14,20,0.0,0.0,0.054548051704558176,0.1854141804947425,0.1854141804947425,19,0.03318151554899494,0.03622946255121375,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
C1,12,0.0,0.0,0.45080656936610786,0.4603981985015567,0.4603981985015567,16,0.05182801020562817,0.06898286467133642,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
C2,12,0.0,0.0,8.881784197001252e-16,1.7763568394002505e-15,1.7763568394002505e-15,0,0.3657945977979301,0.36579459779793017,False,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
C3,20,0.0,0.0,0.0,0.02225135902061745,0.02225135902061745,20,0.0016923772850397315,0.0020776175269072647,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
C4,20,0.0,0.0,0.7502201390728143,0.5090779515136878,0.7502201390728143,21,1.5823276849906989,1.5950310963222083,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
C5,20,0.0,0.0,1.0043672302252666,0.9319750498784422,1.0043672302252666,20,0.09872587083631805,0.10886035165306221,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
C6,10,0.0,0.0,1.318947554714645,4.369013774992263,4.369013774992263,11,0.5026571225758327,0.5973901079350902,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
C7,12,0.0,0.0,0.0,3.1114381503362507,3.1114381503362507,12,0.44597530983282496,0.5064186262491001,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
C8,10,0.0,0.0,0.0,0.42878137211209433,0.42878137211209433,10,0.04948831687771692,0.05885630395610891,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
C9,8,0.0,0.0,0.003918900388339641,0.13505561113399644,0.13505561113399644,9,0.007186509571167966,0.009578007784616639,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
V50_HIGH,50,0.0,0.0,12.329755094092697,8.493831287041637,12.329755094092697,38,4.859985150554705,5.078085468148078,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
V50_MODERATE,50,0.0,0.0,0.0,1.9193139565284814,1.9193139565284814,48,0.2062443546142864,0.23198787132441934,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
V50_TIGHT2400,50,0.0,0.0,2.678597000525011,3.9210449921248407,3.9210449921248407,52,0.7659013626954277,0.8592575935497518,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
V50_TIGHT2550,50,0.0,0.0,6.033329720392107,7.337833443720131,7.337833443720131,50,2.636649760328599,2.788695167067849,True,not_implied,False,symbolic nonimplication plus an explicit F0 optimum violation is decisive
