state_id,arm,policy,mode,cap_seconds,executable_sha256,completion_status,rows,columns,nonzeros,station_state_formulation,selector_variables,perspective_variables,aggregate_mccormick_rows,engineering_gate,certificate,false_certificate,lower_bound,verified_upper_bound,gap,normalized_gap_integral,work,time_seconds,nodes,simplex_iterations,root_bound,root_work,root_time_seconds,model_build_seconds,peak_memory_gb,artifact_dir
D1,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,capped,4008,1964,18164,vd-p,348,348,0,True,False,False,0.043362198907898886,0.04500155005562836,0.03642877069129839,0.06899839504471027,422.42810284978276,298.0322533,31579,4728431,0.0300706,2.71354,1.66864,0.0379642,0.09166626,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D1
D2,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,2593,1235,10574,vd-p,154,154,0,True,True,False,0.5045438521669394,0.5045438521642074,0,0.0033214786603284166,5.343880016970558,3.7795197,472,45776,0.240912,1.89606,1.45929,0.0212272,0.019778032,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D2
D3,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,3740,1696,16682,vd-p,214,214,0,True,True,False,0.5063433075652058,0.506343307565206,2.1926290088907398e-16,0.026784995920702485,79.27804063043503,60.3856922,11287,394292,0.118168,2.23122,1.42111,0.0316855,0.057929315,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D3
D4,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,3740,1696,16682,vd-p,214,214,0,True,True,False,0.5063433075652052,0.506343307565206,1.5348403062235178e-15,0.020391941734535592,55.140254521244074,39.4382496,6935,245351,0.119571,2.2553,1.39158,0.0315551,0.06514821,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D4
D5,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,3740,1696,16908,vd-p,214,214,0,True,True,False,1e+100,0.506422789224163,0,0.0007259359063188408,3.3723586486444277,2.332674,81,13391,0.333321,2.48706,1.71991,0.0417464,0.03181398,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D5
D6,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,2740,1324,11568,vd-p,220,220,0,True,True,False,0.7062530985290746,0.7062530985290749,4.715970918658353e-16,0.0011693510748443366,2.9145841756487165,2.28745,319,16110,0.396747,1.33184,1.01633,0.0240567,0.028076258,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D6
D7,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,2740,1324,11568,vd-p,220,220,0,True,True,False,0.7062530985290754,0.7062530985290749,0,0.0010925266453844127,2.5792473120940884,2.0454615,400,14389,0.400795,1.43053,1.07236,0.0452651,0.021468703,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D7
D8,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,2740,1324,11800,vd-p,220,220,0,True,True,False,1e+100,0.7062530985290749,0,0.0003496277340701906,0.27186509710172946,0.2838005,1,1202,0.657923,0.151503,0.109225,0.0262795,0.01501499,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D8
D9,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,capped,11346,4358,55812,vd-p,603,603,0,True,False,False,0.5653502721866284,0.6007044366851081,0.058854508705772274,0.0664483924040788,578.1688733702451,298.0537874,1144,782258,0.456092,42.9241,20.2585,0.1019204,0.16420668,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D9
D10,VD-P,round55-vd-p,solve,300,23df13014018d9dd83260c2f4a0a08fa1bf8d7763a9c692938b97ac381fb2a90,exact,11346,4358,55812,vd-p,603,603,0,True,True,False,1e+100,0.6007044366851081,0,0.006188599425359105,42.197914643001795,25.7137434,3,74984,0.479839,39.7753,24.5424,0.0969888,0.088476611,results/gf_k1_am_sf_station_state_chain_round55/local_raw/fixed_interval_development_300s/VD-P/D10
