leaf_id,parent_id,depth,child_index,gamma_L,gamma_U,base_lower_bound,lower_bound,status,lp_complete,lp_optimal,lp_infeasible,lp_bound,terminal_mip_started,terminal_ready,coalesced_block_id,coverage_member_ids,c6_native_phase_count,c6_frontier_milestone_reached,c6_children_ready,single_child_contraction_parent,strict_infeasible_half_verified,contracted_infeasible_gamma_L,contracted_infeasible_gamma_U,contraction_source,closure_source,lower_bound_sources
L0,"",0,-1,0,0.8543436794186281,0,0.60263840726466478,replaced,1,1,0,0.60263840726466478,0,0,"","",0,0,0,0,0,,,"","","objective_nonnegative_penalty_G_floor;optimal_complete_lp_relaxation"
L0.0,"L0",1,0,0,0.42717183970931405,0.60397625536801225,0.82996341317177424,closed,1,1,0,0.60397625536801225,1,1,"","",1,0,0,0,0,,,"","native_terminal_mip_optimal","inherited_parent_lp_bound;optimal_complete_child_lp_relaxation;valid_child_target_native_bound;native_terminal_mip_bound"
L0.1,"L0",1,1,0.42717183970931405,0.8543436794186281,0.60263840726466478,0.8543436794186281,empty,1,0,1,0,0,0,"","",0,0,0,0,0,,,"","complete_child_lp_infeasible","inherited_parent_lp_bound"
