logical_path,stored_path,original_bytes,original_sha256,stored_bytes,stored_sha256,compression
global_node_trace.csv,global_node_trace.csv.gz,18783646,cbad9cfdda5486dc071847698310b6163d643232014a52b39fbe793b4d8a9537,9298387,b3107b9f9a00b338dcf3ea346ab8fbd95fba6cc7b3f57c9f30c8bf8dc5ef25d5,gzip_mtime_0
raw_progress.csv,raw_progress.csv.gz,1852839,e464908681243f2c768c500be0d0e49fd6fbec7840ee55affb2b6131c2d00fd4,198278,90e5d113f90da28869ac729a1d78dbe0a9a0788baa1611d4e8d7f6324c71cd8f,gzip_mtime_0
global_root.lp,global_root.lp.gz,1458233,8137cef8a592d7b4d33bd811647e69f80608c630fad38e223575f0c91acd0d0f,240695,6b98e04df6c093bd6b7bdb4687883734cb46e4891c0a2e090f27a3beae3bd676,gzip_mtime_0
