run_id,record_type,checkpoint_seconds,observation_available,freshness,source_observation_time_seconds,observation_age_seconds,native_best_bound,processed_nodes,open_nodes,simplex_iterations,gini_branch_count,ordinary_branch_count,common_same_run_ub,same_run_project_gap
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,1,True,fresh,0.70359269999999996,0.29640730000000004,0.0023119870487970859,0,1,6862,0,0,0.10725273413394144,0.9784435607402812
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,2,True,fresh,1.9010321999999999,0.09896780000000005,0.015309295602691647,0,1,11539,0,0,0.10725273413394144,0.8572596239497933
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,5,True,stale,3.0324195999999999,1.9675804000000001,0.016086380287779367,0,1,13821,0,0,0.10725273413394144,0.8500142638071113
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,10,True,fresh,9.9227246999999998,0.07727530000000016,0.016086380287779534,9,6,22226,7,0,0.10725273413394144,0.8500142638071098
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,15,True,fresh,14.916903599999999,0.08309640000000051,0.016086380287779534,23,18,24541,12,8,0.10725273413394144,0.8500142638071098
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,20,True,fresh,19.643068499999998,0.35693150000000173,0.01659546571709114,45,32,34164,26,12,0.10725273413394144,0.8452676675228991
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,30,True,fresh,29.701082299999999,0.2989177000000005,0.033810390375773547,116,83,64078,43,56,0.10725273413394144,0.6847596413388418
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,45,True,fresh,44.776437399999999,0.22356260000000105,0.034273862831147521,246,123,134044,54,130,0.10725273413394144,0.6804383300070936
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,60,True,fresh,59.542259899999998,0.4577401000000023,0.034675089623585204,381,166,201556,70,203,0.10725273413394144,0.6766973830216618
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,90,True,fresh,89.708772999999994,0.29122700000000634,0.035599360103770926,588,187,342889,87,300,0.10725273413394144,0.6680796961379741
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,120,True,fresh,119.81404379999999,0.1859562000000068,0.036320953887396763,773,214,479364,93,400,0.10725273413394144,0.6613517204881907
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,180,True,fresh,179.77345650000001,0.22654349999999113,0.037554929760824141,1091,248,742686,102,567,0.10725273413394144,0.6498464112446396
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,240,True,fresh,239.85462390000001,0.1453760999999929,0.038449157512083339,1489,364,1012797,118,808,0.10725273413394144,0.6415088359046724
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,300,True,fresh,299.58367440000001,0.4163255999999933,0.039197235719477329,1818,406,1285429,120,992,0.10725273413394144,0.6345339255358631
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,450,True,fresh,449.8988008,0.10119919999999638,0.041038649342927787,2742,755,1973421,129,1620,0.10725273413394144,0.6173650054302848
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,600,True,fresh,598.70772220000003,1.2922777999999653,0.042335684225469711,3688,1167,2607756,163,2265,0.10725273413394144,0.6052717483863932
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,750,True,fresh,749.82740030000002,0.17259969999997793,0.043420599279514721,4606,1507,3229234,174,2883,0.10725273413394144,0.5951562481820802
round23_stage2__tight_T_seed3101__s0m__900s,checkpoint,900,True,stale,862.01436909999995,37.98563090000005,0.043991136572860259,5327,1734,3668315,174,3357,0.10725273413394144,0.5898366887512406
round23_stage2__tight_T_seed3101__s0m__900s,solver_final,solver_final,True,solver_final,862.01483180000002,0,0.043991136572860259,5327,1734,3668315,174,3357,0.10725273413394144,0.5898366887512406
