logical_path,stored_path,original_bytes,original_sha256,stored_bytes,stored_sha256,compression
global_node_trace.csv,global_node_trace.csv.gz,11901168,ffed33589a29f73aa393142eddf24407d78a4f0a3ce3d10a90c5345a2d2b4e5c,6101332,7cdf092fc527d4444343f0b3f34a34179b76323f02fb07496fcec9420de788b6,gzip_mtime_0
global_root.lp,global_root.lp.gz,1458233,8137cef8a592d7b4d33bd811647e69f80608c630fad38e223575f0c91acd0d0f,240695,6b98e04df6c093bd6b7bdb4687883734cb46e4891c0a2e090f27a3beae3bd676,gzip_mtime_0
