vehicle,route_sequence_position,predecessor,station,successor,pickup,drop,load_before,load_after,travel_time_from_predecessor,operation_time,station_inventory_after
0,1,0,8,14,4,0,0,4,306.94716985118197,240.0,11
0,2,8,14,16,4,0,4,8,239.0112850006334,240.0,12
0,3,14,16,5,4,0,8,12,552.876500937046,240.0,11
0,4,16,5,4,0,4,12,8,530.0316837908146,240.0,12
0,5,5,4,7,0,4,8,4,206.14483112597475,240.0,11
0,6,4,7,6,0,4,4,0,207.55133929510407,240.0,11
0,7,7,6,3,4,0,0,4,406.69899122657665,240.0,12
0,8,6,3,18,4,0,4,8,140.51672358820585,240.0,12
0,9,3,18,1,0,4,8,4,1102.6643302433147,240.0,11
0,10,18,1,0,0,4,4,0,905.8602740585884,240.0,10
1,1,0,10,11,5,0,0,5,430.3950237837489,300.0,15
1,2,10,11,2,4,0,5,9,709.7738796475319,240.0,10
1,3,11,2,17,4,0,9,13,447.5531700981714,240.0,9
1,4,2,17,13,4,0,13,17,706.2330790374423,240.0,11
1,5,17,13,12,0,4,17,13,587.6970548862096,240.0,9
1,6,13,12,19,0,5,13,8,184.61405610384384,300.0,14
1,7,12,19,15,0,4,8,4,268.787116239612,240.0,11
1,8,19,15,9,0,3,4,1,572.1381567423483,180.0,8
1,9,15,9,20,3,0,1,4,298.6244119351051,180.0,10
1,10,9,20,0,0,4,4,0,319.61305952748035,240.0,11
