stage,instance,family,V,arm,repetition,horizon_seconds,return_code,runner_wall_seconds,emergency_timeout,result_exists,status,completed_process,authoritative,verified_witness,correctness_gates,strict_certificate,certificate_class,certificate_wall_seconds,verified_ub,valid_final_lb,common_ub,common_ub_gap,bound_progress_auc,process_wall_seconds,work,lp_relaxation_count,lp_work,terminal_mip_leaf_count,terminal_mip_optimize_count,terminal_mip_work,split_count,optimize_count,model_count,model_read_count,model_build_count,model_free_count,environment_count,environment_free_count,peak_memory_gb,final_stagnation_seconds,open_leaf_count,closed_leaf_count,global_deadline_interruptions,same_leaf_restarts,fresh_restarts,child_restarts,attempt_count,hga_stop_mode,hga_generations,hga_no_improve_generations,hga_improvement_count,hga_decoder_calls,hga_final_fitness,hga_verified_objective,hga_wall_time_seconds,result_path,run_path
stage1,high_imbalance_seed3202,high_imbalance,20,HGA,1,,0,15.875,False,True,heuristic_incumbent_verified,True,True,True,True,False,invalid_or_unavailable_bound,,1.7493134520506337,0,,,,15.8584351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,generation-stagnation,2083,2000,14,32545,-1.7493134520506333,1.7493134520506337,15.8519256,results/gf_paper_safe_gurobi_scheduling_round27/runs/stage1__high_imbalance_seed3202__hga__rep1__criterion/result.json,results/gf_paper_safe_gurobi_scheduling_round27/runs/stage1__high_imbalance_seed3202__hga__rep1__criterion
stage1,moderate_seed6301,moderate,50,HGA,1,,0,51.17199999978766,False,True,heuristic_incumbent_verified,True,True,True,True,False,invalid_or_unavailable_bound,,0.6075292832179728,0,,,,51.1494497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,generation-stagnation,3325,2000,23,50065,-0.60752928321797,0.6075292832179728,51.1335709,results/gf_paper_safe_gurobi_scheduling_round27/runs/stage1__moderate_seed6301__hga__rep1__criterion/result.json,results/gf_paper_safe_gurobi_scheduling_round27/runs/stage1__moderate_seed6301__hga__rep1__criterion
stage1,V12_M2,v12,12,HGA,1,,0,7.0,False,True,heuristic_incumbent_verified,True,True,True,True,False,invalid_or_unavailable_bound,,0.7185040707549709,0,,,,6.9731443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,generation-stagnation,2123,2000,13,24494,-0.718504070754971,0.7185040707549709,6.9682409,results/gf_paper_safe_gurobi_scheduling_round27/runs/stage1__V12_M2__hga__rep1__criterion/result.json,results/gf_paper_safe_gurobi_scheduling_round27/runs/stage1__V12_M2__hga__rep1__criterion
stage1,V12_M2,v12,12,HGA,2,,0,7.094000000040978,False,True,heuristic_incumbent_verified,True,True,True,True,False,invalid_or_unavailable_bound,,0.7185040707549709,0,,,,7.0681064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,generation-stagnation,2123,2000,13,24494,-0.718504070754971,0.7185040707549709,7.0633643,results/gf_paper_safe_gurobi_scheduling_round27/runs/stage1__V12_M2__hga__rep2__criterion/result.json,results/gf_paper_safe_gurobi_scheduling_round27/runs/stage1__V12_M2__hga__rep2__criterion
