stage,instance,family,V,arm,repetition,horizon_seconds,return_code,runner_wall_seconds,emergency_timeout,result_exists,status,completed_process,authoritative,verified_witness,correctness_gates,strict_certificate,certificate_class,certificate_wall_seconds,verified_ub,valid_final_lb,common_ub,common_ub_gap,bound_progress_auc,process_wall_seconds,work,lp_relaxation_count,lp_work,terminal_mip_leaf_count,terminal_mip_optimize_count,terminal_mip_work,split_count,optimize_count,model_count,model_read_count,model_build_count,model_free_count,environment_count,environment_free_count,peak_memory_gb,final_stagnation_seconds,open_leaf_count,closed_leaf_count,global_deadline_interruptions,same_leaf_restarts,fresh_restarts,child_restarts,attempt_count,hga_stop_mode,hga_generations,hga_no_improve_generations,hga_improvement_count,hga_decoder_calls,hga_final_fitness,hga_verified_objective,hga_wall_time_seconds,result_path,run_path
stage3,moderate_seed6301,moderate,50,C2-PAPER,0,300,124,308.03200000012293,True,False,missing_result,False,False,False,False,False,,,,,1.042133065991235,,,308.03200000012293,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,,0,0,0,0,,,,,results/gf_paper_safe_gurobi_scheduling_round27/runs/stage3__moderate_seed6301__c2_paper__300s
stage3,moderate_seed6301,moderate,50,P-GRB,0,300,0,294.31300000008196,False,True,time_limit,True,True,True,True,False,certificate_rejected,,1.042133065991235,0.4334604561007951,1.042133065991235,0.5840641946347753,0.40562075707916245,294.2809745,722.3824948745566,0,0,0,0,0,0,1,1,1,0,1,1,1,0.463384793,0,0,0,0,0,0,0,0,not_run,0,0,0,0,0,0,0,results/gf_paper_safe_gurobi_scheduling_round27/runs/stage3__moderate_seed6301__p_grb__300s/result.json,results/gf_paper_safe_gurobi_scheduling_round27/runs/stage3__moderate_seed6301__p_grb__300s
