leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,telemetry_seconds
L0,"",0,0,0.098270004501275279,1,0,1,0,0,"INFEASIBLE",0.14191807363113762,0.2141187
L1,"",0,0.098270004501275279,0.19654000900255056,1,1,0,1,0.26178195424102507,"OPTIMAL",0.20422570107997029,0.38495659999999998
L2,"",0,0.19654000900255056,0.29481001350382585,1,1,0,1,0.30568549443371984,"OPTIMAL",0.1852566457103644,0.55448120000000001
L3,"",0,0.29481001350382585,0.39308001800510112,1,1,0,1,0.37469399304327572,"OPTIMAL",0.16036504994761103,0.95749810000000002
L1.0,"L1",1,0.098270004501275279,0.14740500675191293,1,0,1,0,0,"INFEASIBLE",0.15560254563708195,1.3598710000000001
L1.1,"L1",1,0.14740500675191293,0.19654000900255056,1,1,0,1,0.28382783085920044,"OPTIMAL",0.17995714937292881,1.5216992
L2.0,"L2",1,0.19654000900255056,0.24567501125318819,1,1,0,1,0.3056854944337199,"OPTIMAL",0.21624742291804702,2.2901262999999998
L2.1,"L2",1,0.24567501125318819,0.29481001350382585,1,1,0,1,0.3381425938292662,"OPTIMAL",0.17290965861953614,2.4515848999999998
L1.1.0,"L1.1",2,0.14740500675191293,0.17197250787723173,1,0,1,0,0,"INFEASIBLE",0.17391788607882971,18.790900199999999
L1.1.1,"L1.1",2,0.17197250787723173,0.19654000900255056,1,1,0,1,0.29513519843961161,"OPTIMAL",0.18761252317094732,18.952212100000001
L1.1.1.0,"L1.1.1",3,0.17197250787723173,0.18425625843989113,1,1,0,1,0.29853780898505894,"OPTIMAL",0.22253939057505143,19.1242056
L1.1.1.1,"L1.1.1",3,0.18425625843989113,0.19654000900255056,1,1,0,1,0.30096447779668833,"OPTIMAL",0.16728094399389093,19.279782999999998
