leaf_id,solve_kind,native_status,optimize_return_code,global_deadline_remaining_at_launch,solver_runtime,work,nodes,simplex_iterations,barrier_iterations,memory_gb,presolve_observed,root_relaxation_observed,model_sha256,row_signature,native_log
R,LP,"OPTIMAL",0,42.3289,0.053,0.16292,0,640,0,0.0172335,1,0,fd714696e25ffb1ca0b7129f33703cc2423dfa8338b9cbf1ff54c4b67e02f98d,fd714696e25ffb1ca0b7129f33703cc2423dfa8338b9cbf1ff54c4b67e02f98d,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\V12_M1__c3_replica__60s\external\native_logs\R_lp.gurobi.log"
R.0,LP,"OPTIMAL",0,42.1618,0.069,0.227918,0,873,0,0.0174164,1,0,237eb9b498f496b942d7a3dcf1f67eef66c0d51d0f2669de640dbda61837eb6c,237eb9b498f496b942d7a3dcf1f67eef66c0d51d0f2669de640dbda61837eb6c,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\V12_M1__c3_replica__60s\external\native_logs\R.0_lp.gurobi.log"
R.1,LP,"OPTIMAL",0,41.9695,0.059,0.192051,0,702,0,0.0175099,1,0,92d8c1d74f82cdaffaa57d5c8cb2e8db9e01e1431863c9ab51b57e09f6184efb,92d8c1d74f82cdaffaa57d5c8cb2e8db9e01e1431863c9ab51b57e09f6184efb,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\V12_M1__c3_replica__60s\external\native_logs\R.1_lp.gurobi.log"
R.0.0,LP,"INFEASIBLE",0,41.7979,0.0540001,0.171999,0,428,0,0.0175099,1,0,ac2cd14b2ffdede149b41de827edec418f598a33c4fe0bc00fd4ec1c458710d0,ac2cd14b2ffdede149b41de827edec418f598a33c4fe0bc00fd4ec1c458710d0,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\V12_M1__c3_replica__60s\external\native_logs\R.0.0_lp.gurobi.log"
R.0.1,LP,"OPTIMAL",0,41.6312,0.063,0.175558,0,687,0,0.0175793,1,0,0c91630b5a9a013aff2995611b0c57c7c85fa4a13aebf8a6cd43db3535c748e9,0c91630b5a9a013aff2995611b0c57c7c85fa4a13aebf8a6cd43db3535c748e9,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\V12_M1__c3_replica__60s\external\native_logs\R.0.1_lp.gurobi.log"
R.0.1.0,LP,"INFEASIBLE",0,41.4546,0.0420001,0.136526,0,333,0,0.0176049,1,0,8c78f28977d1e84bc4cfecb42c1b753c7b8a3af2d9a08cb65d97de7e0198a86f,8c78f28977d1e84bc4cfecb42c1b753c7b8a3af2d9a08cb65d97de7e0198a86f,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\V12_M1__c3_replica__60s\external\native_logs\R.0.1.0_lp.gurobi.log"
R.0.1.1,LP,"OPTIMAL",0,41.3009,0.0609999,0.196544,0,678,0,0.017693,1,0,d160b6b592c5c2fae6b6596d5919ebebda1ca30b13572e74ea78eb0ffa91daec,d160b6b592c5c2fae6b6596d5919ebebda1ca30b13572e74ea78eb0ffa91daec,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\V12_M1__c3_replica__60s\external\native_logs\R.0.1.1_lp.gurobi.log"
R.0.1.1.0,LP,"INFEASIBLE",0,41.1297,0.0479999,0.160471,0,487,0,0.017693,1,0,8f972856474d655820b79aa55d6d33159c2558ac11d9c3d91ce1f39dbc400e3e,8f972856474d655820b79aa55d6d33159c2558ac11d9c3d91ce1f39dbc400e3e,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\V12_M1__c3_replica__60s\external\native_logs\R.0.1.1.0_lp.gurobi.log"
R.0.1.1.1,LP,"OPTIMAL",0,40.9709,0.0539999,0.170389,0,653,0,0.017693,1,0,5c2a686e151beb83fff709a784cf9205d9c1bfd3792943d7fd4af8dd446c1d0b,5c2a686e151beb83fff709a784cf9205d9c1bfd3792943d7fd4af8dd446c1d0b,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\V12_M1__c3_replica__60s\external\native_logs\R.0.1.1.1_lp.gurobi.log"
R.1.0,LP,"OPTIMAL",0,40.8065,0.063,0.206229,0,757,0,0.017693,1,0,d6df33007543347a48dd57fce7519bccad9c1dc3318dd9a727fc143bb269026e,d6df33007543347a48dd57fce7519bccad9c1dc3318dd9a727fc143bb269026e,"E:\codes\ExactEBRP\results\gf_gurobi_performance_recovery_round29\development\V12_M1__c3_replica__60s\external\native_logs\R.1.0_lp.gurobi.log"
