parent_id,parent_bound,child_id,child_inherited_bound,inheritance_valid,source
R,0.19211,R.0,0.19211,true,"inherited_complete_parent_lp_bound"
R,0.19211,R.1,0.19211,true,"inherited_complete_parent_lp_bound"
R.0,0.246594,R.0.0,0.246594,true,"inherited_complete_parent_lp_bound"
R.0,0.246594,R.0.1,0.246594,true,"inherited_complete_parent_lp_bound"
R.1,0.294243,R.1.0,0.294243,true,"inherited_complete_parent_lp_bound"
R.1,0.294243,R.1.1,0.294243,true,"inherited_complete_parent_lp_bound"
R.0.1,0.277261,R.0.1.0,0.277261,true,"inherited_complete_parent_lp_bound"
R.0.1,0.277261,R.0.1.1,0.277261,true,"inherited_complete_parent_lp_bound"
R.0.1.1,0.292961,R.0.1.1.0,0.292961,true,"inherited_complete_parent_lp_bound"
R.0.1.1,0.292961,R.0.1.1.1,0.292961,true,"inherited_complete_parent_lp_bound"
R.0.1.1.1,0.300833,R.0.1.1.1.0,0.300833,true,"inherited_complete_parent_lp_bound"
R.0.1.1.1,0.300833,R.0.1.1.1.1,0.300833,true,"inherited_complete_parent_lp_bound"
R.1.0,0.294243,R.1.0.0,0.294243,true,"inherited_complete_parent_lp_bound"
R.1.0,0.294243,R.1.0.1,0.294243,true,"inherited_complete_parent_lp_bound"
R.1.0.0,0.295729,R.1.0.0.0,0.295729,true,"inherited_complete_parent_lp_bound"
R.1.0.0,0.295729,R.1.0.0.1,0.295729,true,"inherited_complete_parent_lp_bound"
R.1.0.1,0.32305,R.1.0.1.0,0.32305,true,"inherited_complete_parent_lp_bound"
R.1.0.1,0.32305,R.1.0.1.1,0.32305,true,"inherited_complete_parent_lp_bound"
R.1.1,0.354035,R.1.1.0,0.354035,true,"inherited_complete_parent_lp_bound"
R.1.1,0.354035,R.1.1.1,0.354035,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0,0.297683,R.1.0.0.0.0,0.297683,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0,0.297683,R.1.0.0.0.1,0.297683,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1,0.308483,R.1.0.0.1.0,0.308483,true,"inherited_complete_parent_lp_bound"
R.1.0.0.1,0.308483,R.1.0.0.1.1,0.308483,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0,0.299819,R.1.0.0.0.0.0,0.299819,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0,0.299819,R.1.0.0.0.0.1,0.299819,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.1,0.30329,R.1.0.0.0.1.0,0.30329,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.1,0.30329,R.1.0.0.0.1.1,0.30329,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0,0.301439,R.1.0.0.0.0.0.0,0.301439,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0,0.301439,R.1.0.0.0.0.0.1,0.301439,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.1,0.302364,R.1.0.0.0.0.1.0,0.302364,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.1,0.302364,R.1.0.0.0.0.1.1,0.302364,true,"inherited_complete_parent_lp_bound"
R.0.1.1.1.1,0.304772,R.0.1.1.1.1.0,0.304772,true,"inherited_complete_parent_lp_bound"
R.0.1.1.1.1,0.304772,R.0.1.1.1.1.1,0.304772,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.1,0.302649,R.1.0.0.0.0.0.1.0,0.302649,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.1,0.302649,R.1.0.0.0.0.0.1.1,0.302649,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.0,0.3032,R.1.0.0.0.0.0.0.0,0.3032,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.0,0.3032,R.1.0.0.0.0.0.0.1,0.3032,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.1.0,0.303088,R.1.0.0.0.0.1.0.0,0.303088,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.1.0,0.303088,R.1.0.0.0.0.1.0.1,0.303088,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.1.1,0.303635,R.1.0.0.0.0.1.1.0,0.303635,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.1.1,0.303635,R.1.0.0.0.0.1.1.1,0.303635,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.1.0,0.303139,R.1.0.0.0.0.0.1.0.0,0.303139,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.1.0,0.303139,R.1.0.0.0.0.0.1.0.1,0.303139,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.1.1,0.303254,R.1.0.0.0.0.0.1.1.0,0.303254,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.1.1,0.303254,R.1.0.0.0.0.0.1.1.1,0.303254,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.1.0.1,0.303723,R.1.0.0.0.0.1.0.1.0,0.303723,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.1.0.1,0.303723,R.1.0.0.0.0.1.0.1.1,0.303723,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.1.0.0,0.303457,R.1.0.0.0.0.1.0.0.0,0.303457,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.1.0.0,0.303457,R.1.0.0.0.0.1.0.0.1,0.303457,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.1.0.0,0.303659,R.1.0.0.0.0.0.1.0.0.0,0.303659,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.1.0.0,0.303659,R.1.0.0.0.0.0.1.0.0.1,0.303659,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.1.0.1,0.303442,R.1.0.0.0.0.0.1.0.1.0,0.303442,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.1.0.1,0.303442,R.1.0.0.0.0.0.1.0.1.1,0.303442,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.0.0,0.305455,R.1.0.0.0.0.0.0.0.0,0.305455,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.0.0,0.305455,R.1.0.0.0.0.0.0.0.1,0.305455,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.0.1,0.303731,R.1.0.0.0.0.0.0.1.0,0.303731,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.0.1,0.303731,R.1.0.0.0.0.0.0.1.1,0.303731,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.1.1.1,0.303557,R.1.0.0.0.0.0.1.1.1.0,0.303557,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.1.1.1,0.303557,R.1.0.0.0.0.0.1.1.1.1,0.303557,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.1.1.0,0.303498,R.1.0.0.0.0.0.1.1.0.0,0.303498,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.0.1.1.0,0.303498,R.1.0.0.0.0.0.1.1.0.1,0.303498,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.1.0,0.303832,R.1.0.0.0.1.0.0,0.303832,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.1.0,0.303832,R.1.0.0.0.1.0.1,0.303832,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.1.1,0.306099,R.1.0.0.0.1.1.0,0.306099,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.1.1,0.306099,R.1.0.0.0.1.1.1,0.306099,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.1.0.0.0,0.303639,R.1.0.0.0.0.1.0.0.0.0,0.303639,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.1.0.0.0,0.303639,R.1.0.0.0.0.1.0.0.0.1,0.303639,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.1.0.0.1,0.303772,R.1.0.0.0.0.1.0.0.1.0,0.303772,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.1.0.0.1,0.303772,R.1.0.0.0.0.1.0.0.1.1,0.303772,true,"inherited_complete_parent_lp_bound"
R.1.0.0.0.0.1.1.0,0.303993,R.1.0.0.0.0.1.1.0.0,0.303993,true,"inherited_complete_parent_lp_bound"
