instance,arm,run_id,frozen_common_verified_ub,gap_threshold,crossing_observed,preceding_observation_seconds,preceding_gap,first_observed_crossing_seconds,first_observed_gap
V12_M1,S0-C,round23_stage2__V12_M1__s0c__900s,0.3572005832084155,0.2,True,1.5232446,0.3898572487078772,1.6259212,0.15041447722420132
V12_M1,S0-C,round23_stage2__V12_M1__s0c__900s,0.3572005832084155,0.1,True,10.5767466,0.10004377583832443,10.6315143,0.09996646627243712
V12_M1,S0-C,round23_stage2__V12_M1__s0c__900s,0.3572005832084155,0.05,True,48.8019794,0.05012737044215179,48.8048017,0.04988066499327072
V12_M1,S0-C,round23_stage2__V12_M1__s0c__900s,0.3572005832084155,0.02,True,107.6951975,0.020034069263096685,107.6961244,0.019999957485373917
V12_M1,S0-C,round23_stage2__V12_M1__s0c__900s,0.3572005832084155,0.01,True,175.678685,0.010004983250555152,175.8014614,0.009998075158592192
V12_M1,S0-C,round23_stage2__V12_M1__s0c__900s,0.3572005832084155,0.005,True,235.0826815,0.005000445229926317,235.1134074,0.004996178743903645
V12_M1,S0-C,round23_stage2__V12_M1__s0c__900s,0.3572005832084155,0.001,True,289.6796119,0.0010098927621672458,289.7988712,0.0009929401696385995
V12_M1,S0-M,round23_stage2__V12_M1__s0m__900s,0.3572005832084155,0.2,True,1.5447926,0.3898572487078772,1.6481626,0.15041447722420132
V12_M1,S0-M,round23_stage2__V12_M1__s0m__900s,0.3572005832084155,0.1,True,10.6822242,0.10004377583832443,10.7327197,0.09996646627243712
V12_M1,S0-M,round23_stage2__V12_M1__s0m__900s,0.3572005832084155,0.05,True,49.0123981,0.05012737044215179,49.0155998,0.04988066499327072
V12_M1,S0-M,round23_stage2__V12_M1__s0m__900s,0.3572005832084155,0.02,True,107.5303058,0.020034069263096685,107.5312532,0.019999957485373917
V12_M1,S0-M,round23_stage2__V12_M1__s0m__900s,0.3572005832084155,0.01,True,175.4128827,0.010004983250555152,175.5355544,0.009998075158592192
V12_M1,S0-M,round23_stage2__V12_M1__s0m__900s,0.3572005832084155,0.005,True,235.728611,0.005000445229926317,235.7592606,0.004996178743903645
V12_M1,S0-M,round23_stage2__V12_M1__s0m__900s,0.3572005832084155,0.001,True,290.7526906,0.0010098927621672458,290.8665428,0.0009929401696385995
V12_M2,S0-C,round23_stage2__V12_M2__s0c__900s,0.7185040707549709,0.2,True,4.0547662,0.47285391397326254,4.0648019,0.16862987558328632
V12_M2,S0-C,round23_stage2__V12_M2__s0c__900s,0.7185040707549709,0.1,True,5.0449565,0.1043893322382415,5.1445597,0.09701608989292913
V12_M2,S0-C,round23_stage2__V12_M2__s0c__900s,0.7185040707549709,0.05,True,55.7147095,0.050121688508152275,56.0150563,0.04989462848086543
V12_M2,S0-C,round23_stage2__V12_M2__s0c__900s,0.7185040707549709,0.02,True,224.195536,0.0200032775590283,224.2038517,0.019988587921886528
V12_M2,S0-C,round23_stage2__V12_M2__s0c__900s,0.7185040707549709,0.01,True,401.4754426,0.010004042752663308,401.6360556,0.009999264075774249
V12_M2,S0-C,round23_stage2__V12_M2__s0c__900s,0.7185040707549709,0.005,True,569.0116737,0.005001989711139426,569.2202074,0.00499969359740597
V12_M2,S0-C,round23_stage2__V12_M2__s0c__900s,0.7185040707549709,0.001,True,741.8060963,0.001000789907838144,742.3634194,0.0009858188031637736
V12_M2,S0-M,round23_stage2__V12_M2__s0m__900s,0.7185040707549709,0.2,True,4.0451763,0.47285391397326254,4.0551342,0.16862987558328632
V12_M2,S0-M,round23_stage2__V12_M2__s0m__900s,0.7185040707549709,0.1,True,5.0190425,0.1043893322382415,5.087445,0.09701608989292913
V12_M2,S0-M,round23_stage2__V12_M2__s0m__900s,0.7185040707549709,0.05,True,55.5151121,0.050121688508152275,55.8072365,0.04989462848086543
V12_M2,S0-M,round23_stage2__V12_M2__s0m__900s,0.7185040707549709,0.02,True,228.5330522,0.0200032775590283,228.5412199,0.019988587921886528
V12_M2,S0-M,round23_stage2__V12_M2__s0m__900s,0.7185040707549709,0.01,True,408.8545716,0.010004042752663308,409.0182047,0.009999264075774249
V12_M2,S0-M,round23_stage2__V12_M2__s0m__900s,0.7185040707549709,0.005,True,582.4371346,0.005001989711139426,582.6559682,0.00499969359740597
V12_M2,S0-M,round23_stage2__V12_M2__s0m__900s,0.7185040707549709,0.001,True,759.0023606,0.001000789907838144,759.5854867,0.0009858188031637736
high_imbalance_seed3202,S0-C,round23_stage2__high_imbalance_seed3202__s0c__900s,1.7493134520506337,0.2,True,0.5929803,0.2569439169364009,1.0394933,0.1939662405062071
high_imbalance_seed3202,S0-C,round23_stage2__high_imbalance_seed3202__s0c__900s,1.7493134520506337,0.1,True,6.2581842,0.16916300143323662,6.5191893,0.05671962973076453
high_imbalance_seed3202,S0-C,round23_stage2__high_imbalance_seed3202__s0c__900s,1.7493134520506337,0.05,True,16.6217881,0.05509680711185439,16.7004304,0.04631056847718596
high_imbalance_seed3202,S0-C,round23_stage2__high_imbalance_seed3202__s0c__900s,1.7493134520506337,0.02,False,861.9939793,0.03027746942925948,,
high_imbalance_seed3202,S0-C,round23_stage2__high_imbalance_seed3202__s0c__900s,1.7493134520506337,0.01,False,861.9939793,0.03027746942925948,,
high_imbalance_seed3202,S0-C,round23_stage2__high_imbalance_seed3202__s0c__900s,1.7493134520506337,0.005,False,861.9939793,0.03027746942925948,,
high_imbalance_seed3202,S0-C,round23_stage2__high_imbalance_seed3202__s0c__900s,1.7493134520506337,0.001,False,861.9939793,0.03027746942925948,,
high_imbalance_seed3202,S0-M,round23_stage2__high_imbalance_seed3202__s0m__900s,1.7493134520506337,0.2,True,0.5944484,0.2569439169364009,1.0451097,0.1939662405062071
high_imbalance_seed3202,S0-M,round23_stage2__high_imbalance_seed3202__s0m__900s,1.7493134520506337,0.1,True,6.2269413,0.16916300143323662,6.4991746,0.05671962973076453
high_imbalance_seed3202,S0-M,round23_stage2__high_imbalance_seed3202__s0m__900s,1.7493134520506337,0.05,True,16.662769,0.05509680711185439,16.7416817,0.04631056847718596
high_imbalance_seed3202,S0-M,round23_stage2__high_imbalance_seed3202__s0m__900s,1.7493134520506337,0.02,False,862.567848,0.030282089891618222,,
