run_id,stage,suite,instance,arm,budget_seconds,root_completion_seconds,root_lower_bound,first_gini_branch_seconds,first_ordinary_branch_seconds,gini_branches,ordinary_branches,equal_estimate_sibling_pairs,discriminated_sibling_pairs,sibling_delay_max_seconds,sibling_delay_max_nodes,maximum_open_nodes,final_native_lower_bound,last_lower_bound_improvement_seconds,stagnation_seconds,simplex_iterations,iterations_per_processed_node,local_rows,mean_post_row_relaxation_lift,row_factory_seconds,row_api_seconds,native_cut_counts,dense_instrumentation_percent,dominant_observed_bottleneck
stage2__tight_T_seed3102__s0__900s__dense_on,stage2,existing,tight_T_seed3102,S0,900,4.9667455,0.4611358565716622,4.9667455,11.1232381,124,5857,124,0,330.142426,3010.0,3682.0,0.5536878881050952,0,882.30646,4447149,537.6797243380486,315462,0.0007471568648610759,6.876351499999998,0.3007869999999999,cover=41|gub_cover=3|flow_cover=227|clique=0|fractional=1|mir=77|flow_path=0|disjunctive=0|implied_bound=536|zero_half=20|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.059093738588663,sibling_starvation
stage2__tight_T_seed3102__s1__900s__dense_on,stage2,existing,tight_T_seed3102,S1,900,5.3295824,0.4596778879666658,5.3295824,10.2714433,127,10003,127,0,377.02606180000004,6298.0,6911.0,0.552351747342921,0,882.4952588,4031507,302.8020880276401,323988,0.0007402993229175316,7.0462367,0.23664490000000007,cover=37|gub_cover=3|flow_cover=103|clique=0|fractional=2|mir=72|flow_path=0|disjunctive=0|implied_bound=444|zero_half=23|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.18787879782689204,sibling_starvation
stage2__V12_M1__s0__900s__dense_on,stage2,existing,V12_M1,S0,900,1.8115791,0.2415073593275524,1.8115791,2.7675353,223,7438,223,0,53.826087900000005,8444.0,1484.0,0.3572005832084155,0,124.1571048,913176,61.98588107521043,284206,0.00022415973156376457,3.677477799999997,0.06484849999999999,cover=9|gub_cover=0|flow_cover=45|clique=59|fractional=7|mir=11|flow_path=0|disjunctive=0|implied_bound=470|zero_half=1|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.7275033609069887,equal_child_estimates
stage2__V12_M1__s1__900s__dense_on,stage2,existing,V12_M1,S1,900,1.9852093,0.24170009010998567,1.9852093,2.8517622,222,6281,222,0,47.5248345,4495.0,1424.0,0.3572005832084154,0,128.0749897,951283,75.4986507936508,282277,0.00022678156151381034,3.6740157999999994,0.06677859999999998,cover=7|gub_cover=0|flow_cover=23|clique=57|fractional=4|mir=21|flow_path=0|disjunctive=0|implied_bound=349|zero_half=1|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=3|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.5101946471024357,equal_child_estimates
stage2__V12_M2__s0__900s__dense_on,stage2,existing,V12_M2,S0,900,3.3712959,0.3787917706868861,3.3712959,5.3563768,140,12580,140,0,134.4077398,14923.0,2726.0,0.7185040707549651,0,280.4388002,2198846,88.08773335469914,177925,0.0006207824642729559,2.3103614,0.04056370000000003,cover=21|gub_cover=4|flow_cover=116|clique=18|fractional=2|mir=27|flow_path=0|disjunctive=0|implied_bound=366|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.8987212262341147,equal_child_estimates
stage2__V12_M2__s1__900s__dense_on,stage2,existing,V12_M2,S1,900,3.5839363,0.37822168614483404,3.5839363,5.6761085,140,37157,140,0,456.8571081,45220.0,8408.0,0.7185040707549712,0,741.9024739,4650388,63.55159549026307,178572,0.0005931823936937598,2.3745202999999977,0.045062799999999965,cover=24|gub_cover=2|flow_cover=46|clique=13|fractional=3|mir=29|flow_path=0|disjunctive=0|implied_bound=357|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,3.6041590363019234,sibling_starvation
stage3__high_imbalance_seed3201__s0__1800s__dense_on,stage3,existing,high_imbalance_seed3201,S0,1800,6.7602185,2.1311471334409884,6.7602185,13.5475021,115,18155,115,0,1707.8957206,23459.0,12629.0,2.3681685370650123,0,1771.015799,9659887,404.78909654710026,291312,0.0019445194365080337,5.890827499999992,0.774355,cover=52|gub_cover=5|flow_cover=217|clique=0|fractional=2|mir=45|flow_path=0|disjunctive=0|implied_bound=943|zero_half=25|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.33661935812570365,sibling_starvation
stage3__high_imbalance_seed3201__s1__1800s__dense_on,stage3,existing,high_imbalance_seed3201,S1,1800,6.1330966,2.139948201904845,6.1330966,11.9453858,125,18612,125,0,992.9096705000001,13949.0,12658.0,2.375008473702032,0,1771.2244146,8015257,324.00586142776297,328440,0.0015995922948742163,6.455499199999999,0.5844164999999997,cover=56|gub_cover=9|flow_cover=119|clique=0|fractional=3|mir=61|flow_path=0|disjunctive=0|implied_bound=831|zero_half=30|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.36262451556877906,sibling_starvation
stage3__high_imbalance_seed3202__s0__1800s__dense_on,stage3,existing,high_imbalance_seed3202,S0,1800,7.2062084,1.448790683549598,7.2062084,12.1442753,120,7498,120,0,733.6150046999999,5233.0,3594.0,1.7309075109241547,0,1770.3584629,7065111,600.264316057774,318600,0.0008144174294430123,6.248128800000002,0.35688349999999996,cover=51|gub_cover=5|flow_cover=381|clique=1|fractional=0|mir=47|flow_path=0|disjunctive=0|implied_bound=1055|zero_half=41|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.05627873720973979,sibling_starvation
stage3__high_imbalance_seed3202__s1__1800s__dense_on,stage3,existing,high_imbalance_seed3202,S1,1800,6.0570814,1.4312629853487282,6.0570814,11.0153871,116,7950,116,0,1344.0195052,9155.0,4219.0,1.7212088964929246,0,1770.352415,5992736,503.6759119179694,310104,0.0024017081581676034,6.088931800000003,0.5383649000000003,cover=54|gub_cover=5|flow_cover=133|clique=1|fractional=0|mir=56|flow_path=0|disjunctive=0|implied_bound=899|zero_half=31|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.05762978975199694,sibling_starvation
stage3__moderate_seed3301__s0__1800s__dense_on,stage3,existing,moderate_seed3301,S0,1800,6.5474863,0.03453798009362849,6.5474863,10.656988,151,7701,151,0,600.2298512,3749.0,5136.0,0.046154440838773785,0,1770.5904704,3698981,349.8846954218691,410304,0.00019632480772753134,8.685784099999998,0.6208001000000002,cover=85|gub_cover=1|flow_cover=143|clique=0|fractional=2|mir=36|flow_path=0|disjunctive=0|implied_bound=2099|zero_half=11|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.0588981039143208,sibling_starvation
stage3__moderate_seed3301__s1__1800s__dense_on,stage3,existing,moderate_seed3301,S1,1800,5.1093434,0.03472304540982346,5.1093434,8.1209927,173,8329,173,0,1417.7222102,9906.0,4883.0,0.04692549445851214,0,1771.2356148,1950826,160.93268437551558,464898,0.0001811777020326269,9.924039899999993,1.1128375000000001,cover=45|gub_cover=1|flow_cover=34|clique=0|fractional=6|mir=36|flow_path=0|disjunctive=0|implied_bound=1251|zero_half=9|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.07019303603031815,sibling_starvation
stage3__moderate_seed3302__s0__1800s__dense_on,stage3,existing,moderate_seed3302,S0,1800,6.3049952,0.11195893573207412,6.3049952,12.7723467,151,10530,151,0,1642.836598,11999.0,8705.0,0.14332868831052353,0,1770.643726,6735337,532.7325001977379,363776,0.000806084978914614,8.326468099999998,0.5597372000000003,cover=13|gub_cover=15|flow_cover=210|clique=0|fractional=8|mir=44|flow_path=0|disjunctive=0|implied_bound=497|zero_half=20|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.10324877880102032,sibling_starvation
stage3__moderate_seed3302__s1__1800s__dense_on,stage3,existing,moderate_seed3302,S1,1800,7.4143289,0.10941596008621492,7.4143289,13.4148598,204,16183,204,0,1506.8039479,17599.0,12771.0,0.14594877615937452,0,1771.0405154,6119374,307.2437616106843,515823,0.0006596985719734549,11.485063099999996,0.6367492999999995,cover=22|gub_cover=9|flow_cover=103|clique=0|fractional=4|mir=43|flow_path=0|disjunctive=0|implied_bound=453|zero_half=13|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=1|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.25457917357459003,sibling_starvation
stage3__tight_T_seed3101__s0__1800s__dense_on,stage3,existing,tight_T_seed3101,S0,1800,4.7988786,0.014627354220092537,4.7988786,9.3258413,171,16264,171,0,1269.2084678,20026.0,6588.0,0.04623262060917055,0,1770.530487,10729650,402.598401560917,470093,0.00021998484817999778,9.872351200000004,0.46949839999999987,cover=24|gub_cover=5|flow_cover=301|clique=0|fractional=5|mir=46|flow_path=0|disjunctive=0|implied_bound=777|zero_half=24|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.26878203210205937,sibling_starvation
stage3__tight_T_seed3101__s1__1800s__dense_on,stage3,existing,tight_T_seed3101,S1,1800,7.0002673,0.014290983894609753,7.0002673,12.4655426,192,10698,192,0,838.5918133,9644.0,3884.0,0.045718388239788216,0,1770.39283,9174165,512.1798235819563,511929,0.0001594218871609461,10.915194299999985,0.3382411,cover=20|gub_cover=7|flow_cover=154|clique=0|fractional=1|mir=54|flow_path=0|disjunctive=0|implied_bound=659|zero_half=37|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.11459321186883992,sibling_starvation
stage3__tight_T_seed3102__s0__1800s__dense_on,stage3,existing,tight_T_seed3102,S0,1800,4.9560252,0.4611358565716622,4.9560252,11.081091,127,12273,127,0,1619.2453791,16303.0,7143.0,0.5620470679506854,0,1770.5558745,8814295,499.33690233401313,333935,0.000705341539370193,7.1541851,0.3182343000000002,cover=46|gub_cover=3|flow_cover=278|clique=0|fractional=2|mir=82|flow_path=0|disjunctive=0|implied_bound=727|zero_half=23|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.16137523335655177,sibling_starvation
stage3__tight_T_seed3102__s1__1800s__dense_on,stage3,existing,tight_T_seed3102,S1,1800,5.289896,0.4596778879666658,5.289896,10.2636006,130,18488,130,0,1009.4276227999999,14018.0,11562.0,0.5574764151520293,0,1771.0885239,7982156,311.4866151564817,339619,0.0007058682961689568,7.421504999999997,0.31020889999999984,cover=53|gub_cover=3|flow_cover=110|clique=0|fractional=2|mir=75|flow_path=0|disjunctive=0|implied_bound=570|zero_half=24|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.36196377282823494,sibling_starvation
stage3__V12_M1__s0__1800s__dense_on,stage3,existing,V12_M1,S0,1800,1.8663769,0.2415073593275524,1.8663769,2.8274233,223,7438,223,0,53.4324976,8444.0,1484.0,0.3572005832084155,0,122.7270492,913176,61.98588107521043,284206,0.00022415973156376457,3.6778997000000055,0.06558169999999994,cover=9|gub_cover=0|flow_cover=45|clique=59|fractional=7|mir=11|flow_path=0|disjunctive=0|implied_bound=470|zero_half=1|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.7169834159917449,equal_child_estimates
stage3__V12_M1__s1__1800s__dense_on,stage3,existing,V12_M1,S1,1800,2.069476,0.24170009010998567,2.069476,2.930281,222,6281,222,0,47.5017155,4495.0,1424.0,0.3572005832084154,0,129.3033767,951283,75.4986507936508,282277,0.00022678156151381034,3.6680619999999973,0.06542209999999996,cover=7|gub_cover=0|flow_cover=23|clique=57|fractional=4|mir=21|flow_path=0|disjunctive=0|implied_bound=349|zero_half=1|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=3|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.4910730507678952,equal_child_estimates
stage3__V12_M2__s0__1800s__dense_on,stage3,existing,V12_M2,S0,1800,3.4640878,0.3787917706868861,3.4640878,5.442952,140,12580,140,0,135.1106766,14923.0,2726.0,0.7185040707549651,0,281.0980333,2198846,88.08773335469914,177925,0.0006207824642729559,2.325456,0.04216859999999997,cover=21|gub_cover=4|flow_cover=116|clique=18|fractional=2|mir=27|flow_path=0|disjunctive=0|implied_bound=366|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.9103870268818319,equal_child_estimates
stage3__V12_M2__s1__1800s__dense_on,stage3,existing,V12_M2,S1,1800,3.5774573,0.37822168614483404,3.5774573,5.6843875,140,37157,140,0,448.4604204,45220.0,8408.0,0.7185040707549712,0,731.6978379,4650388,63.55159549026307,178572,0.0005931823936937598,2.3448355999999952,0.04259270000000005,cover=24|gub_cover=2|flow_cover=46|clique=13|fractional=3|mir=29|flow_path=0|disjunctive=0|implied_bound=357|zero_half=2|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,3.5472366490208067,sibling_starvation
stage4__high_imbalance_seed4201__s0__900s__dense_on,stage4,heldout,high_imbalance_seed4201,S0,900,5.3349702,2.5276148517167343,5.3349702,14.5375886,57,8714,57,0,577.7674814,7361.0,6723.0,2.734563407021374,0,882.4486412,3538648,329.75938868698165,143420,0.0014497795155760285,2.826948800000001,0.1230809,cover=49|gub_cover=4|flow_cover=272|clique=0|fractional=1|mir=44|flow_path=0|disjunctive=0|implied_bound=640|zero_half=37|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.1325589013142334,sibling_starvation
stage4__high_imbalance_seed4201__s1__900s__dense_on,stage4,heldout,high_imbalance_seed4201,S1,900,6.7286741,2.5204860437232064,6.7286741,18.0502565,84,7904,84,0,844.3812632,10227.0,5706.0,2.7424581067784843,0,882.4200117,3602027,351.382987025656,205900,0.0010086987219903134,4.370616300000003,0.1864878,cover=52|gub_cover=3|flow_cover=115|clique=0|fractional=1|mir=61|flow_path=0|disjunctive=0|implied_bound=707|zero_half=34|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.10826299890300789,sibling_starvation
stage4__high_imbalance_seed4202__s0__900s__dense_on,stage4,heldout,high_imbalance_seed4202,S0,900,6.9980707,1.8810824930071126,6.9980707,13.2660381,70,3039,70,0,559.8817602,2881.0,1696.0,2.158503837619085,0,882.2129537,4128003,913.07299270073,182493,0.0008978499090607539,3.5793511999999996,0.13572099999999998,cover=48|gub_cover=3|flow_cover=279|clique=0|fractional=2|mir=43|flow_path=0|disjunctive=0|implied_bound=901|zero_half=40|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=1|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.01719186768270113,sibling_starvation
stage4__high_imbalance_seed4202__s1__900s__dense_on,stage4,heldout,high_imbalance_seed4202,S1,900,6.4807547,1.880860742617128,6.4807547,11.6756768,70,2985,70,0,762.2250498,4164.0,1657.0,2.161347853575273,0,882.225329,3983034,878.4812527569475,185367,0.0008954131120409622,3.6121632999999997,0.10740630000000001,cover=53|gub_cover=5|flow_cover=116|clique=0|fractional=3|mir=91|flow_path=0|disjunctive=0|implied_bound=794|zero_half=39|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=1|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.017406109543463902,sibling_starvation
stage4__moderate_seed4302__s0__900s__dense_on,stage4,heldout,moderate_seed4302,S0,900,4.8160009,4.336808689942018e-19,4.8160009,7.2889589,56,2072,56,0,385.5744306,1619.0,365.0,0.003982031391783616,0,882.1855889,3328702,859.0198709677419,141669,0.0,3.1024265000000004,0.06000770000000001,cover=47|gub_cover=1|flow_cover=62|clique=0|fractional=27|mir=13|flow_path=0|disjunctive=0|implied_bound=1138|zero_half=5|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=9|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.009032184352471806,sibling_starvation
stage4__moderate_seed4302__s1__900s__dense_on,stage4,heldout,moderate_seed4302,S1,900,3.405312,-1.6263032587282567e-18,3.405312,6.6788973,59,1445,59,0,623.79738,1948.0,173.0,0.0036027903068518432,0,882.1630926,3052377,1081.2529224229543,144531,0.0,3.2273676000000004,0.0570079,cover=22|gub_cover=1|flow_cover=10|clique=5|fractional=24|mir=17|flow_path=0|disjunctive=0|implied_bound=979|zero_half=3|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=8|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.005614910091944609,sibling_starvation
stage4__tight_T_seed4101__s0__900s__dense_on,stage4,heldout,tight_T_seed4101,S0,900,5.2463279,0.350958172090344,5.2463279,11.2376788,123,6913,123,0,682.6644157999999,7420.0,4615.0,0.48589420398679267,0,882.3483649,5174482,549.133184760692,326136,0.0007825694826799415,6.965402300000003,0.34186869999999986,cover=25|gub_cover=6|flow_cover=224|clique=0|fractional=10|mir=55|flow_path=0|disjunctive=0|implied_bound=527|zero_half=21|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.07326963670765735,sibling_starvation
stage4__tight_T_seed4101__s1__900s__dense_on,stage4,heldout,tight_T_seed4101,S1,900,5.9051632,0.3506996975192502,5.9051632,11.704548,138,8299,138,0,651.6173246999999,8997.0,6049.0,0.48040674536805056,0,882.4211591,4719253,438.9186197916667,345988,0.0006481458249084286,7.690342400000003,0.2925785,cover=29|gub_cover=5|flow_cover=105|clique=0|fractional=11|mir=45|flow_path=0|disjunctive=0|implied_bound=490|zero_half=33|multi_commodity_flow=0|local_cover=0|tightening=0|objective_disjunctive=0|lift_and_project=0|user=0|table=0|solution_pool=0|local_implied_bound=0|bqp=0|rlt=0|benders=0,0.1192964614049654,sibling_starvation
