stage,suite,instance,budget_seconds,arm,run_id,ub_view,comparison_ub,gap_threshold,crossing_observed,preceding_observation_seconds,preceding_gap,first_observed_crossing_seconds,first_observed_gap
stage2,existing,V12_M1,900,plain,stage2__V12_M1__plain__900s__dense_on,frozen_common_ub,0.3572005832084155,0.005,True,590.2382214,0.005000157763867702,590.2385449,0.004999917547933856
stage2,existing,V12_M1,900,plain,stage2__V12_M1__plain__900s__dense_on,frozen_common_ub,0.3572005832084155,0.001,True,613.2257309,0.0010001363657652558,613.2260684,0.0009999497436984882
stage2,existing,V12_M2,900,S0,stage2__V12_M2__s0__900s__dense_on,plain_ub,0.7185040707549709,0.2,True,3.372036,0.47280497619328843,3.6332789,0.16801534427658651
stage2,existing,V12_M2,900,S0,stage2__V12_M2__s0__900s__dense_on,plain_ub,0.7185040707549709,0.1,True,4.8533757,0.10219378851528674,4.9090735,0.09341894510716885
stage2,existing,V12_M2,900,S0,stage2__V12_M2__s0__900s__dense_on,plain_ub,0.7185040707549709,0.05,True,38.5244973,0.05000970392911013,38.6224744,0.04984812856196215
stage2,existing,V12_M2,900,S0,stage2__V12_M2__s0__900s__dense_on,plain_ub,0.7185040707549709,0.02,True,129.7556869,0.020014008826137634,129.8348911,0.019964402227453354
stage2,existing,V12_M2,900,S0,stage2__V12_M2__s0__900s__dense_on,plain_ub,0.7185040707549709,0.01,True,183.2575388,0.010005523183045224,183.2715546,0.009998058935707144
stage2,existing,V12_M2,900,S0,stage2__V12_M2__s0__900s__dense_on,plain_ub,0.7185040707549709,0.005,True,222.1837968,0.005003353429232144,222.2785161,0.004994704869964955
stage2,existing,V12_M2,900,S0,stage2__V12_M2__s0__900s__dense_on,plain_ub,0.7185040707549709,0.001,True,257.6822346,0.0010121314802324078,257.8466969,0.0009947053652362978
stage2,existing,V12_M2,900,S0,stage2__V12_M2__s0__900s__dense_on,frozen_common_ub,0.7185040707549709,0.2,True,3.372036,0.47280497619328843,3.6332789,0.16801534427658651
stage2,existing,V12_M2,900,S0,stage2__V12_M2__s0__900s__dense_on,frozen_common_ub,0.7185040707549709,0.1,True,4.8533757,0.10219378851528674,4.9090735,0.09341894510716885
stage2,existing,V12_M2,900,S0,stage2__V12_M2__s0__900s__dense_on,frozen_common_ub,0.7185040707549709,0.05,True,38.5244973,0.05000970392911013,38.6224744,0.04984812856196215
stage2,existing,V12_M2,900,S0,stage2__V12_M2__s0__900s__dense_on,frozen_common_ub,0.7185040707549709,0.02,True,129.7556869,0.020014008826137634,129.8348911,0.019964402227453354
stage2,existing,V12_M2,900,S0,stage2__V12_M2__s0__900s__dense_on,frozen_common_ub,0.7185040707549709,0.01,True,183.2575388,0.010005523183045224,183.2715546,0.009998058935707144
stage2,existing,V12_M2,900,S0,stage2__V12_M2__s0__900s__dense_on,frozen_common_ub,0.7185040707549709,0.005,True,222.1837968,0.005003353429232144,222.2785161,0.004994704869964955
stage2,existing,V12_M2,900,S0,stage2__V12_M2__s0__900s__dense_on,frozen_common_ub,0.7185040707549709,0.001,True,257.6822346,0.0010121314802324078,257.8466969,0.0009947053652362978
stage2,existing,V12_M2,900,plain,stage2__V12_M2__plain__900s__dense_on,plain_ub,0.7185040707549709,0.2,True,373.0490482,0.20000050147927226,373.0582122,0.19999887611234252
stage2,existing,V12_M2,900,plain,stage2__V12_M2__plain__900s__dense_on,plain_ub,0.7185040707549709,0.1,False,882.0012085,0.18377308480462637,,
stage2,existing,V12_M2,900,plain,stage2__V12_M2__plain__900s__dense_on,plain_ub,0.7185040707549709,0.05,False,882.0012085,0.18377308480462637,,
stage2,existing,V12_M2,900,plain,stage2__V12_M2__plain__900s__dense_on,plain_ub,0.7185040707549709,0.02,False,882.0012085,0.18377308480462637,,
stage2,existing,V12_M2,900,plain,stage2__V12_M2__plain__900s__dense_on,plain_ub,0.7185040707549709,0.01,False,882.0012085,0.18377308480462637,,
stage2,existing,V12_M2,900,plain,stage2__V12_M2__plain__900s__dense_on,plain_ub,0.7185040707549709,0.005,False,882.0012085,0.18377308480462637,,
stage2,existing,V12_M2,900,plain,stage2__V12_M2__plain__900s__dense_on,plain_ub,0.7185040707549709,0.001,False,882.0012085,0.18377308480462637,,
stage2,existing,V12_M2,900,plain,stage2__V12_M2__plain__900s__dense_on,frozen_common_ub,0.7185040707549709,0.2,True,373.0490482,0.20000050147927226,373.0582122,0.19999887611234252
stage2,existing,V12_M2,900,plain,stage2__V12_M2__plain__900s__dense_on,frozen_common_ub,0.7185040707549709,0.1,False,882.0012085,0.18377308480462637,,
stage2,existing,V12_M2,900,plain,stage2__V12_M2__plain__900s__dense_on,frozen_common_ub,0.7185040707549709,0.05,False,882.0012085,0.18377308480462637,,
stage2,existing,V12_M2,900,plain,stage2__V12_M2__plain__900s__dense_on,frozen_common_ub,0.7185040707549709,0.02,False,882.0012085,0.18377308480462637,,
stage2,existing,V12_M2,900,plain,stage2__V12_M2__plain__900s__dense_on,frozen_common_ub,0.7185040707549709,0.01,False,882.0012085,0.18377308480462637,,
stage2,existing,V12_M2,900,plain,stage2__V12_M2__plain__900s__dense_on,frozen_common_ub,0.7185040707549709,0.005,False,882.0012085,0.18377308480462637,,
stage2,existing,V12_M2,900,plain,stage2__V12_M2__plain__900s__dense_on,frozen_common_ub,0.7185040707549709,0.001,False,882.0012085,0.18377308480462637,,
stage2,existing,high_imbalance_seed3201,900,S0,stage2__high_imbalance_seed3201__s0__900s__dense_on,plain_ub,2.4434031919432,0.2,True,0.0136559,1.0,0.5647014,0.1632569231603672
stage2,existing,high_imbalance_seed3201,900,S0,stage2__high_imbalance_seed3201__s0__900s__dense_on,plain_ub,2.4434031919432,0.1,True,7.2700125,0.1277955515208597,7.8708121,0.06353359985639187
stage2,existing,high_imbalance_seed3201,900,S0,stage2__high_imbalance_seed3201__s0__900s__dense_on,plain_ub,2.4434031919432,0.05,True,30.2237167,0.05129774101944061,30.2954958,0.049832307927910144
stage2,existing,high_imbalance_seed3201,900,S0,stage2__high_imbalance_seed3201__s0__900s__dense_on,plain_ub,2.4434031919432,0.02,False,862.7346315,0.036488428022266754,,
stage2,existing,high_imbalance_seed3201,900,S0,stage2__high_imbalance_seed3201__s0__900s__dense_on,plain_ub,2.4434031919432,0.01,False,862.7346315,0.036488428022266754,,
stage2,existing,high_imbalance_seed3201,900,S0,stage2__high_imbalance_seed3201__s0__900s__dense_on,plain_ub,2.4434031919432,0.005,False,862.7346315,0.036488428022266754,,
stage2,existing,high_imbalance_seed3201,900,S0,stage2__high_imbalance_seed3201__s0__900s__dense_on,plain_ub,2.4434031919432,0.001,False,862.7346315,0.036488428022266754,,
stage2,existing,high_imbalance_seed3201,900,S0,stage2__high_imbalance_seed3201__s0__900s__dense_on,frozen_common_ub,2.4434031919432,0.2,True,0.0136559,1.0,0.5647014,0.1632569231603672
stage2,existing,high_imbalance_seed3201,900,S0,stage2__high_imbalance_seed3201__s0__900s__dense_on,frozen_common_ub,2.4434031919432,0.1,True,7.2700125,0.1277955515208597,7.8708121,0.06353359985639187
stage2,existing,high_imbalance_seed3201,900,S0,stage2__high_imbalance_seed3201__s0__900s__dense_on,frozen_common_ub,2.4434031919432,0.05,True,30.2237167,0.05129774101944061,30.2954958,0.049832307927910144
stage2,existing,high_imbalance_seed3201,900,S0,stage2__high_imbalance_seed3201__s0__900s__dense_on,frozen_common_ub,2.4434031919432,0.02,False,862.7346315,0.036488428022266754,,
stage2,existing,high_imbalance_seed3201,900,S0,stage2__high_imbalance_seed3201__s0__900s__dense_on,frozen_common_ub,2.4434031919432,0.01,False,862.7346315,0.036488428022266754,,
stage2,existing,high_imbalance_seed3201,900,S0,stage2__high_imbalance_seed3201__s0__900s__dense_on,frozen_common_ub,2.4434031919432,0.005,False,862.7346315,0.036488428022266754,,
stage2,existing,high_imbalance_seed3201,900,S0,stage2__high_imbalance_seed3201__s0__900s__dense_on,frozen_common_ub,2.4434031919432,0.001,False,862.7346315,0.036488428022266754,,
stage2,existing,high_imbalance_seed3201,900,plain,stage2__high_imbalance_seed3201__plain__900s__dense_on,plain_ub,2.4434031919432,0.2,True,35.4561092,0.2000669113462381,35.5208905,0.19991438179546425
stage2,existing,high_imbalance_seed3201,900,plain,stage2__high_imbalance_seed3201__plain__900s__dense_on,plain_ub,2.4434031919432,0.1,False,882.0149176,0.1628931437628676,,
stage2,existing,high_imbalance_seed3201,900,plain,stage2__high_imbalance_seed3201__plain__900s__dense_on,plain_ub,2.4434031919432,0.05,False,882.0149176,0.1628931437628676,,
stage2,existing,high_imbalance_seed3201,900,plain,stage2__high_imbalance_seed3201__plain__900s__dense_on,plain_ub,2.4434031919432,0.02,False,882.0149176,0.1628931437628676,,
stage2,existing,high_imbalance_seed3201,900,plain,stage2__high_imbalance_seed3201__plain__900s__dense_on,plain_ub,2.4434031919432,0.01,False,882.0149176,0.1628931437628676,,
stage2,existing,high_imbalance_seed3201,900,plain,stage2__high_imbalance_seed3201__plain__900s__dense_on,plain_ub,2.4434031919432,0.005,False,882.0149176,0.1628931437628676,,
stage2,existing,high_imbalance_seed3201,900,plain,stage2__high_imbalance_seed3201__plain__900s__dense_on,plain_ub,2.4434031919432,0.001,False,882.0149176,0.1628931437628676,,
stage2,existing,high_imbalance_seed3201,900,plain,stage2__high_imbalance_seed3201__plain__900s__dense_on,frozen_common_ub,2.4434031919432,0.2,True,35.4561092,0.2000669113462381,35.5208905,0.19991438179546425
stage2,existing,high_imbalance_seed3201,900,plain,stage2__high_imbalance_seed3201__plain__900s__dense_on,frozen_common_ub,2.4434031919432,0.1,False,882.0149176,0.1628931437628676,,
stage2,existing,high_imbalance_seed3201,900,plain,stage2__high_imbalance_seed3201__plain__900s__dense_on,frozen_common_ub,2.4434031919432,0.05,False,882.0149176,0.1628931437628676,,
stage2,existing,high_imbalance_seed3201,900,plain,stage2__high_imbalance_seed3201__plain__900s__dense_on,frozen_common_ub,2.4434031919432,0.02,False,882.0149176,0.1628931437628676,,
stage2,existing,high_imbalance_seed3201,900,plain,stage2__high_imbalance_seed3201__plain__900s__dense_on,frozen_common_ub,2.4434031919432,0.01,False,882.0149176,0.1628931437628676,,
stage2,existing,high_imbalance_seed3201,900,plain,stage2__high_imbalance_seed3201__plain__900s__dense_on,frozen_common_ub,2.4434031919432,0.005,False,882.0149176,0.1628931437628676,,
stage2,existing,high_imbalance_seed3201,900,plain,stage2__high_imbalance_seed3201__plain__900s__dense_on,frozen_common_ub,2.4434031919432,0.001,False,882.0149176,0.1628931437628676,,
stage2,existing,high_imbalance_seed3202,900,S0,stage2__high_imbalance_seed3202__s0__900s__dense_on,plain_ub,1.7651813107857242,0.2,True,1.7251568,0.2019781742558284,1.8506645,0.18432954170998037
stage2,existing,high_imbalance_seed3202,900,S0,stage2__high_imbalance_seed3202__s0__900s__dense_on,plain_ub,1.7651813107857242,0.1,True,7.2025781,0.1792397332233781,7.9090187,0.06600687576741984
stage2,existing,high_imbalance_seed3202,900,S0,stage2__high_imbalance_seed3202__s0__900s__dense_on,plain_ub,1.7651813107857242,0.05,True,132.011555,0.0500176087719919,132.2637333,0.049998456100088684
stage2,existing,high_imbalance_seed3202,900,S0,stage2__high_imbalance_seed3202__s0__900s__dense_on,plain_ub,1.7651813107857242,0.02,False,861.9970035,0.030907875650091628,,
stage2,existing,high_imbalance_seed3202,900,S0,stage2__high_imbalance_seed3202__s0__900s__dense_on,plain_ub,1.7651813107857242,0.01,False,861.9970035,0.030907875650091628,,
stage2,existing,high_imbalance_seed3202,900,S0,stage2__high_imbalance_seed3202__s0__900s__dense_on,plain_ub,1.7651813107857242,0.005,False,861.9970035,0.030907875650091628,,
stage2,existing,high_imbalance_seed3202,900,S0,stage2__high_imbalance_seed3202__s0__900s__dense_on,plain_ub,1.7651813107857242,0.001,False,861.9970035,0.030907875650091628,,
stage2,existing,high_imbalance_seed3202,900,S0,stage2__high_imbalance_seed3202__s0__900s__dense_on,frozen_common_ub,1.7493134520506337,0.2,True,1.4005675,0.202720322528201,1.5304201,0.19633958385569197
stage2,existing,high_imbalance_seed3202,900,S0,stage2__high_imbalance_seed3202__s0__900s__dense_on,frozen_common_ub,1.7493134520506337,0.1,True,7.2025781,0.17179469359750688,7.9090187,0.057534711480627755
stage2,existing,high_imbalance_seed3202,900,S0,stage2__high_imbalance_seed3202__s0__900s__dense_on,frozen_common_ub,1.7493134520506337,0.05,True,18.0401527,0.0568863113785766,18.0722014,0.04722228794187571
stage2,existing,high_imbalance_seed3202,900,S0,stage2__high_imbalance_seed3202__s0__900s__dense_on,frozen_common_ub,1.7493134520506337,0.02,False,861.9970035,0.02211733161554661,,
stage2,existing,high_imbalance_seed3202,900,S0,stage2__high_imbalance_seed3202__s0__900s__dense_on,frozen_common_ub,1.7493134520506337,0.01,False,861.9970035,0.02211733161554661,,
stage2,existing,high_imbalance_seed3202,900,S0,stage2__high_imbalance_seed3202__s0__900s__dense_on,frozen_common_ub,1.7493134520506337,0.005,False,861.9970035,0.02211733161554661,,
stage2,existing,high_imbalance_seed3202,900,S0,stage2__high_imbalance_seed3202__s0__900s__dense_on,frozen_common_ub,1.7493134520506337,0.001,False,861.9970035,0.02211733161554661,,
stage2,existing,high_imbalance_seed3202,900,plain,stage2__high_imbalance_seed3202__plain__900s__dense_on,plain_ub,1.7651813107857242,0.2,False,882.0127165,0.38009094674613647,,
stage2,existing,high_imbalance_seed3202,900,plain,stage2__high_imbalance_seed3202__plain__900s__dense_on,plain_ub,1.7651813107857242,0.1,False,882.0127165,0.38009094674613647,,
stage2,existing,high_imbalance_seed3202,900,plain,stage2__high_imbalance_seed3202__plain__900s__dense_on,plain_ub,1.7651813107857242,0.05,False,882.0127165,0.38009094674613647,,
stage2,existing,high_imbalance_seed3202,900,plain,stage2__high_imbalance_seed3202__plain__900s__dense_on,plain_ub,1.7651813107857242,0.02,False,882.0127165,0.38009094674613647,,
stage2,existing,high_imbalance_seed3202,900,plain,stage2__high_imbalance_seed3202__plain__900s__dense_on,plain_ub,1.7651813107857242,0.01,False,882.0127165,0.38009094674613647,,
stage2,existing,high_imbalance_seed3202,900,plain,stage2__high_imbalance_seed3202__plain__900s__dense_on,plain_ub,1.7651813107857242,0.005,False,882.0127165,0.38009094674613647,,
stage2,existing,high_imbalance_seed3202,900,plain,stage2__high_imbalance_seed3202__plain__900s__dense_on,plain_ub,1.7651813107857242,0.001,False,882.0127165,0.38009094674613647,,
stage2,existing,high_imbalance_seed3202,900,plain,stage2__high_imbalance_seed3202__plain__900s__dense_on,frozen_common_ub,1.7493134520506337,0.2,False,882.0127165,0.3744678096953667,,
stage2,existing,high_imbalance_seed3202,900,plain,stage2__high_imbalance_seed3202__plain__900s__dense_on,frozen_common_ub,1.7493134520506337,0.1,False,882.0127165,0.3744678096953667,,
stage2,existing,high_imbalance_seed3202,900,plain,stage2__high_imbalance_seed3202__plain__900s__dense_on,frozen_common_ub,1.7493134520506337,0.05,False,882.0127165,0.3744678096953667,,
stage2,existing,high_imbalance_seed3202,900,plain,stage2__high_imbalance_seed3202__plain__900s__dense_on,frozen_common_ub,1.7493134520506337,0.02,False,882.0127165,0.3744678096953667,,
stage2,existing,high_imbalance_seed3202,900,plain,stage2__high_imbalance_seed3202__plain__900s__dense_on,frozen_common_ub,1.7493134520506337,0.01,False,882.0127165,0.3744678096953667,,
stage2,existing,high_imbalance_seed3202,900,plain,stage2__high_imbalance_seed3202__plain__900s__dense_on,frozen_common_ub,1.7493134520506337,0.005,False,882.0127165,0.3744678096953667,,
stage2,existing,high_imbalance_seed3202,900,plain,stage2__high_imbalance_seed3202__plain__900s__dense_on,frozen_common_ub,1.7493134520506337,0.001,False,882.0127165,0.3744678096953667,,
stage2,existing,moderate_seed3301,900,S0,stage2__moderate_seed3301__s0__900s__dense_on,plain_ub,0.05642737771357258,0.2,True,344.1488625,0.20010102654209205,344.1758712,0.1999134500619678
stage2,existing,moderate_seed3301,900,S0,stage2__moderate_seed3301__s0__900s__dense_on,plain_ub,0.05642737771357258,0.1,False,862.0246633,0.18782607967323728,,
stage2,existing,moderate_seed3301,900,S0,stage2__moderate_seed3301__s0__900s__dense_on,plain_ub,0.05642737771357258,0.05,False,862.0246633,0.18782607967323728,,
stage2,existing,moderate_seed3301,900,S0,stage2__moderate_seed3301__s0__900s__dense_on,plain_ub,0.05642737771357258,0.02,False,862.0246633,0.18782607967323728,,
stage2,existing,moderate_seed3301,900,S0,stage2__moderate_seed3301__s0__900s__dense_on,plain_ub,0.05642737771357258,0.01,False,862.0246633,0.18782607967323728,,
stage2,existing,moderate_seed3301,900,S0,stage2__moderate_seed3301__s0__900s__dense_on,plain_ub,0.05642737771357258,0.005,False,862.0246633,0.18782607967323728,,
stage2,existing,moderate_seed3301,900,S0,stage2__moderate_seed3301__s0__900s__dense_on,plain_ub,0.05642737771357258,0.001,False,862.0246633,0.18782607967323728,,
stage2,existing,moderate_seed3301,900,S0,stage2__moderate_seed3301__s0__900s__dense_on,frozen_common_ub,0.04915255266474515,0.2,True,12.1119178,0.27783141569019254,12.2037145,0.15402465357789705
stage2,existing,moderate_seed3301,900,S0,stage2__moderate_seed3301__s0__900s__dense_on,frozen_common_ub,0.04915255266474515,0.1,True,96.0360522,0.10007576608497704,96.1258211,0.09987100895641762
stage2,existing,moderate_seed3301,900,S0,stage2__moderate_seed3301__s0__900s__dense_on,frozen_common_ub,0.04915255266474515,0.05,False,862.0246633,0.06762025394741811,,
stage2,existing,moderate_seed3301,900,S0,stage2__moderate_seed3301__s0__900s__dense_on,frozen_common_ub,0.04915255266474515,0.02,False,862.0246633,0.06762025394741811,,
stage2,existing,moderate_seed3301,900,S0,stage2__moderate_seed3301__s0__900s__dense_on,frozen_common_ub,0.04915255266474515,0.01,False,862.0246633,0.06762025394741811,,
stage2,existing,moderate_seed3301,900,S0,stage2__moderate_seed3301__s0__900s__dense_on,frozen_common_ub,0.04915255266474515,0.005,False,862.0246633,0.06762025394741811,,
stage2,existing,moderate_seed3301,900,S0,stage2__moderate_seed3301__s0__900s__dense_on,frozen_common_ub,0.04915255266474515,0.001,False,862.0246633,0.06762025394741811,,
stage2,existing,moderate_seed3301,900,plain,stage2__moderate_seed3301__plain__900s__dense_on,plain_ub,0.05642737771357258,0.2,False,882.1182953,0.28105117752169073,,
stage2,existing,moderate_seed3301,900,plain,stage2__moderate_seed3301__plain__900s__dense_on,plain_ub,0.05642737771357258,0.1,False,882.1182953,0.28105117752169073,,
stage2,existing,moderate_seed3301,900,plain,stage2__moderate_seed3301__plain__900s__dense_on,plain_ub,0.05642737771357258,0.05,False,882.1182953,0.28105117752169073,,
stage2,existing,moderate_seed3301,900,plain,stage2__moderate_seed3301__plain__900s__dense_on,plain_ub,0.05642737771357258,0.02,False,882.1182953,0.28105117752169073,,
stage2,existing,moderate_seed3301,900,plain,stage2__moderate_seed3301__plain__900s__dense_on,plain_ub,0.05642737771357258,0.01,False,882.1182953,0.28105117752169073,,
stage2,existing,moderate_seed3301,900,plain,stage2__moderate_seed3301__plain__900s__dense_on,plain_ub,0.05642737771357258,0.005,False,882.1182953,0.28105117752169073,,
stage2,existing,moderate_seed3301,900,plain,stage2__moderate_seed3301__plain__900s__dense_on,plain_ub,0.05642737771357258,0.001,False,882.1182953,0.28105117752169073,,
stage2,existing,moderate_seed3301,900,plain,stage2__moderate_seed3301__plain__900s__dense_on,frozen_common_ub,0.04915255266474515,0.2,True,8.5689736,0.201566829425302,8.6619006,0.19668532245546128
stage2,existing,moderate_seed3301,900,plain,stage2__moderate_seed3301__plain__900s__dense_on,frozen_common_ub,0.04915255266474515,0.1,False,882.1182953,0.17464313523212746,,
stage2,existing,moderate_seed3301,900,plain,stage2__moderate_seed3301__plain__900s__dense_on,frozen_common_ub,0.04915255266474515,0.05,False,882.1182953,0.17464313523212746,,
stage2,existing,moderate_seed3301,900,plain,stage2__moderate_seed3301__plain__900s__dense_on,frozen_common_ub,0.04915255266474515,0.02,False,882.1182953,0.17464313523212746,,
stage2,existing,moderate_seed3301,900,plain,stage2__moderate_seed3301__plain__900s__dense_on,frozen_common_ub,0.04915255266474515,0.01,False,882.1182953,0.17464313523212746,,
stage2,existing,moderate_seed3301,900,plain,stage2__moderate_seed3301__plain__900s__dense_on,frozen_common_ub,0.04915255266474515,0.005,False,882.1182953,0.17464313523212746,,
stage2,existing,moderate_seed3301,900,plain,stage2__moderate_seed3301__plain__900s__dense_on,frozen_common_ub,0.04915255266474515,0.001,False,882.1182953,0.17464313523212746,,
stage2,existing,moderate_seed3302,900,S0,stage2__moderate_seed3302__s0__900s__dense_on,plain_ub,0.20445010767962485,0.2,False,861.9972415,0.30370299596300776,,
stage2,existing,moderate_seed3302,900,S0,stage2__moderate_seed3302__s0__900s__dense_on,plain_ub,0.20445010767962485,0.1,False,861.9972415,0.30370299596300776,,
stage2,existing,moderate_seed3302,900,S0,stage2__moderate_seed3302__s0__900s__dense_on,plain_ub,0.20445010767962485,0.05,False,861.9972415,0.30370299596300776,,
stage2,existing,moderate_seed3302,900,S0,stage2__moderate_seed3302__s0__900s__dense_on,plain_ub,0.20445010767962485,0.02,False,861.9972415,0.30370299596300776,,
stage2,existing,moderate_seed3302,900,S0,stage2__moderate_seed3302__s0__900s__dense_on,plain_ub,0.20445010767962485,0.01,False,861.9972415,0.30370299596300776,,
stage2,existing,moderate_seed3302,900,S0,stage2__moderate_seed3302__s0__900s__dense_on,plain_ub,0.20445010767962485,0.005,False,861.9972415,0.30370299596300776,,
stage2,existing,moderate_seed3302,900,S0,stage2__moderate_seed3302__s0__900s__dense_on,plain_ub,0.20445010767962485,0.001,False,861.9972415,0.30370299596300776,,
stage2,existing,moderate_seed3302,900,S0,stage2__moderate_seed3302__s0__900s__dense_on,frozen_common_ub,0.19563620654901237,0.2,False,861.9972415,0.27233307186060896,,
stage2,existing,moderate_seed3302,900,S0,stage2__moderate_seed3302__s0__900s__dense_on,frozen_common_ub,0.19563620654901237,0.1,False,861.9972415,0.27233307186060896,,
stage2,existing,moderate_seed3302,900,S0,stage2__moderate_seed3302__s0__900s__dense_on,frozen_common_ub,0.19563620654901237,0.05,False,861.9972415,0.27233307186060896,,
stage2,existing,moderate_seed3302,900,S0,stage2__moderate_seed3302__s0__900s__dense_on,frozen_common_ub,0.19563620654901237,0.02,False,861.9972415,0.27233307186060896,,
stage2,existing,moderate_seed3302,900,S0,stage2__moderate_seed3302__s0__900s__dense_on,frozen_common_ub,0.19563620654901237,0.01,False,861.9972415,0.27233307186060896,,
stage2,existing,moderate_seed3302,900,S0,stage2__moderate_seed3302__s0__900s__dense_on,frozen_common_ub,0.19563620654901237,0.005,False,861.9972415,0.27233307186060896,,
stage2,existing,moderate_seed3302,900,S0,stage2__moderate_seed3302__s0__900s__dense_on,frozen_common_ub,0.19563620654901237,0.001,False,861.9972415,0.27233307186060896,,
