column,mapped,value,lower_bound,upper_bound,integer,lower_bound_satisfied,upper_bound_satisfied,integrality_satisfied
conn_1_6_20,True,0.0,0.0,20.0,False,True,True,True
conn_1_6_3,True,4.0,0.0,20.0,False,True,True,True
conn_1_6_4,True,0.0,0.0,20.0,False,True,True,True
conn_1_6_5,True,0.0,0.0,20.0,False,True,True,True
conn_1_6_7,True,0.0,0.0,20.0,False,True,True,True
conn_1_6_8,True,0.0,0.0,20.0,False,True,True,True
conn_1_6_9,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_0,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_1,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_10,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_11,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_12,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_13,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_14,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_15,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_16,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_17,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_18,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_19,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_2,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_20,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_3,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_4,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_5,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_6,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_8,True,0.0,0.0,20.0,False,True,True,True
conn_1_7_9,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_0,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_1,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_10,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_11,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_12,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_13,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_14,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_15,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_16,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_17,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_18,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_19,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_2,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_20,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_3,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_4,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_5,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_6,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_7,True,0.0,0.0,20.0,False,True,True,True
conn_1_8_9,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_0,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_1,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_10,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_11,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_12,True,2.0,0.0,20.0,False,True,True,True
conn_1_9_13,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_14,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_15,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_16,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_17,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_18,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_19,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_2,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_20,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_3,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_4,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_5,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_6,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_7,True,0.0,0.0,20.0,False,True,True,True
conn_1_9_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_11,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_14,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_15,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_18,True,5.0,0.0,20.0,False,True,True,True
conn_2_0_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_5,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_0_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_11,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_14,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_15,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_18,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_5,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_10_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_14,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_15,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_18,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_5,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_11_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_11,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_14,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_15,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_18,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_5,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_12_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_11,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_14,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_15,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_18,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_5,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_13_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_11,True,1.0,0.0,20.0,False,True,True,True
conn_2_14_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_15,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_18,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_5,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_14_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_11,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_14,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_18,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_5,True,3.0,0.0,20.0,False,True,True,True
conn_2_15_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_15_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_11,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_14,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_15,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_18,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_5,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_16_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_11,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_14,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_15,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_18,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_5,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_17_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_11,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_14,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_15,True,4.0,0.0,20.0,False,True,True,True
conn_2_18_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_5,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_18_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_11,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_14,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_15,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_18,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_5,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_19_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_11,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_14,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_15,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_18,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_5,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_1_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_11,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_14,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_15,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_18,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_5,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_20_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_11,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_14,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_15,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_18,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_5,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_2_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_11,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_14,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_15,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_18,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_5,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_3_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_11,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_14,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_15,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_18,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_5,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_4_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_11,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_14,True,2.0,0.0,20.0,False,True,True,True
conn_2_5_15,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_18,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_5_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_11,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_14,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_15,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_18,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_5,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_7,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_6_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_1,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_10,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_11,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_12,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_13,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_14,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_15,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_16,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_17,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_18,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_19,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_2,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_20,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_3,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_4,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_5,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_6,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_8,True,0.0,0.0,20.0,False,True,True,True
conn_2_7_9,True,0.0,0.0,20.0,False,True,True,True
conn_2_8_0,True,0.0,0.0,20.0,False,True,True,True
conn_2_8_1,True,0.0,0.0,20.0,False,True,True,True
