parent_uid,parent_gamma_L,parent_gamma_U,split,lower_uid,lower_contains_witness,upper_uid,upper_contains_witness,endpoint_covered_by_both,witness_child_uid,witness_child_first_relaxation_observed,first_exclusion_event,coverage_valid
0,0.0,0.019278051143257303,0.009639025571628651,1,False,2,True,False,2,False,created_child_disappeared_before_first_relaxation_under_presolve,True
