instance,classification,decision_basis,S0_C_strict,S0_M_strict,certificate_gain,certificate_loss,S0_C_process_wall_seconds,S0_M_process_wall_seconds,strict_time_delta_seconds,strict_slowdown_fraction,frozen_common_verified_ub,S0_C_final_native_lb,S0_M_final_native_lb,native_lb_delta_M_minus_C,S0_C_common_ub_gap,S0_M_common_ub_gap,common_ub_gap_delta_M_minus_C,S0_C_normalized_auc,S0_M_normalized_auc,auc_delta_M_minus_C,material_regression
V12_M1,regress,strict_process_wall_time,True,True,False,False,308.9487207001075,310.25845790002495,1.3097371999174356,0.004239335242914866,0.3572005832084155,0.35720058320841547,0.35720058320841547,0.0,1.5540610469515607e-16,1.5540610469515607e-16,0.0,0.9736838078851677,0.9737453397543625,6.153186919477527e-05,False
V12_M2,regress,strict_process_wall_time,True,True,False,False,771.4505423000082,789.0640443000011,17.613501999992877,0.02283166714418261,0.7185040707549709,0.718504070754971,0.718504070754971,0.0,0.0,0.0,0.0,0.9800960419140796,0.9802790484018143,0.00018300648773472705,False
high_imbalance_seed3202,regress,lower_final_native_lb_under_common_ub,False,False,False,False,882.3924161996692,882.9658325999044,,,1.7493134520506337,1.6963486674839783,1.6963405848470194,-8.082636958839373e-06,0.03027746942925948,0.030282089891618222,4.620462358741889e-06,0.9617899048862317,0.9618058141254169,1.5909239185152302e-05,False
high_imbalance_seed4201,improve,higher_final_native_lb_under_common_ub,False,False,False,False,882.71721099969,882.7794236000627,,,2.784107571242904,2.740272483475108,2.74049970888065,0.00022722540554198645,0.0157447536225143,0.015663138455094407,-8.161516741989408e-05,0.9814285335377966,0.9814505933872657,2.205984946912487e-05,False
tight_T_seed3101,improve,higher_final_native_lb_under_common_ub,False,False,False,False,882.3831632998772,882.2633580998518,,,0.10725273413394144,0.043059938321521996,0.04399113657286026,0.0009311982513382638,0.5985189685910753,0.5898366887512406,-0.008682279839834717,0.371876971845527,0.3691388145549452,-0.0027381572905817997,False
moderate_seed4302,regress,lower_final_native_lb_under_common_ub,False,False,False,False,882.2218955997378,882.2060162997805,,,0.04854285887126694,0.004266462205482446,0.00379241084931773,-0.00047405135616471585,0.9121093749999999,0.921875,0.009765625000000111,0.0647884240558881,0.05018942826907991,-0.014598995786808185,False
