fixation_case,column,fixed_value,fixation_scope
symmetry_canonical_equal_capacity_labels,x_0_7_11,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_7_12,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_7_12,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_7_13,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_7_13,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_7_14,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_7_14,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_7_15,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_7_15,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_7_16,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_7_16,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_7_17,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_7_17,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_7_18,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_7_18,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_7_19,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_7_19,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_7_2,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_7_2,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_7_20,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_7_20,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_7_3,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_7_3,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_7_4,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_7_4,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_7_5,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_7_5,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_7_6,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_7_6,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_7_8,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_7_8,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_7_9,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_7_9,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_0,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_0,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_1,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_1,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_10,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_10,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_11,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_11,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_12,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_12,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_13,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_13,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_14,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_14,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_15,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_15,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_16,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_16,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_17,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_17,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_18,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_18,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_19,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_19,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_2,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_2,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_20,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_20,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_3,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_3,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_4,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_4,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_5,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_5,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_6,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_6,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_7,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_7,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_8_9,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_8_9,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_0,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_0,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_1,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_1,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_10,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_10,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_11,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_11,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_12,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_12,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_13,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_13,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_14,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_14,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_15,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_15,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_16,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_16,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_17,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_17,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_18,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_18,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_19,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_19,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_2,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_2,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_20,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_20,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_3,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_3,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_4,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_4,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_5,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_5,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_6,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_6,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_7,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_7,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_0_9_8,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_0_9_8,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_1,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_1,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_10,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_10,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_11,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_11,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_12,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_12,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_13,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_13,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_14,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_14,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_15,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_15,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_16,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_16,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_17,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_17,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_18,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_18,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_19,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_19,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_2,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_2,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_20,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_20,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_3,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_3,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_4,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_4,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_5,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_5,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_6,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_6,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_7,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_7,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_8,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_8,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_0_9,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_0_9,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_0,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_0,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_1,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_1,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_11,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_11,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_12,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_12,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_13,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_13,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_14,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_14,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_15,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_15,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_16,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_16,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_17,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_17,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_18,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_18,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_19,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_19,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_2,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_2,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_20,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_20,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_3,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_3,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_4,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_4,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_5,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_5,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_6,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_6,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_7,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_7,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_8,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_8,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_10_9,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_10_9,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_0,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_0,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_1,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_1,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_10,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_10,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_12,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_12,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_13,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_13,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_14,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_14,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_15,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_15,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_16,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_16,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_17,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_17,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_18,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_18,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_19,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_19,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_2,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_2,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_20,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_20,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_3,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_3,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_4,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_4,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_5,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_5,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_6,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_6,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_7,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_7,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_8,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_8,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_11_9,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_11_9,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_0,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_0,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_1,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_1,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_10,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_10,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_11,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_11,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_13,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_13,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_14,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_14,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_15,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_15,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_16,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_16,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_17,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_17,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_18,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_18,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_19,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_19,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_2,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_2,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_20,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_20,1.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_3,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_3,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_4,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_4,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_5,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_5,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_6,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_6,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_7,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_7,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_8,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_8,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_12_9,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_12_9,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_0,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_0,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_1,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_1,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_10,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_10,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_11,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_11,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_12,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_12,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_14,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_14,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_15,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_15,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_16,1.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_16,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_17,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_17,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_18,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_18,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_19,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_19,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_2,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_2,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_20,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_20,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_3,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_3,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_4,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_4,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_5,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_5,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_6,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_6,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_7,0.0,unambiguous_original_semantics
symmetry_canonical_equal_capacity_labels,x_1_13_7,0.0,unambiguous_original_semantics_modulo_valid_vehicle_symmetry
retained_labels,x_1_13_8,0.0,unambiguous_original_semantics
