parent_id,parent_lp_bound,left_id,left_lp_bound,left_infeasible,right_id,right_lp_bound,right_infeasible,post_split_bound,tolerance,decision
L2,0.589563,L2.0,0.595217,0,L2.1,0.657203,0,0.595217,1e-07,"strict_child_lp_bound_improvement"
L2.0,0.595217,L2.0.0,0,1,L2.0.1,0.625983,0,0.625983,1e-07,"child_lp_infeasible"
L2.0.1,0.625983,L2.0.1.0,0.633823,0,L2.0.1.1,0.641917,0,0.633823,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0,0.633823,L2.0.1.0.0,0.640663,0,L2.0.1.0.1,0.641252,0,0.640663,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.0,0.640663,L2.0.1.0.0.0,0,1,L2.0.1.0.0.1,0.644371,0,0.644371,1e-07,"child_lp_infeasible"
L2.0.1.0.1,0.641252,L2.0.1.0.1.0,0.644628,0,L2.0.1.0.1.1,0.644964,0,0.644628,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1,0.641917,L2.0.1.1.0,0.643543,0,L2.0.1.1.1,0.650045,0,0.643543,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.0,0.643543,L2.0.1.1.0.0,0.645853,0,L2.0.1.1.0.1,0.64729,0,0.645853,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.0.1,0.644371,L2.0.1.0.0.1.0,0.646145,0,L2.0.1.0.0.1.1,0.646226,0,0.646145,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.1.0,0.644628,L2.0.1.0.1.0.0,0.646353,0,L2.0.1.0.1.0.1,0.646492,0,0.646353,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.1.1,0.644964,L2.0.1.0.1.1.0,0.64665,0,L2.0.1.0.1.1.1,0.646819,0,0.64665,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.0.0,0.645853,L2.0.1.1.0.0.0,0.647117,0,L2.0.1.1.0.0.1,0.647725,0,0.647117,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.0.1.0,0.646145,L2.0.1.0.0.1.0.0,0,1,L2.0.1.0.0.1.0.1,0.647069,0,0.647069,1e-07,"child_lp_infeasible"
L2.0.1.0.0.1.1,0.646226,L2.0.1.0.0.1.1.0,0.647096,0,L2.0.1.0.0.1.1.1,0.647153,0,0.647096,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.1.0.0,0.646353,L2.0.1.0.1.0.0.0,0.647217,0,L2.0.1.0.1.0.0.1,0.647283,0,0.647217,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.1.0.1,0.646492,L2.0.1.0.1.0.1.0,0.647352,0,L2.0.1.0.1.0.1.1,0.647424,0,0.647352,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.1.1.0,0.64665,L2.0.1.0.1.1.0.0,0.6475,0,L2.0.1.0.1.1.0.1,0.647579,0,0.6475,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.1.1.1,0.646819,L2.0.1.0.1.1.1.0,0.647661,0,L2.0.1.0.1.1.1.1,0.647746,0,0.647661,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.0.1.0.1,0.647069,L2.0.1.0.0.1.0.1.0,0,1,L2.0.1.0.0.1.0.1.1,0.647531,0,0.647531,1e-07,"child_lp_infeasible"
L2.0.1.0.0.1.1.0,0.647096,L2.0.1.0.0.1.1.0.0,0.647545,0,L2.0.1.0.0.1.1.0.1,0.647559,0,0.647545,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.0.0.0,0.647117,L2.0.1.1.0.0.0.0,0.647892,0,L2.0.1.1.0.0.0.1,0.648046,0,0.647892,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.0.1.1.1,0.647153,L2.0.1.0.0.1.1.1.0,0.647586,0,L2.0.1.0.0.1.1.1.1,0.647617,0,0.647586,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.1.0.0.0,0.647217,L2.0.1.0.1.0.0.0.0,0.647649,0,L2.0.1.0.1.0.0.0.1,0.647681,0,0.647649,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.1.0.0.1,0.647283,L2.0.1.0.1.0.0.1.0,0.647714,0,L2.0.1.0.1.0.0.1.1,0.647748,0,0.647714,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.0.1,0.64729,L2.0.1.1.0.1.0,0.6484,0,L2.0.1.1.0.1.1,0.649163,0,0.6484,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.1.0.1.0,0.647352,L2.0.1.0.1.0.1.0.0,0.647782,0,L2.0.1.0.1.0.1.0.1,0.647817,0,0.647782,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.1.0.1.1,0.647424,L2.0.1.0.1.0.1.1.0,0.647853,0,L2.0.1.0.1.0.1.1.1,0.64789,0,0.647853,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.1.1.0.0,0.6475,L2.0.1.0.1.1.0.0.0,0.647927,0,L2.0.1.0.1.1.0.0.1,0.647966,0,0.647927,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.1.1.0.1,0.647579,L2.0.1.0.1.1.0.1.0,0.648005,0,L2.0.1.0.1.1.0.1.1,0.648044,0,0.648005,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.1.1.1.0,0.647661,L2.0.1.0.1.1.1.0.0,0.648085,0,L2.0.1.0.1.1.1.0.1,0.648126,0,0.648085,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.0.0.1,0.647725,L2.0.1.1.0.0.1.0,0.648339,0,L2.0.1.1.0.0.1.1,0.648661,0,0.648339,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.0.1.1.1.1,0.647746,L2.0.1.0.1.1.1.1.0,0.648167,0,L2.0.1.0.1.1.1.1.1,0.64821,0,0.648167,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.0.0.0.0,0.647892,L2.0.1.1.0.0.0.0.0,0.648282,0,L2.0.1.1.0.0.0.0.1,0.648357,0,0.648282,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.0.0.0.1,0.648046,L2.0.1.1.0.0.0.1.0,0.648433,0,L2.0.1.1.0.0.0.1.1,0.64851,0,0.648433,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.0.0.1.0,0.648339,L2.0.1.1.0.0.1.0.0,0.648648,0,L2.0.1.1.0.0.1.0.1,0.648808,0,0.648648,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.0.1.0,0.6484,L2.0.1.1.0.1.0.0,0.64899,0,L2.0.1.1.0.1.0.1,0.649335,0,0.64899,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.0.0.1.1,0.648661,L2.0.1.1.0.0.1.1.0,0.648968,0,L2.0.1.1.0.0.1.1.1,0.649129,0,0.648968,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.0.1.0.0,0.64899,L2.0.1.1.0.1.0.0.0,0.64929,0,L2.0.1.1.0.1.0.0.1,0.649458,0,0.64929,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.0.1.1,0.649163,L2.0.1.1.0.1.1.0,0.649702,0,L2.0.1.1.0.1.1.1,0.650099,0,0.649702,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.0.1.0.1,0.649335,L2.0.1.1.0.1.0.1.0,0.649629,0,L2.0.1.1.0.1.0.1.1,0.649803,0,0.649629,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.0.1.1.0,0.649702,L2.0.1.1.0.1.1.0.0,0.649977,0,L2.0.1.1.0.1.1.0.1,0.65017,0,0.649977,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.1,0.650045,L2.0.1.1.1.0,0.650255,0,L2.0.1.1.1.1,0.654125,0,0.650255,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.0.1.1.1,0.650099,L2.0.1.1.0.1.1.1.0,0.650369,0,L2.0.1.1.0.1.1.1.1,0.650567,0,0.650369,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.1.0,0.650255,L2.0.1.1.1.0.0,0.650361,0,L2.0.1.1.1.0.1,0.652293,0,0.650361,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.1.0.0,0.650361,L2.0.1.1.1.0.0.0,0.65053,0,L2.0.1.1.1.0.0.1,0.651377,0,0.65053,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.1.0.0.0,0.65053,L2.0.1.1.1.0.0.0.0,0.650775,0,L2.0.1.1.1.0.0.0.1,0.650999,0,0.650775,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.1.0.0.1,0.651377,L2.0.1.1.1.0.0.1.0,0.651403,0,L2.0.1.1.1.0.0.1.1,0.651887,0,0.651403,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.1.0.1,0.652293,L2.0.1.1.1.0.1.0,0.652345,0,L2.0.1.1.1.0.1.1,0.653312,0,0.652345,1e-07,"strict_child_lp_bound_improvement"
L2.0.1.1.1.0.1.0,0.652345,L2.0.1.1.1.0.1.0.0,0.652371,0,L2.0.1.1.1.0.1.0.1,0.652854,0,0.652371,1e-07,"strict_child_lp_bound_improvement"
