elapsed_seconds,event,incumbent_UB,global_LB,gap,unresolved_intervals,global_min_lb_interval_id,global_min_lb_interval_range,global_min_lb_source,open_nodes,route_pool_columns_after_dominance,route_pool_best_incumbent,focused_intensification_passes,last_LB_improvement_time,last_UB_improvement_time,bound_time_seconds,master_time_seconds,pricing_time_seconds,columns,nodes
0.0001884,initial_empty_incumbent,1.00822320985,0,1,0,-1,"","seed_initial",0,0,0,0,0.0001884,0.0001884,0,0,0,0,0
0.000326,initial_after_seed,1.00822320985,0.0655870045173,0.934947932287,4,0,"[0,0.229167]",cheap_projection_bound,0,0,0,0,0.000326,0.000326,0,0,0,0,0
22.2294452,interval_relaxation_0,1.00822320985,0.260237941333,0.741884595802,3,1,"[0.229167,0.458333]",cheap_projection_bound,0,0,0,0,22.2294452,0.000326,22.2288777,0,0,0,0
49.0001375,interval_relaxation_1,1.00822320985,0.489404608,0.514587044597,2,2,"[0.458333,0.6875]",cheap_projection_bound,0,0,0,0,49.0001375,0.000326,48.9995296,0,0,0,0
74.9704576,interval_relaxation_2,1.00822320985,0.671583921835,0.333893610787,2,2,"[0.458333,0.6875]",inventory_route_gini_relaxation,0,0,0,0,74.9704576,0.000326,74.9698081,0,0,0,0
119.3229967,interval_tree_2,0.780792889928,0.671583921835,0.139869316822,2,2,"[0.458333,0.6875]",inventory_route_gini_relaxation,0,1014,0.780792889928,0,74.9704576,119.3229967,74.9698081,20.3607305,23.7846616,1012,1
119.4781178,route_pool_after_candidate_2,0.780792889928,0.671583921835,0.139869316822,2,2,"[0.458333,0.6875]",inventory_route_gini_relaxation,1,1014,0.780792889928,0,74.9704576,119.3229967,74.9698081,20.3607305,23.7846616,1012,1
122.5997053,interval_relaxation_3,0.780792889928,0.671583921835,0.139869316822,1,2,"[0.458333,0.6875]",inventory_route_gini_relaxation,1,1014,0.780792889928,0,74.9704576,119.3229967,78.0905625,20.3607305,23.7846616,1012,1
145.7218716,adaptive_split_child_4,0.780792889928,0.675508088282,0.134843443126,1,4,"[0.458333,0.572917]",inventory_route_gini_relaxation,1,1014,0.780792889928,0,145.7218716,119.3229967,101.2126474,20.3607305,23.7846616,1012,1
156.6570858,adaptive_split_child_5,0.780792889928,0.675508088282,0.134843443126,1,4,"[0.458333,0.572917]",inventory_route_gini_relaxation,1,1014,0.780792889928,0,145.7218716,119.3229967,112.1478028,20.3607305,23.7846616,1012,1
182.7083231,adaptive_split_child_6,0.780792889928,0.681925220372,0.12662470526,1,6,"[0.458333,0.515625]",inventory_route_gini_relaxation,1,1014,0.780792889928,0,182.7083231,119.3229967,138.198972,20.3607305,23.7846616,1012,1
201.5839873,adaptive_split_child_7,0.780792889928,0.681925220372,0.12662470526,2,6,"[0.458333,0.515625]",inventory_route_gini_relaxation,2,1014,0.780792889928,0,182.7083231,119.3229967,157.0745854,20.3607305,23.7846616,1012,1
228.7240208,adaptive_split_child_8,0.780792889928,0.681925220372,0.12662470526,2,8,"[0.458333,0.486979]",gamma_floor,2,1014,0.780792889928,0,182.7083231,119.3229967,184.214575,20.3607305,23.7846616,1012,1
251.8607536,adaptive_split_child_9,0.780792889928,0.681925220372,0.12662470526,3,8,"[0.458333,0.486979]",gamma_floor,3,1014,0.780792889928,0,182.7083231,119.3229967,207.3512425,20.3607305,23.7846616,1012,1
261.1314538,focused_retry_interval_8,0.780792889928,0.681925220372,0.12662470526,3,8,"[0.458333,0.486979]",gamma_floor,3,1014,0.780792889928,1,182.7083231,119.3229967,234.4912321,28.748027,24.4768332,2016,2
270.4137399,focused_retry_interval_8,0.780792889928,0.681925220372,0.12662470526,3,8,"[0.458333,0.486979]",gamma_floor,3,1014,0.780792889928,1,182.7083231,119.3229967,234.4912321,37.1402605,25.1752907,3020,3
270.57142,route_pool_before_final_summary,0.780792889928,0.681925220372,0.12662470526,3,8,"[0.458333,0.486979]",gamma_floor,3,1014,0.780792889928,1,182.7083231,119.3229967,234.4912321,37.1402605,25.1752907,3020,3
270.5714999,final_summary,0.780792889928,0.681925220372,0.12662470526,3,8,"[0.458333,0.486979]",gamma_floor,3,1014,0.780792889928,1,182.7083231,119.3229967,234.4912321,37.1402605,25.1752907,3020,3
