interval_id,gamma_L,gamma_U,interval_lower_bound,incumbent_upper_bound,interval_status,reason,certificate_basis,requires_pricing_closure,pricing_closure_available,interval_bound_valid,interval_closure_source,interval_closure_source_detail,interval_requires_pricing_closure,interval_pricing_closure_satisfied,interval_oracle_used_for_certificate,interval_oracle_is_diagnostic_only,interval_relaxation_bound_valid,interval_bpc_tree_nodes,interval_bpc_pricing_calls,interval_bpc_exact_pricing_closed,interval_final_lb,interval_final_ub_cutoff,bpc_nodes,open_nodes,generated_columns,cuts,pricing_calls,pricing_time_seconds,rmp_solve_time_seconds,relaxation_time_seconds,lower_bound_source,lower_bound_sources,relaxation_portfolio_mode,relaxation_variants_tried,selected_relaxation_variant,selected_variant_reason,probe_time_seconds,variant_bound_improvement,best_variant_bound,variants_skipped_reason
0,0,0.0489090516373,0,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0,0.195636206549,0,1,0,0,0,0,0,32.6703999,gamma_floor,gamma_floor,fixed,,,,0,0,0,
1,0.0489090516373,0.0978181032745,0.0489090516373,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.0489090516373,0.195636206549,0,1,0,0,0,0,0,31.3426823,gamma_floor,gamma_floor,fixed,,,,0,0,0,
2,0.0978181032745,0.146727154912,0.0978181032745,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.0978181032745,0.195636206549,0,1,0,0,0,0,0,30.4386714,gamma_floor,gamma_floor,fixed,,,,0,0,0,
3,0.146727154912,0.195636206549,0.195636206549,0.195636206549,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.195636206549,0.195636206549,0,0,0,0,0,0,0,10.0947036,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
4,0,0.0244545258186,0.195636206549,0.195636206549,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.195636206549,0.195636206549,0,0,0,0,0,0,0,14.2626853,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
5,0.0244545258186,0.0489090516373,0.0244545258186,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.0244545258186,0.195636206549,0,1,0,0,0,0,0,31.7028148,gamma_floor,gamma_floor,fixed,,,,0,0,0,
6,0.0244545258186,0.0366817887279,0.0244545258186,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.0244545258186,0.195636206549,0,1,0,0,0,0,0,31.8596152,gamma_floor,gamma_floor,fixed,,,,0,0,0,
7,0.0366817887279,0.0489090516373,0.0366817887279,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,unresolved,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.0366817887279,0.195636206549,0,1,0,0,0,0,0,31.4342705,gamma_floor,gamma_floor,fixed,,,,0,0,0,
8,0.0244545258186,0.0305681572733,0.0244545258186,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.0244545258186,0.195636206549,0,1,0,0,0,0,0,31.7065285,gamma_floor,gamma_floor,fixed,,,,0,0,0,
9,0.0305681572733,0.0366817887279,0.0593036731592,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,bpc_exact_tree,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.0593036731592,0.195636206549,0,1,0,0,0,0,0,31.7002193,branch_price_tree,gamma_floor|branch_price_tree,fixed,,,,0,0,0,
10,0.0244545258186,0.027511341546,0.0244545258186,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.0244545258186,0.195636206549,0,1,0,0,0,0,0,31.8819315,gamma_floor,gamma_floor,fixed,,,,0,0,0,
11,0.027511341546,0.0305681572733,0.0593036731592,0.195636206549,unresolved,tree_not_started_before_time_limit_or_reserve,unresolved,false,false,true,bpc_exact_tree,tree_not_started_before_time_limit_or_reserve,false,false,false,false,true,0,0,false,0.0593036731592,0.195636206549,0,1,0,0,0,0,0,31.6369237,branch_price_tree,gamma_floor|branch_price_tree,fixed,,,,0,0,0,
12,0.0244545258186,0.0259829336823,0.195636206549,0.195636206549,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.195636206549,0.195636206549,0,0,0,0,0,0,0,14.0726399,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
13,0.0259829336823,0.027511341546,0.0259829336823,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.0259829336823,0.195636206549,0,1,0,0,0,0,0,31.7408121,gamma_floor,gamma_floor,fixed,,,,0,0,0,
14,0.0259829336823,0.0267471376141,0.0259829336823,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.0259829336823,0.195636206549,0,1,0,0,0,0,0,31.7335135,gamma_floor,gamma_floor,fixed,,,,0,0,0,
15,0.0267471376141,0.027511341546,0.195636206549,0.195636206549,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.195636206549,0.195636206549,0,0,0,0,0,0,0,15.8922712,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
16,0.0259829336823,0.0263650356482,0.195636206549,0.195636206549,bound_fathomed,inventory_route_gini_relaxation,inventory_route_gini_relaxation_fathomed,false,false,true,relaxation_bound,inventory_route_gini_relaxation,false,false,false,false,true,0,0,false,0.195636206549,0.195636206549,0,0,0,0,0,0,0,13.9232156,inventory_route_gini_relaxation,gamma_floor|inventory_route_gini_relaxation,fixed,,,,0,0,0,
17,0.0263650356482,0.0267471376141,0.0263650356482,0.195636206549,replaced_by_children,split_parent_replaced,unresolved,false,false,true,unresolved,split_parent_replaced,false,false,false,false,true,0,0,false,0.0263650356482,0.195636206549,0,1,0,0,0,0,0,31.7163414,gamma_floor,gamma_floor,fixed,,,,0,0,0,
