leaf_id,parent_id,depth,gamma_L,gamma_U,terminal_valid,optimal,infeasible,bound_available,lower_bound,native_status,work,telemetry_seconds
L0,"",0,0,0.22500000000000001,1,0,1,0,0,"INFEASIBLE",0.03586660942091259,0.087602200000000005
L1,"",0,0.22500000000000001,0.45000000000000001,1,1,0,1,1.6620205643447556,"OPTIMAL",0.12397559588829311,0.19328329999999999
L2,"",0,0.45000000000000001,0.67500000000000004,1,1,0,1,1.8024093800843022,"OPTIMAL",0.1100189187348314,0.29560350000000002
L3,"",0,0.67500000000000004,0.90000000000000002,1,0,1,0,0,"INFEASIBLE",0.00082397500000000001,0.35950739999999998
L1.0,"L1",1,0.22500000000000001,0.33750000000000002,1,0,1,0,0,"INFEASIBLE",0.11383971785334879,9.6274812000000001
L1.1,"L1",1,0.33750000000000002,0.45000000000000001,1,1,0,1,1.7261384770921997,"OPTIMAL",0.13366239709814945,9.7358913999999999
L2.0,"L2",1,0.45000000000000001,0.5625,1,1,0,1,1.8024093800843024,"OPTIMAL",0.095946534574101058,19.068548199999999
L2.1,"L2",1,0.5625,0.67500000000000004,1,0,1,0,0,"INFEASIBLE",0.13010265214785527,19.1746357
L1.1.0,"L1.1",2,0.33750000000000002,0.39375000000000004,1,1,0,1,1.743826412645356,"OPTIMAL",0.1169346291854918,19.611819000000001
L1.1.1,"L1.1",2,0.39375000000000004,0.45000000000000001,1,1,0,1,1.7603213950002679,"OPTIMAL",0.12506275315382151,19.716767399999998
L2.0.0,"L2.0",2,0.45000000000000001,0.50624999999999998,1,1,0,1,1.8024093800843024,"OPTIMAL",0.1114570264017208,23.738503699999999
L2.0.1,"L2.0",2,0.50624999999999998,0.5625,1,0,1,0,0,"INFEASIBLE",0.11153237786329853,23.838237800000002
L2.0.0.0,"L2.0.0",3,0.45000000000000001,0.47812500000000002,1,1,0,1,1.8024093800843024,"OPTIMAL",0.10390046755022031,23.937628700000001
L2.0.0.1,"L2.0.0",3,0.47812500000000002,0.50624999999999998,1,1,0,1,1.8305343800843024,"OPTIMAL",0.11971562451802319,24.041166199999999
