instance_id,run_id,leaf_id,cut_type,signature,scope,source_lower,source_upper,target_lower,target_upper,inherited,deduplicated,reason,sharing_policy_valid
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3-development__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__noadaptive,L2,envelope,0.039154805080000001:0:0.024734341307209723:0.037101511960814584,source-interval,0.024734341307209723,0.037101511960814584,0.024734341307209723,0.037101511960814584,0,0,valid_on_source_parent_domain,True
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,stage3-development__round39_small_medium_V12_M3_Q30_slot08_seed1343324363__noadaptive,L2,envelope,0.025142890046:0.45319711116899997:0.024734341307209723:0.037101511960814584,source-interval,0.024734341307209723,0.037101511960814584,0.024734341307209723,0.037101511960814584,0,0,valid_on_source_parent_domain,True
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,stage3-development__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__noadaptive,L0,envelope,0.010998270067:0:0:0.0058494774412028265,source-interval,0,0.0058494774412028265,0,0.0058494774412028265,0,0,valid_on_source_parent_domain,True
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,stage3-development__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__noadaptive,L0,envelope,0.010297515229:0.23959570580799999:0:0.0058494774412028265,source-interval,0,0.0058494774412028265,0,0.0058494774412028265,0,0,valid_on_source_parent_domain,True
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,stage3-development__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__noadaptive,L1,envelope,0.012792993524:0:0.0058494774412028265:0.011698954882405653,source-interval,0.0058494774412028265,0.011698954882405653,0.0058494774412028265,0.011698954882405653,0,0,valid_on_source_parent_domain,True
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,stage3-development__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__noadaptive,L1,envelope,0.0091886792329999994:0.41078476131699998:0.0058494774412028265:0.011698954882405653,source-interval,0.0058494774412028265,0.011698954882405653,0.0058494774412028265,0.011698954882405653,0,0,valid_on_source_parent_domain,True
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,stage3-development__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__noadaptive,L2,envelope,0.015477600822999999:0:0.011698954882405653:0.01754843232360848,source-interval,0.011698954882405653,0.01754843232360848,0.011698954882405653,0.01754843232360848,0,0,valid_on_source_parent_domain,True
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,stage3-development__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__noadaptive,L2,envelope,0.0036757083540000001:0.80703909627500003:0.011698954882405653:0.01754843232360848,source-interval,0.011698954882405653,0.01754843232360848,0.011698954882405653,0.01754843232360848,0,0,valid_on_source_parent_domain,True
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,stage3-development__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__noadaptive,L3,envelope,0.020762718037999998:0:0.01754843232360848:0.023397909764811306,source-interval,0.01754843232360848,0.023397909764811306,0.01754843232360848,0.023397909764811306,0,0,valid_on_source_parent_domain,True
round39_small_medium_V8_M3_Q30_slot03_seed1177285734,stage3-development__round39_small_medium_V8_M3_Q30_slot03_seed1177285734__noadaptive,L3,envelope,0.002316375949:0.90100073157100002:0.01754843232360848:0.023397909764811306,source-interval,0.01754843232360848,0.023397909764811306,0.01754843232360848,0.023397909764811306,0,0,valid_on_source_parent_domain,True
round39_small_medium_V10_M2_Q20_slot05_seed968549317,stage3-development__round39_small_medium_V10_M2_Q20_slot05_seed968549317__noadaptive,L0,envelope,0.058331711463000001:0:0:0.033903265420673713,source-interval,0,0.033903265420673713,0,0.033903265420673713,0,0,valid_on_source_parent_domain,True
round39_small_medium_V10_M2_Q20_slot05_seed968549317,stage3-development__round39_small_medium_V10_M2_Q20_slot05_seed968549317__noadaptive,L0,envelope,0.056801730963000001:0.090255642398999997:0:0.033903265420673713,source-interval,0,0.033903265420673713,0,0.033903265420673713,0,0,valid_on_source_parent_domain,True
round39_small_medium_V10_M2_Q20_slot05_seed968549317,stage3-development__round39_small_medium_V10_M2_Q20_slot05_seed968549317__noadaptive,L1,envelope,0.065244643817:0:0.033903265420673713:0.067806530841347426,source-interval,0.033903265420673713,0.067806530841347426,0.033903265420673713,0.067806530841347426,0,0,valid_on_source_parent_domain,True
round39_small_medium_V10_M2_Q20_slot05_seed968549317,stage3-development__round39_small_medium_V10_M2_Q20_slot05_seed968549317__noadaptive,L1,envelope,0.044936254607000001:0.399339885758:0.033903265420673713:0.067806530841347426,source-interval,0.033903265420673713,0.067806530841347426,0.033903265420673713,0.067806530841347426,0,0,valid_on_source_parent_domain,True
round39_small_medium_V10_M2_Q20_slot05_seed968549317,stage3-development__round39_small_medium_V10_M2_Q20_slot05_seed968549317__noadaptive,L2,envelope,0.084667838225:0:0.067806530841347426:0.10170979626202115,source-interval,0.067806530841347426,0.10170979626202115,0.067806530841347426,0.10170979626202115,0,0,valid_on_source_parent_domain,True
round39_small_medium_V10_M2_Q20_slot05_seed968549317,stage3-development__round39_small_medium_V10_M2_Q20_slot05_seed968549317__noadaptive,L2,envelope,0.001064037679:0.98638050947199996:0.067806530841347426:0.10170979626202115,source-interval,0.067806530841347426,0.10170979626202115,0.067806530841347426,0.10170979626202115,0,0,valid_on_source_parent_domain,True
round39_small_medium_V10_M2_Q20_slot05_seed968549317,stage3-development__round39_small_medium_V10_M2_Q20_slot05_seed968549317__noadaptive,L3,envelope,0.11834023104499999:0:0.10170979626202115:0.13561306168269485,source-interval,0.10170979626202115,0.13561306168269485,0.10170979626202115,0.13561306168269485,0,0,valid_on_source_parent_domain,True
round39_small_medium_V10_M2_Q20_slot05_seed968549317,stage3-development__round39_small_medium_V10_M2_Q20_slot05_seed968549317__noadaptive,L3,envelope,0.096042272634000003:0.18791243796400001:0.10170979626202115:0.13561306168269485,source-interval,0.10170979626202115,0.13561306168269485,0.10170979626202115,0.13561306168269485,0,0,valid_on_source_parent_domain,True
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,stage3-development__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__noadaptive,L1,envelope,0.652216164263:0:0.22500000000000001:0.45000000000000001,source-interval,0.22500000000000001,0.45000000000000001,0.22500000000000001,0.45000000000000001,0,0,valid_on_source_parent_domain,True
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,stage3-development__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__noadaptive,L1,envelope,0.33970346026199999:0.92596356740899999:0.22500000000000001:0.45000000000000001,source-interval,0.22500000000000001,0.45000000000000001,0.22500000000000001,0.45000000000000001,0,0,valid_on_source_parent_domain,True
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,stage3-development__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__noadaptive,L2,envelope,0.86888706559599993:0:0.45000000000000001:0.67500000000000004,source-interval,0.45000000000000001,0.67500000000000004,0.45000000000000001,0.67500000000000004,0,0,valid_on_source_parent_domain,True
round39_small_hard_V10_M1_Q30_slot02_seed1721447042,stage3-development__round39_small_hard_V10_M1_Q30_slot02_seed1721447042__noadaptive,L2,envelope,0.60500674911899999:0.46912056262699997:0.45000000000000001:0.67500000000000004,source-interval,0.45000000000000001,0.67500000000000004,0.45000000000000001,0.67500000000000004,0,0,valid_on_source_parent_domain,True
round39_small_hard_V10_M1_Q20_slot01_seed561355351,stage3-development__round39_small_hard_V10_M1_Q20_slot01_seed561355351__noadaptive,L1,envelope,0.64382670792200003:0:0.21462936533140137:0.42925873066280273,source-interval,0.21462936533140137,0.42925873066280273,0.21462936533140137,0.42925873066280273,0,0,valid_on_source_parent_domain,True
round39_small_hard_V10_M1_Q20_slot01_seed561355351,stage3-development__round39_small_hard_V10_M1_Q20_slot01_seed561355351__noadaptive,L1,envelope,0.40040306995499997:0.75610541484100002:0.21462936533140137:0.42925873066280273,source-interval,0.21462936533140137,0.42925873066280273,0.21462936533140137,0.42925873066280273,0,0,valid_on_source_parent_domain,True
round39_small_hard_V10_M1_Q20_slot01_seed561355351,stage3-development__round39_small_hard_V10_M1_Q20_slot01_seed561355351__noadaptive,L2,envelope,0.83228260324299996:0:0.42925873066280273:0.64388809599420416,source-interval,0.42925873066280273,0.64388809599420416,0.42925873066280273,0.64388809599420416,0,0,valid_on_source_parent_domain,True
round39_small_hard_V10_M1_Q20_slot01_seed561355351,stage3-development__round39_small_hard_V10_M1_Q20_slot01_seed561355351__noadaptive,L2,envelope,0.70110831282999997:0.24446662312199999:0.42925873066280273:0.64388809599420416,source-interval,0.42925873066280273,0.64388809599420416,0.42925873066280273,0.64388809599420416,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,stage3-development__round39_small_hard_V12_M3_Q20_slot07_seed621538683__noadaptive,L0,envelope,0.051828010205999996:0:0:0.16177910836387552,source-interval,0,0.16177910836387552,0,0.16177910836387552,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,stage3-development__round39_small_hard_V12_M3_Q20_slot07_seed621538683__noadaptive,L0,envelope,-0.019469914841:0.88142314254999998:0:0.16177910836387552,source-interval,0,0.16177910836387552,0,0.16177910836387552,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,stage3-development__round39_small_hard_V12_M3_Q20_slot07_seed621538683__noadaptive,L1,envelope,0.204015489434:0:0.16177910836387552:0.32355821672775104,source-interval,0.16177910836387552,0.32355821672775104,0.16177910836387552,0.32355821672775104,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,stage3-development__round39_small_hard_V12_M3_Q20_slot07_seed621538683__noadaptive,L1,envelope,-0.038653173111999999:1:0.16177910836387552:0.32355821672775104,source-interval,0.16177910836387552,0.32355821672775104,0.16177910836387552,0.32355821672775104,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,stage3-development__round39_small_hard_V12_M3_Q20_slot07_seed621538683__noadaptive,L2,envelope,0.365794597798:0:0.32355821672775104:0.48533732509162653,source-interval,0.32355821672775104,0.48533732509162653,0.32355821672775104,0.48533732509162653,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,stage3-development__round39_small_hard_V12_M3_Q20_slot07_seed621538683__noadaptive,L2,envelope,-0.038653173111999999:1:0.32355821672775104:0.48533732509162653,source-interval,0.32355821672775104,0.48533732509162653,0.32355821672775104,0.48533732509162653,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,stage3-development__round39_small_hard_V12_M3_Q20_slot07_seed621538683__noadaptive,L3,envelope,0.52757370616199994:0:0.48533732509162653:0.64711643345550207,source-interval,0.48533732509162653,0.64711643345550207,0.48533732509162653,0.64711643345550207,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q20_slot07_seed621538683,stage3-development__round39_small_hard_V12_M3_Q20_slot07_seed621538683__noadaptive,L3,envelope,-0.038653173111999999:1:0.48533732509162653:0.64711643345550207,source-interval,0.48533732509162653,0.64711643345550207,0.48533732509162653,0.64711643345550207,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,stage3-development__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__noadaptive,L0,envelope,0.094812110477999992:0:0:0.12660569730604074,source-interval,0,0.12660569730604074,0,0.12660569730604074,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,stage3-development__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__noadaptive,L0,envelope,0.053951173839999998:0.64548337883200002:0:0.12660569730604074,source-interval,0,0.12660569730604074,0,0.12660569730604074,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,stage3-development__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__noadaptive,L0,envelope,0.094812110477999992:0:0:0.12660569730604074,source-interval,0,0.12660569730604074,0,0.12660569730604074,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,stage3-development__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__noadaptive,L0,envelope,0.053951173839999998:0.64548337883200002:0:0.12660569730604074,source-interval,0,0.12660569730604074,0,0.12660569730604074,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,stage3-development__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__noadaptive,L1,envelope,0.19836363563599999:0:0.12660569730604074:0.25321139461208148,source-interval,0.12660569730604074,0.25321139461208148,0.12660569730604074,0.25321139461208148,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,stage3-development__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__noadaptive,L1,envelope,0.0084550896770000002:1:0.12660569730604074:0.25321139461208148,source-interval,0.12660569730604074,0.25321139461208148,0.12660569730604074,0.25321139461208148,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,stage3-development__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__noadaptive,L2,envelope,0.32496933294199998:0:0.25321139461208148:0.37981709191812218,source-interval,0.25321139461208148,0.37981709191812218,0.25321139461208148,0.37981709191812218,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,stage3-development__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__noadaptive,L2,envelope,0.0084550896770000002:1:0.25321139461208148:0.37981709191812218,source-interval,0.25321139461208148,0.37981709191812218,0.25321139461208148,0.37981709191812218,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,stage3-development__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__noadaptive,L3,envelope,0.451575030248:0:0.37981709191812218:0.50642278922416295,source-interval,0.37981709191812218,0.50642278922416295,0.37981709191812218,0.50642278922416295,0,0,valid_on_source_parent_domain,True
round39_small_hard_V12_M3_Q30_slot08_seed1288546114,stage3-development__round39_small_hard_V12_M3_Q30_slot08_seed1288546114__noadaptive,L3,envelope,0.068197089027000002:0.865178716008:0.37981709191812218:0.50642278922416295,source-interval,0.37981709191812218,0.50642278922416295,0.37981709191812218,0.50642278922416295,0,0,valid_on_source_parent_domain,True
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,stage3-development__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__noadaptive,L0,envelope,0.105239770058:-1:0:0.12613596304105185,source-interval,0,0.12613596304105185,0,0.12613596304105185,0,0,valid_on_source_parent_domain,True
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,stage3-development__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__noadaptive,L0,envelope,0.20218132963999999:0:0:0.12613596304105185,source-interval,0,0.12613596304105185,0,0.12613596304105185,0,0,valid_on_source_parent_domain,True
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,stage3-development__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__noadaptive,L1,envelope,0.24909075776199999:0:0.12613596304105185:0.25227192608210369,source-interval,0.12613596304105185,0.25227192608210369,0.12613596304105185,0.25227192608210369,0,0,valid_on_source_parent_domain,True
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,stage3-development__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__noadaptive,L1,envelope,0.061208813613999997:0.99301282847700001:0.12613596304105185:0.25227192608210369,source-interval,0.12613596304105185,0.25227192608210369,0.12613596304105185,0.25227192608210369,0,0,valid_on_source_parent_domain,True
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,stage3-development__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__noadaptive,L2,envelope,0.374786053999:0:0.25227192608210369:0.37840788912315554,source-interval,0.25227192608210369,0.37840788912315554,0.25227192608210369,0.37840788912315554,0,0,valid_on_source_parent_domain,True
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,stage3-development__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__noadaptive,L2,envelope,0.059446146396000002:1:0.25227192608210369:0.37840788912315554,source-interval,0.25227192608210369,0.37840788912315554,0.25227192608210369,0.37840788912315554,0,0,valid_on_source_parent_domain,True
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,stage3-development__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__noadaptive,L3,envelope,0.50092201703999994:0:0.37840788912315554:0.50454385216420738,source-interval,0.37840788912315554,0.50454385216420738,0.37840788912315554,0.50454385216420738,0,0,valid_on_source_parent_domain,True
round39_small_hard_V10_M3_Q20_slot04_seed1145042375,stage3-development__round39_small_hard_V10_M3_Q20_slot04_seed1145042375__noadaptive,L3,envelope,0.475569171171:0.057427478046:0.37840788912315554:0.50454385216420738,source-interval,0.37840788912315554,0.50454385216420738,0.37840788912315554,0.50454385216420738,0,0,valid_on_source_parent_domain,True
