instance_id,role,run_id,lookahead_policy,injection_policy,scope,parent_id,parent_parent_id,depth,lower,upper,K0,injection,family,old_c6_action,target,L_I,L_E,L_D,lookahead_cells,Vlocal,Venvelope,Vresidual,tau,D_R43,P_profile,M_root,F,H,decisive,rho_F,rho_M,rho_H,selected_facets,final_action,reason,decision_hash_input,width,facet_count,violated_facet_count,predicted_veto_rho_05,predicted_veto_promotion_rho_05_m_0007
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d1-none,fixed-d1,none,parent,L0,,0,0,0.0053342515099451416,4,none,c6-overlay,split,0.016002754529835427,0.014301735848744952,0.014301735848744952,0.015840192406942923,"[0,0.0026671257549725708];[0.0026671257549725708,0.0053342515099451416]",1.1280155753124299e-05,9.7433349858384166e-06,1.5368207672858828e-06,0.86375890538034239,0.040951418573951417,0.13624109461965761,0.0066451302532179648,0.90443248819096489,0.0060100716892709802,0,0.5,0.01,0.01,0,split,deterministic_bound_only_refinement_rule,L0|fixed-d1|none|parent|c6-overlay|0.016003|0.014302|0.015840|0.904432|0.006645|0.006010,0.005334251509945142,2,2,True,True
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d1-none,fixed-d1,none,parent,L1,,0,0.0053342515099451416,0.010668503019890283,4,none,c6-overlay,split,0.016002754529835427,0.014748167326727513,0.014748167326727513,0.015601403508861182,"[0.0053342515099451416,0.0080013772649177133];[0.0080013772649177133,0.010668503019890283]",7.0239278865458284e-06,5.7876521397160933e-06,1.2362757468297351e-06,0.82399082581730476,0.03517490910748703,0.17600917418269524,0.0053455897665193996,0.68009316532162811,0.0036354990648230813,0,0.5,0.01,0.01,0,split,deterministic_bound_only_refinement_rule,L1|fixed-d1|none|parent|c6-overlay|0.016003|0.014748|0.015601|0.680093|0.005346|0.003635,0.005334251509945142,2,2,True,True
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d1-none,fixed-d1,none,parent,L2,,0,0.010668503019890283,0.016002754529835427,4,none,c6-overlay,split,0.021336906039780567,0.017964388963836342,0.017964388963836342,0.01813822142257706,"[0.010668503019890283,0.013335628774862855];[0.013335628774862855,0.016002754529835427]",5.2060953961445977e-06,3.0666807258298721e-06,2.1394146703147255e-06,0.58905580717958406,0.11891987557156797,0.410944192820416,0.0092507138454370596,0.05154383353034582,0.00047681725448607304,0,0.5,0.01,0.01,0,split,deterministic_bound_only_refinement_rule,L2|fixed-d1|none|parent|c6-overlay|0.021337|0.017964|0.018138|0.051544|0.009251|0.000477,0.005334251509945143,2,1,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d1-all,fixed-d1,all,parent,L0,,0,0,0.0053342515099451416,4,all,c6-overlay,split,0.016002754529835427,0.014301735848744952,0.015840192406942937,0.015840192406942923,"[0,0.0026671257549725708];[0.0026671257549725708,0.0053342515099451416]",1.1280155753124299e-05,9.7433349858384166e-06,1.5368207672858828e-06,0.86375890538034239,0.040951418573951417,0.13624109461965761,0.0066451302532179648,0,0,0,0.5,0.01,0.01,2,split,deterministic_bound_only_refinement_rule,L0|fixed-d1|all|parent|c6-overlay|0.016003|0.015840|0.015840|0.000000|0.006645|0.000000,0.005334251509945142,2,2,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d1-all,fixed-d1,all,parent,L1,,0,0.0053342515099451416,0.010668503019890283,4,all,c6-overlay,split,0.016002754529835427,0.014748167326727513,0.015601403508861208,0.015601403508861182,"[0.0053342515099451416,0.0080013772649177133];[0.0080013772649177133,0.010668503019890283]",7.0239278865458284e-06,5.7876521397160933e-06,1.2362757468297351e-06,0.82399082581730476,0.03517490910748703,0.17600917418269524,0.0053455897665193996,0,0,0,0.5,0.01,0.01,2,split,deterministic_bound_only_refinement_rule,L1|fixed-d1|all|parent|c6-overlay|0.016003|0.015601|0.015601|0.000000|0.005346|0.000000,0.005334251509945142,2,2,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d1-all,fixed-d1,all,parent,L2,,0,0.010668503019890283,0.016002754529835427,4,all,c6-overlay,split,0.021336906039780567,0.017964388963836342,0.018138221422577122,0.01813822142257706,"[0.010668503019890283,0.013335628774862855];[0.013335628774862855,0.016002754529835427]",5.2060953961445977e-06,3.0666807258298721e-06,2.1394146703147255e-06,0.58905580717958406,0.11891987557156797,0.410944192820416,0.0092507138454370596,0,0,0,0.5,0.01,0.01,2,split,deterministic_bound_only_refinement_rule,L2|fixed-d1|all|parent|c6-overlay|0.021337|0.018138|0.018138|0.000000|0.009251|0.000000,0.005334251509945143,2,1,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d1-violated,fixed-d1,violated,parent,L0,,0,0,0.0053342515099451416,4,violated,c6-overlay,split,0.016002754529835427,0.014301735848744952,0.015840192406942937,0.015840192406942923,"[0,0.0026671257549725708];[0.0026671257549725708,0.0053342515099451416]",1.1280155753124299e-05,9.7433349858384166e-06,1.5368207672858828e-06,0.86375890538034239,0.040951418573951417,0.13624109461965761,0.0066451302532179648,0,0,0,0.5,0.01,0.01,2,split,deterministic_bound_only_refinement_rule,L0|fixed-d1|violated|parent|c6-overlay|0.016003|0.015840|0.015840|0.000000|0.006645|0.000000,0.005334251509945142,2,2,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d1-violated,fixed-d1,violated,parent,L1,,0,0.0053342515099451416,0.010668503019890283,4,violated,c6-overlay,split,0.016002754529835427,0.014748167326727513,0.015601403508861208,0.015601403508861182,"[0.0053342515099451416,0.0080013772649177133];[0.0080013772649177133,0.010668503019890283]",7.0239278865458284e-06,5.7876521397160933e-06,1.2362757468297351e-06,0.82399082581730476,0.03517490910748703,0.17600917418269524,0.0053455897665193996,0,0,0,0.5,0.01,0.01,2,split,deterministic_bound_only_refinement_rule,L1|fixed-d1|violated|parent|c6-overlay|0.016003|0.015601|0.015601|0.000000|0.005346|0.000000,0.005334251509945142,2,2,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d1-violated,fixed-d1,violated,parent,L2,,0,0.010668503019890283,0.016002754529835427,4,violated,c6-overlay,split,0.021336906039780567,0.017964388963836342,0.018138221422577112,0.01813822142257706,"[0.010668503019890283,0.013335628774862855];[0.013335628774862855,0.016002754529835427]",5.2060953961445977e-06,3.0666807258298721e-06,2.1394146703147255e-06,0.58905580717958406,0.11891987557156797,0.410944192820416,0.0092507138454370596,0,0,0,0.5,0.01,0.01,1,split,deterministic_bound_only_refinement_rule,L2|fixed-d1|violated|parent|c6-overlay|0.021337|0.018138|0.018138|0.000000|0.009251|0.000000,0.005334251509945143,2,1,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d1-active-one,fixed-d1,active-one,parent,L0,,0,0,0.0053342515099451416,4,active-one,c6-overlay,split,0.016002754529835427,0.014301735848744952,0.015499743378546331,0.015840192406942923,"[0,0.0026671257549725708];[0.0026671257549725708,0.0053342515099451416]",1.1280155753124299e-05,9.7433349858384166e-06,1.5368207672858828e-06,0.86375890538034239,0.040951418573951417,0.13624109461965761,0.0066451302532179648,0.67682202973851358,0.0044975705458597855,0,0.5,0.01,0.01,1,split,deterministic_bound_only_refinement_rule,L0|fixed-d1|active-one|parent|c6-overlay|0.016003|0.015500|0.015840|0.676822|0.006645|0.004498,0.005334251509945142,2,2,True,True
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d1-active-one,fixed-d1,active-one,parent,L1,,0,0.0053342515099451416,0.010668503019890283,4,active-one,c6-overlay,split,0.016002754529835427,0.014748167326727513,0.015601403508861208,0.015601403508861182,"[0.0053342515099451416,0.0080013772649177133];[0.0080013772649177133,0.010668503019890283]",7.0239278865458284e-06,5.7876521397160933e-06,1.2362757468297351e-06,0.82399082581730476,0.03517490910748703,0.17600917418269524,0.0053455897665193996,0,0,0,0.5,0.01,0.01,1,split,deterministic_bound_only_refinement_rule,L1|fixed-d1|active-one|parent|c6-overlay|0.016003|0.015601|0.015601|0.000000|0.005346|0.000000,0.005334251509945142,2,2,False,False
