instance_id,role,run_id,lookahead_policy,injection_policy,scope,parent_id,parent_parent_id,depth,lower,upper,K0,injection,family,old_c6_action,target,L_I,L_E,L_D,lookahead_cells,Vlocal,Venvelope,Vresidual,tau,D_R43,P_profile,M_root,F,H,decisive,rho_F,rho_M,rho_H,selected_facets,final_action,reason,decision_hash_input,width,facet_count,violated_facet_count,predicted_veto_rho_05,predicted_veto_promotion_rho_05_m_0007
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d1-active-one,fixed-d1,active-one,parent,L2,,0,0.010668503019890283,0.016002754529835427,4,active-one,c6-overlay,split,0.021336906039780567,0.017964388963836342,0.018138221422577112,0.01813822142257706,"[0.010668503019890283,0.013335628774862855];[0.013335628774862855,0.016002754529835427]",5.2060953961445977e-06,3.0666807258298721e-06,2.1394146703147255e-06,0.58905580717958406,0.11891987557156797,0.410944192820416,0.0092507138454370596,0,0,0,0.5,0.01,0.01,1,split,deterministic_bound_only_refinement_rule,L2|fixed-d1|active-one|parent|c6-overlay|0.021337|0.018138|0.018138|0.000000|0.009251|0.000000,0.005334251509945143,2,1,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d2-none,fixed-d2,none,parent,L0,,0,0,0.0053342515099451416,4,none,c6-overlay,split,0.016002754529835427,0.014301735848744952,0.014301735848744952,0.016609882628101456,"[0,0.0013335628774862854];[0.0013335628774862854,0.0026671257549725708];[0.0026671257549725708,0.0040006886324588566];[0.0040006886324588566,0.0053342515099451416]",1.6868172532090663e-05,1.5667362101284366e-05,1.2008104308062978e-06,0.92881206138235606,0.031997804575976299,0.071187938617643942,0.0051922396495350425,1,0.0051922396495350425,1,0.5,0.01,0.01,0,split,deterministic_bound_only_refinement_rule,L0|fixed-d2|none|parent|c6-overlay|0.016003|0.014302|0.016610|1.000000|0.005192|0.005192,0.005334251509945142,3,3,True,True
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d2-none,fixed-d2,none,parent,L1,,0,0.0053342515099451416,0.010668503019890283,4,none,c6-overlay,split,0.016002754529835427,0.014748167326727513,0.014748167326727513,0.016319131737611941,"[0.0053342515099451416,0.0066678143874314274];[0.0066678143874314274,0.0080013772649177133];[0.0080013772649177133,0.0093349401424039982];[0.0093349401424039982,0.010668503019890283]",1.0336724913523407e-05,9.6036815347286052e-06,7.3304337879480154e-07,0.92908359418216013,0.020856782386190018,0.070916405817839853,0.0031696401018534042,1,0.0031696401018534042,1,0.5,0.01,0.01,0,split,deterministic_bound_only_refinement_rule,L1|fixed-d2|none|parent|c6-overlay|0.016003|0.014748|0.016319|1.000000|0.003170|0.003170,0.005334251509945142,4,4,True,True
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d2-none,fixed-d2,none,parent,L2,,0,0.010668503019890283,0.016002754529835427,4,none,c6-overlay,split,0.021336906039780567,0.017964388963836342,0.017964388963836342,0.018223801372270691,"[0.010668503019890283,0.012002065897376568];[0.012002065897376568,0.013335628774862855];[0.013335628774862855,0.014669191652349142];[0.014669191652349142,0.016002754529835427]",7.8090376269808405e-06,6.1999814365677703e-06,1.6090561904130701e-06,0.79394948938987642,0.08943977275963734,0.20605051061012361,0.0069574723335662191,0.076919524080310261,0.00053516546069983916,0,0.5,0.01,0.01,0,split,deterministic_bound_only_refinement_rule,L2|fixed-d2|none|parent|c6-overlay|0.021337|0.017964|0.018224|0.076920|0.006957|0.000535,0.005334251509945143,2,2,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d2-all,fixed-d2,all,parent,L0,,0,0,0.0053342515099451416,4,all,c6-overlay,split,0.016002754529835427,0.014301735848744952,0.016609882628101459,0.016609882628101456,"[0,0.0013335628774862854];[0.0013335628774862854,0.0026671257549725708];[0.0026671257549725708,0.0040006886324588566];[0.0040006886324588566,0.0053342515099451416]",1.6868172532090663e-05,1.5667362101284366e-05,1.2008104308062978e-06,0.92881206138235606,0.031997804575976299,0.071187938617643942,0.0051922396495350425,0,0,0,0.5,0.01,0.01,3,split,deterministic_bound_only_refinement_rule,L0|fixed-d2|all|parent|c6-overlay|0.016003|0.016610|0.016610|0.000000|0.005192|0.000000,0.005334251509945142,3,3,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d2-all,fixed-d2,all,parent,L1,,0,0.0053342515099451416,0.010668503019890283,4,all,c6-overlay,split,0.016002754529835427,0.014748167326727513,0.016319131737611944,0.016319131737611941,"[0.0053342515099451416,0.0066678143874314274];[0.0066678143874314274,0.0080013772649177133];[0.0080013772649177133,0.0093349401424039982];[0.0093349401424039982,0.010668503019890283]",1.0336724913523407e-05,9.6036815347286052e-06,7.3304337879480154e-07,0.92908359418216013,0.020856782386190018,0.070916405817839853,0.0031696401018534042,0,0,0,0.5,0.01,0.01,4,split,deterministic_bound_only_refinement_rule,L1|fixed-d2|all|parent|c6-overlay|0.016003|0.016319|0.016319|0.000000|0.003170|0.000000,0.005334251509945142,4,4,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d2-all,fixed-d2,all,parent,L2,,0,0.010668503019890283,0.016002754529835427,4,all,c6-overlay,split,0.021336906039780567,0.017964388963836342,0.01822380137227075,0.018223801372270691,"[0.010668503019890283,0.012002065897376568];[0.012002065897376568,0.013335628774862855];[0.013335628774862855,0.014669191652349142];[0.014669191652349142,0.016002754529835427]",7.8090376269808405e-06,6.1999814365677703e-06,1.6090561904130701e-06,0.79394948938987642,0.08943977275963734,0.20605051061012361,0.0069574723335662191,0,0,0,0.5,0.01,0.01,2,split,deterministic_bound_only_refinement_rule,L2|fixed-d2|all|parent|c6-overlay|0.021337|0.018224|0.018224|0.000000|0.006957|0.000000,0.005334251509945143,2,2,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d2-violated,fixed-d2,violated,parent,L0,,0,0,0.0053342515099451416,4,violated,c6-overlay,split,0.016002754529835427,0.014301735848744952,0.016609882628101459,0.016609882628101456,"[0,0.0013335628774862854];[0.0013335628774862854,0.0026671257549725708];[0.0026671257549725708,0.0040006886324588566];[0.0040006886324588566,0.0053342515099451416]",1.6868172532090663e-05,1.5667362101284366e-05,1.2008104308062978e-06,0.92881206138235606,0.031997804575976299,0.071187938617643942,0.0051922396495350425,0,0,0,0.5,0.01,0.01,3,split,deterministic_bound_only_refinement_rule,L0|fixed-d2|violated|parent|c6-overlay|0.016003|0.016610|0.016610|0.000000|0.005192|0.000000,0.005334251509945142,3,3,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d2-violated,fixed-d2,violated,parent,L1,,0,0.0053342515099451416,0.010668503019890283,4,violated,c6-overlay,split,0.016002754529835427,0.014748167326727513,0.016319131737611944,0.016319131737611941,"[0.0053342515099451416,0.0066678143874314274];[0.0066678143874314274,0.0080013772649177133];[0.0080013772649177133,0.0093349401424039982];[0.0093349401424039982,0.010668503019890283]",1.0336724913523407e-05,9.6036815347286052e-06,7.3304337879480154e-07,0.92908359418216013,0.020856782386190018,0.070916405817839853,0.0031696401018534042,0,0,0,0.5,0.01,0.01,4,split,deterministic_bound_only_refinement_rule,L1|fixed-d2|violated|parent|c6-overlay|0.016003|0.016319|0.016319|0.000000|0.003170|0.000000,0.005334251509945142,4,4,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d2-violated,fixed-d2,violated,parent,L2,,0,0.010668503019890283,0.016002754529835427,4,violated,c6-overlay,split,0.021336906039780567,0.017964388963836342,0.01822380137227075,0.018223801372270691,"[0.010668503019890283,0.012002065897376568];[0.012002065897376568,0.013335628774862855];[0.013335628774862855,0.014669191652349142];[0.014669191652349142,0.016002754529835427]",7.8090376269808405e-06,6.1999814365677703e-06,1.6090561904130701e-06,0.79394948938987642,0.08943977275963734,0.20605051061012361,0.0069574723335662191,0,0,0,0.5,0.01,0.01,2,split,deterministic_bound_only_refinement_rule,L2|fixed-d2|violated|parent|c6-overlay|0.021337|0.018224|0.018224|0.000000|0.006957|0.000000,0.005334251509945143,2,2,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d2-active-one,fixed-d2,active-one,parent,L0,,0,0,0.0053342515099451416,4,active-one,c6-overlay,split,0.016002754529835427,0.014301735848744952,0.016301063944434608,0.016609882628101456,"[0,0.0013335628774862854];[0.0013335628774862854,0.0026671257549725708];[0.0026671257549725708,0.0040006886324588566];[0.0040006886324588566,0.0053342515099451416]",1.6868172532090663e-05,1.5667362101284366e-05,1.2008104308062978e-06,0.92881206138235606,0.031997804575976299,0.071187938617643942,0.0051922396495350425,0,0,0,0.5,0.01,0.01,1,split,deterministic_bound_only_refinement_rule,L0|fixed-d2|active-one|parent|c6-overlay|0.016003|0.016301|0.016610|0.000000|0.005192|0.000000,0.005334251509945142,3,3,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d2-active-one,fixed-d2,active-one,parent,L1,,0,0.0053342515099451416,0.010668503019890283,4,active-one,c6-overlay,split,0.016002754529835427,0.014748167326727513,0.016319131737611937,0.016319131737611941,"[0.0053342515099451416,0.0066678143874314274];[0.0066678143874314274,0.0080013772649177133];[0.0080013772649177133,0.0093349401424039982];[0.0093349401424039982,0.010668503019890283]",1.0336724913523407e-05,9.6036815347286052e-06,7.3304337879480154e-07,0.92908359418216013,0.020856782386190018,0.070916405817839853,0.0031696401018534042,0,0,0,0.5,0.01,0.01,1,split,deterministic_bound_only_refinement_rule,L1|fixed-d2|active-one|parent|c6-overlay|0.016003|0.016319|0.016319|0.000000|0.003170|0.000000,0.005334251509945142,4,4,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__d2-active-one,fixed-d2,active-one,parent,L2,,0,0.010668503019890283,0.016002754529835427,4,active-one,c6-overlay,split,0.021336906039780567,0.017964388963836342,0.018029548433332796,0.018223801372270691,"[0.010668503019890283,0.012002065897376568];[0.012002065897376568,0.013335628774862855];[0.013335628774862855,0.014669191652349142];[0.014669191652349142,0.016002754529835427]",7.8090376269808405e-06,6.1999814365677703e-06,1.6090561904130701e-06,0.79394948938987642,0.08943977275963734,0.20605051061012361,0.0069574723335662191,0.058733575879183576,0.00040863722923083196,0,0.5,0.01,0.01,1,split,deterministic_bound_only_refinement_rule,L2|fixed-d2|active-one|parent|c6-overlay|0.021337|0.018030|0.018224|0.058734|0.006957|0.000409,0.005334251509945143,2,2,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__frontier-d2-none,frontier-d2,none,parent,L0,,0,0,0.0053342515099451416,4,none,c6-overlay,split,0.016002754529835427,0.014301735848744952,0.014301735848744952,0.016609882628101456,"[0,0.0026671257549725708];[0.0026671257549725708,0.0040006886324588566];[0.0040006886324588566,0.0053342515099451416]",1.3970602273211163e-05,1.3077821134734423e-05,8.9278113847673992e-07,0.93609573008969982,0.0237897970114356,0.06390426991030021,0.0038603375742192569,1,0.0038603375742192569,1,0.5,0.01,0.01,0,split,deterministic_bound_only_refinement_rule,L0|frontier-d2|none|parent|c6-overlay|0.016003|0.014302|0.016610|1.000000|0.003860|0.003860,0.005334251509945142,2,2,True,True
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__frontier-d2-none,frontier-d2,none,parent,L1,,0,0.0053342515099451416,0.010668503019890283,4,none,c6-overlay,split,0.016002754529835427,0.014748167326727513,0.014748167326727513,0.016319131737611941,"[0.0053342515099451416,0.0066678143874314274];[0.0066678143874314274,0.0080013772649177133];[0.0080013772649177133,0.010668503019890283]",9.0385502145475147e-06,8.7986293180959457e-06,2.3992089645156895e-07,0.97345582081677029,0.0068263053346407079,0.026544179183229752,0.0010374050385882892,1,0.0010374050385882892,1,0.5,0.01,0.01,0,split,deterministic_bound_only_refinement_rule,L1|frontier-d2|none|parent|c6-overlay|0.016003|0.014748|0.016319|1.000000|0.001037|0.001037,0.005334251509945142,2,2,True,True
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__frontier-d2-none,frontier-d2,none,parent,L2,,0,0.010668503019890283,0.016002754529835427,4,none,c6-overlay,split,0.021336906039780567,0.017964388963836342,0.017964388963836342,0.018223801372270691,"[0.010668503019890283,0.012002065897376568];[0.012002065897376568,0.013335628774862855];[0.013335628774862855,0.014669191652349142];[0.014669191652349142,0.016002754529835427]",7.8090376269808405e-06,6.1999814365677703e-06,1.6090561904130701e-06,0.79394948938987642,0.08943977275963734,0.20605051061012361,0.0069574723335662191,0.076919524080310261,0.00053516546069983916,0,0.5,0.01,0.01,0,split,deterministic_bound_only_refinement_rule,L2|frontier-d2|none|parent|c6-overlay|0.021337|0.017964|0.018224|0.076920|0.006957|0.000535,0.005334251509945143,2,2,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__frontier-d2-all,frontier-d2,all,parent,L0,,0,0,0.0053342515099451416,4,all,c6-overlay,split,0.016002754529835427,0.014301735848744952,0.0166098826281014,0.016609882628101456,"[0,0.0026671257549725708];[0.0026671257549725708,0.0040006886324588566];[0.0040006886324588566,0.0053342515099451416]",1.3970602273211163e-05,1.3077821134734423e-05,8.9278113847673992e-07,0.93609573008969982,0.0237897970114356,0.06390426991030021,0.0038603375742192569,0,0,0,0.5,0.01,0.01,2,split,deterministic_bound_only_refinement_rule,L0|frontier-d2|all|parent|c6-overlay|0.016003|0.016610|0.016610|0.000000|0.003860|0.000000,0.005334251509945142,2,2,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__frontier-d2-all,frontier-d2,all,parent,L1,,0,0.0053342515099451416,0.010668503019890283,4,all,c6-overlay,split,0.016002754529835427,0.014748167326727513,0.016319131737611882,0.016319131737611941,"[0.0053342515099451416,0.0066678143874314274];[0.0066678143874314274,0.0080013772649177133];[0.0080013772649177133,0.010668503019890283]",9.0385502145475147e-06,8.7986293180959457e-06,2.3992089645156895e-07,0.97345582081677029,0.0068263053346407079,0.026544179183229752,0.0010374050385882892,0,0,0,0.5,0.01,0.01,2,split,deterministic_bound_only_refinement_rule,L1|frontier-d2|all|parent|c6-overlay|0.016003|0.016319|0.016319|0.000000|0.001037|0.000000,0.005334251509945142,2,2,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__frontier-d2-all,frontier-d2,all,parent,L2,,0,0.010668503019890283,0.016002754529835427,4,all,c6-overlay,split,0.021336906039780567,0.017964388963836342,0.01822380137227075,0.018223801372270691,"[0.010668503019890283,0.012002065897376568];[0.012002065897376568,0.013335628774862855];[0.013335628774862855,0.014669191652349142];[0.014669191652349142,0.016002754529835427]",7.8090376269808405e-06,6.1999814365677703e-06,1.6090561904130701e-06,0.79394948938987642,0.08943977275963734,0.20605051061012361,0.0069574723335662191,0,0,0,0.5,0.01,0.01,2,split,deterministic_bound_only_refinement_rule,L2|frontier-d2|all|parent|c6-overlay|0.021337|0.018224|0.018224|0.000000|0.006957|0.000000,0.005334251509945143,2,2,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__frontier-d2-violated,frontier-d2,violated,parent,L0,,0,0,0.0053342515099451416,4,violated,c6-overlay,split,0.016002754529835427,0.014301735848744952,0.0166098826281014,0.016609882628101456,"[0,0.0026671257549725708];[0.0026671257549725708,0.0040006886324588566];[0.0040006886324588566,0.0053342515099451416]",1.3970602273211163e-05,1.3077821134734423e-05,8.9278113847673992e-07,0.93609573008969982,0.0237897970114356,0.06390426991030021,0.0038603375742192569,0,0,0,0.5,0.01,0.01,2,split,deterministic_bound_only_refinement_rule,L0|frontier-d2|violated|parent|c6-overlay|0.016003|0.016610|0.016610|0.000000|0.003860|0.000000,0.005334251509945142,2,2,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__frontier-d2-violated,frontier-d2,violated,parent,L1,,0,0.0053342515099451416,0.010668503019890283,4,violated,c6-overlay,split,0.016002754529835427,0.014748167326727513,0.016319131737611882,0.016319131737611941,"[0.0053342515099451416,0.0066678143874314274];[0.0066678143874314274,0.0080013772649177133];[0.0080013772649177133,0.010668503019890283]",9.0385502145475147e-06,8.7986293180959457e-06,2.3992089645156895e-07,0.97345582081677029,0.0068263053346407079,0.026544179183229752,0.0010374050385882892,0,0,0,0.5,0.01,0.01,2,split,deterministic_bound_only_refinement_rule,L1|frontier-d2|violated|parent|c6-overlay|0.016003|0.016319|0.016319|0.000000|0.001037|0.000000,0.005334251509945142,2,2,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,development_context,stage1-atlas__round39_small_easy_V12_M3_Q30_slot08_seed1167625600__frontier-d2-violated,frontier-d2,violated,parent,L2,,0,0.010668503019890283,0.016002754529835427,4,violated,c6-overlay,split,0.021336906039780567,0.017964388963836342,0.01822380137227075,0.018223801372270691,"[0.010668503019890283,0.012002065897376568];[0.012002065897376568,0.013335628774862855];[0.013335628774862855,0.014669191652349142];[0.014669191652349142,0.016002754529835427]",7.8090376269808405e-06,6.1999814365677703e-06,1.6090561904130701e-06,0.79394948938987642,0.08943977275963734,0.20605051061012361,0.0069574723335662191,0,0,0,0.5,0.01,0.01,2,split,deterministic_bound_only_refinement_rule,L2|frontier-d2|violated|parent|c6-overlay|0.021337|0.018224|0.018224|0.000000|0.006957|0.000000,0.005334251509945143,2,2,False,False
