phase,instance_id,run_id,status,reason,correctness,certified,right_censored,false_certificate
v20,not_opened,not_opened_due_to_failure_of_all_pre_frozen_validation_candidates,not_opened,not_opened_due_to_failure_of_all_pre_frozen_validation_candidates,not_applicable,False,False,False
