instance_id,lookahead_policy,injection_policy,parent_id,width,old_c6_action,D_R43,P_profile,M_root,F,H,decisive,veto_rho_05,veto_promotion
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d1,none,L0,0.005334251509945142,split,0.040951418573951417,0.13624109461965761,0.0066451302532179648,0.90443248819096489,0.0060100716892709802,0,True,True
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d1,none,L1,0.005334251509945142,split,0.03517490910748703,0.17600917418269524,0.0053455897665193996,0.68009316532162811,0.0036354990648230813,0,True,True
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d1,none,L2,0.005334251509945143,split,0.11891987557156797,0.410944192820416,0.0092507138454370596,0.05154383353034582,0.00047681725448607304,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d1,all,L0,0.005334251509945142,split,0.040951418573951417,0.13624109461965761,0.0066451302532179648,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d1,all,L1,0.005334251509945142,split,0.03517490910748703,0.17600917418269524,0.0053455897665193996,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d1,all,L2,0.005334251509945143,split,0.11891987557156797,0.410944192820416,0.0092507138454370596,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d1,violated,L0,0.005334251509945142,split,0.040951418573951417,0.13624109461965761,0.0066451302532179648,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d1,violated,L1,0.005334251509945142,split,0.03517490910748703,0.17600917418269524,0.0053455897665193996,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d1,violated,L2,0.005334251509945143,split,0.11891987557156797,0.410944192820416,0.0092507138454370596,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d1,active-one,L0,0.005334251509945142,split,0.040951418573951417,0.13624109461965761,0.0066451302532179648,0.67682202973851358,0.0044975705458597855,0,True,True
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d1,active-one,L1,0.005334251509945142,split,0.03517490910748703,0.17600917418269524,0.0053455897665193996,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d1,active-one,L2,0.005334251509945143,split,0.11891987557156797,0.410944192820416,0.0092507138454370596,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d2,none,L0,0.005334251509945142,split,0.031997804575976299,0.071187938617643942,0.0051922396495350425,1,0.0051922396495350425,1,True,True
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d2,none,L1,0.005334251509945142,split,0.020856782386190018,0.070916405817839853,0.0031696401018534042,1,0.0031696401018534042,1,True,True
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d2,none,L2,0.005334251509945143,split,0.08943977275963734,0.20605051061012361,0.0069574723335662191,0.076919524080310261,0.00053516546069983916,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d2,all,L0,0.005334251509945142,split,0.031997804575976299,0.071187938617643942,0.0051922396495350425,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d2,all,L1,0.005334251509945142,split,0.020856782386190018,0.070916405817839853,0.0031696401018534042,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d2,all,L2,0.005334251509945143,split,0.08943977275963734,0.20605051061012361,0.0069574723335662191,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d2,violated,L0,0.005334251509945142,split,0.031997804575976299,0.071187938617643942,0.0051922396495350425,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d2,violated,L1,0.005334251509945142,split,0.020856782386190018,0.070916405817839853,0.0031696401018534042,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d2,violated,L2,0.005334251509945143,split,0.08943977275963734,0.20605051061012361,0.0069574723335662191,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d2,active-one,L0,0.005334251509945142,split,0.031997804575976299,0.071187938617643942,0.0051922396495350425,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d2,active-one,L1,0.005334251509945142,split,0.020856782386190018,0.070916405817839853,0.0031696401018534042,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,fixed-d2,active-one,L2,0.005334251509945143,split,0.08943977275963734,0.20605051061012361,0.0069574723335662191,0.058733575879183576,0.00040863722923083196,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,frontier-d2,none,L0,0.005334251509945142,split,0.0237897970114356,0.06390426991030021,0.0038603375742192569,1,0.0038603375742192569,1,True,True
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,frontier-d2,none,L1,0.005334251509945142,split,0.0068263053346407079,0.026544179183229752,0.0010374050385882892,1,0.0010374050385882892,1,True,True
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,frontier-d2,none,L2,0.005334251509945143,split,0.08943977275963734,0.20605051061012361,0.0069574723335662191,0.076919524080310261,0.00053516546069983916,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,frontier-d2,all,L0,0.005334251509945142,split,0.0237897970114356,0.06390426991030021,0.0038603375742192569,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,frontier-d2,all,L1,0.005334251509945142,split,0.0068263053346407079,0.026544179183229752,0.0010374050385882892,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,frontier-d2,all,L2,0.005334251509945143,split,0.08943977275963734,0.20605051061012361,0.0069574723335662191,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,frontier-d2,violated,L0,0.005334251509945142,split,0.0237897970114356,0.06390426991030021,0.0038603375742192569,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,frontier-d2,violated,L1,0.005334251509945142,split,0.0068263053346407079,0.026544179183229752,0.0010374050385882892,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,frontier-d2,violated,L2,0.005334251509945143,split,0.08943977275963734,0.20605051061012361,0.0069574723335662191,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,frontier-d2,active-one,L0,0.005334251509945142,split,0.0237897970114356,0.06390426991030021,0.0038603375742192569,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,frontier-d2,active-one,L1,0.005334251509945142,split,0.0068263053346407079,0.026544179183229752,0.0010374050385882892,0,0,0,False,False
round39_small_easy_V12_M3_Q30_slot08_seed1167625600,frontier-d2,active-one,L2,0.005334251509945143,split,0.08943977275963734,0.20605051061012361,0.0069574723335662191,0.058733575879183576,0.00040863722923083196,0,False,False
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,fixed-d1,none,L0,0.012367170653604861,split,0.026980350614274319,0.19993107975277655,0.0050326793498051631,0.19364161247697836,0.00097453614437586285,0,False,False
round39_small_medium_V12_M3_Q30_slot08_seed1343324363,fixed-d1,none,L1,0.012367170653604861,split,0.034746225047039184,0.20394601686459066,0.0050661205275718312,0.39447160367644946,0.0019984406889294406,0,False,False
