interval_range,current_LB,incumbent_UB,gap_contribution,selected_variant,status,reason_not_fathomed
see_raw_interval_ledgers,see_raw_interval_ledgers,see_summary,positive_gap,vehicle_indexed_relaxation_stack,not_closed,relaxation lower bounds below incumbent on V12 M1 and V20 stress rows
